,Unnamed: 0,id,sentence,label,codemixed
2574,11908,90561,@USER Oh the Liberals will shove race in everything!,NOT,0
2576,7900,64579,@USER @USER @USER Someone should tell her that voters have to be at least 18 and be citizens. Can't imagine adults with critical thinking skills could ever vote for her again.,NOT,0
2578,5659,28395,@USER @USER You are but Rider always makes me aware when you are late for him so late is late no mater who you are meeting. 😂,NOT,0
2579,6221,17914,@USER What the actual fuck. I hate that I've seen that with my eyes,OFF,0
2581,7073,35864,@USER It amazes me how much in synch you are with the man who commuted your prison sentence.  It's no wonder that you like each other.,NOT,0
2582,4497,53044,@USER @USER A Cosby comparison?  30+ vs 1 from hs?  Why u so angry?  Are you one of those antifa activates that doesn’t like getting pepper sprayed?,NOT,0
2583,11683,83523,@USER This liberal is pissed that anyone would give that disgusting pos an award for equality. And....f.u. for including all liberals in this bullshit decision by the HRC.,OFF,0
2584,4283,62703,@USER Arrest everyone of them! We should be doing the same to ANTIFA when they block roads!,NOT,0
2585,4175,89003,"16)  However, his views I do not agree with.  -He does not believe in climate change. -He opposites a woman's right to have an abortion. -He thinks gender issues are black &amp; white ---(Me man, you woman."" - &lt;imagine in a Tarzan voice&gt;)--- -Gun control doesn't exist to him.""",NOT,0
2586,8081,39448,@USER @USER The purrfect portrait! She even has her tail wrapped around her paws! She is beautiful in this shot!,NOT,0
2588,569,58576,@USER So it moves forward. Damn the facts as long as you keep up the narrative! The Dangerous line is the sliding scale line that you bunch of liberal idiots use to vilify Conservatives or justify the actions of liberals,OFF,0
2589,4491,98763,@USER aw. *hugs* i’ve gotten flustered like that as well. it sucks. i also sometimes write myself a little script. you’re not alone.,NOT,0
2590,12898,98321,@USER But mostly just Antifa getting killed.,NOT,0
2594,889,57245,@USER Here’s @USER helping improve how women are to be watched in sports. 🙄 URL,NOT,0
2597,11175,68168,@USER You are my best player ever,NOT,0
2599,412,79969,@USER He Mike @USER what country are you living in my country is a Constitutional REPUBLIC not a democracy,NOT,0
2600,12520,94685,@USER @USER Does it hurt to constantly apologize for far right conservatives,NOT,0
2601,2402,89345,@USER U nasty bitch,OFF,0
2603,8430,13381,@USER @USER Proud gun owner here. Gun control would definitely fix it. Plenty of societies have solved this problem. We can do much better than this.,NOT,0
2604,9466,42470,"@USER endorses felons"" ah yes and who are felons most likely to be???? this shit reminds of when bernie said Chicago was ""different"" to Vermont in regards to what gun control was needed.""",OFF,0
2606,6737,33975,@USER How much you want to bet they spent these months staging this whole thing.  Then announce the week of the voting so they could call for a delay just like they did an hour ago.  Waiting to win in Nov to Stop it  #GET OUT TO VOTE #conservatives #MAGA,NOT,0
2608,6853,29114,@USER God I hope not,NOT,0
2609,4431,55841,@USER Burt Reynolds was the first so called Mega Star.,NOT,0
2610,10850,51551,@USER My daughter is working toward being a teacher. Tell your hubby to support gun control so she gets that chance and isn’t shot at school.,NOT,0
2613,10760,82997,@USER Awesome news,NOT,0
2614,935,13641,#YESonKavanaugh Yes because it is the right thing to do Yes because conservatives are in power Yes because Democrats are miserable humans Yes because we are sick and tired of the tantrums from the Democrats Yes because they FREAKING LOST THE ELECTION! Please add more reasons!!!!,OFF,0
2616,10220,55536,@USER @USER You are not in touch with really.,NOT,0
2619,8116,34345,@USER Cause the CIA and FBI WAS good at the time to cover up the greatest corruption ever made by Hussein Obama administration. It’s all coming out All involved with the Deep State.,NOT,0
2620,10467,26126,@USER Good,NOT,0
2622,12728,41925,@USER She is sexy without even trying.,NOT,0
2623,12909,46785,@USER @USER @USER I have to thank the creator for finding me a bigger list of people to follow.  Perhaps now this person can do a search on ANTIFA and other Communists infecting youth.,NOT,0
2624,10382,83918,@USER @USER This pope is a dope!,OFF,0
2625,4212,83374,@USER And I suggest using a Grand Jury to remove Holder and ALL the other vermin associated with the Obozo administration including Obozo himself!  Mr. Sessions...DO YOUR JOB!,NOT,0
2626,4355,40520,@USER I can’t wait till antifa dorks get shot trying this.,NOT,0
2629,4461,68541,@USER I feel like this happens at the library except they argue a .30 fine because they don’t appreciate us and think she is doing us a favor by patronizing the library. But the family of seven with a huge fine on multiple picture books will write out a check then and there.,NOT,0
2630,9475,22718,@USER Friggen crook.,OFF,0
2631,8694,21351,@USER @USER Because he is the most influential person in politics.  Much smarter than anyone on the left.   Air America worked out well didn't it.............,NOT,0
2632,6212,87000,@USER Google got big by being the best search engine.  This is one reason why it is no longer a trustworthy search engine. @USER,NOT,0
2634,4245,69944,@USER @USER All U.S. WW2 vets are antifa.,NOT,0
2636,9057,33627,@USER She is a true idiot!! Really scary people will vote her to DC in November!!!,OFF,0
2639,7710,48871,@USER @USER I have plenty of conservatives I work with that are not afraid to share their racism and hate for democrats. It is sickening,OFF,0
2640,4219,97916,@USER I think Michelle spilled Democrats plans for civil war.. liberals are lunatics,OFF,0
2643,2962,31046,@USER You are low class asshole. You wear your suits and talk about the 1% or call us deplorable all while you sit behind your antifa and hate filled lying son of a bitch party and call yourself honorable. At least my pappy would be proud of me for being a man and standing true.,OFF,0
2644,3725,83731,@USER They probably all wrote it together while pissing in your McDonalds coffee.,OFF,0
2645,13075,11975,"1/5 Several women MPs key in 1990s gun control debate in Canada. Min of Justice @USER did heavy lifting for @USER In introducing 1991 gun law she said Gun control works. It is probably the oldest and most effective form of crime prevention law..."" #cdnpoli #cdnhist URL",OFF,0
2646,8050,56888,@USER As you typed “you think everyone is like you?” And read it. It means the question is referring to the reader. And at the case you are the reader. 🇳🇬 effect,OFF,0
2648,6919,94985,@USER @USER when it comes to gun control in order to make all of America happy remove all gun list from conservatives. Then take all the guns from card toting Democrats. that way everybody is happy. Everybody is safe,NOT,0
2649,7150,76719,"@USER Bob dickbrain"" Woodward. ""I wish I were Ann Coulter.""""",NOT,0
2651,3640,62553,Willie’s hurtful response to his former fans who have quit him in droves over of his support for that little hippie Beano. #MAGA @USER URL,OFF,0
2652,6282,33951,He’s Back !!  James O’Keefe’s ‘Project Veritas’ Exposes The DEEP STATE In A New Series Of Videos  He Exposes A State Dept Employee Organizing For The ‘Democrat Socialist Of America’ While At Work And Your Tax Dollars Pay Him  #TuesdayTips #MAGA #KAG  URL URL,NOT,0
2653,10611,42883,@USER Gotta keep that gun control law to get those terrorists,OFF,0
2654,10576,29347,"@USER @USER @USER @USER @USER Apparently the free market"" narrative isn't convenient today.  I'm so tired of hearing about free markets from conservatives who then turn around and pick winners and losers in the market.""",NOT,0
2657,7018,39042,ANTIFA Scumbag Trying To Explain Why Trump Is To A Black Trump Supporter Pr #Topbuzz URL,NOT,0
2662,1987,32096,@USER Here' s a guy that's a reliable source of information. hHahahahahahaha. Just kidding.,NOT,0
2663,4623,50864,@USER I believe that the gun control laws should not be so strict because criminals will still obtain guns regardless of gun restrictions and would make it harder for a law abiding citizen to defend themselves against an attack.,NOT,0
2664,12296,57651,@USER @USER The active duty personnel I know think he is a dangerous fool. Maybe 100% of racist military klansmen support Mr. Traitor-pants.,OFF,0
2665,9135,70686,Trump Is Making America Great Again URL,NOT,0
2666,2083,72875,@USER @USER [Eric opens the door and runs to the couch.] Fuck yeah.,OFF,0
2668,3094,63849,@USER And Hillary won the 2016 election?,NOT,0
2669,5086,37276,@USER @USER @USER To pivot away from China: - Form TPP: TRUMP Pacific Partnership! - Give business to other Asian countries and form strong support network outside China! - Ban products from China that include stolen Intellectual Property - No sharing IP to do business in China  #MAGA @USER,NOT,0
2670,2902,72492,@USER @USER really should look at the Google stock value over the past 5 years and then lets see tears.,NOT,0
2671,2305,96014,@USER you are a legend and one of the best presenters on @USER  We want to see!,NOT,0
2676,7533,54897,@USER @USER No fr! People are always on the most bullshit &amp; I’m not postponing or missing anything else because another person can’t get their shit together. So if all else fails I go by myself &amp; Tbh I end up having a better time anyway 🤷🏽‍♂️,OFF,0
2678,11536,46028,@USER Fake news.,NOT,0
2680,10181,81430,@USER America is better than swamp crud like YOU!,OFF,0
2682,6859,81844,@USER @USER @USER Portugal fluked their way through 2 penalty shoot outs and CR didn’t play the final,NOT,0
2683,5310,10087,@USER Gorgeous! And those tits are KILLER! ❤️,OFF,0
2684,13093,36473,@USER NO BITCH I MEANT I DIDNT KNOW WE WERE DOING IT NOT ZOOMED IN NO BITCH THIS IS FUN,OFF,0
2686,8382,10221,@USER @USER Liberals have taken over every major city here but Ft Worth,NOT,0
2687,3448,39795,@USER @USER omg yeah the thing is that there can be a large range of price for the same item i once bought a bag for RM20+ but i also saw another shop selling it for RM60+ like wow,NOT,0
2688,6598,67185,There is only ONE reason why Christine Blasey Ford won't testify against Kavanaugh; despite her serious allegations.  She can't testify UNDER OATH. She'll be a willing Dem; but doesn't want to PERJURE herself.  LESS THAN 60 DAYS UNTIL NOV ELECTION  #POTUS #Trump #MAGA #KAG #NEWS URL,NOT,0
2690,4742,65555,@USER These things happen from time time. Likely to be antifa or a group like that causing trouble as they have nothing better to do,NOT,0
2692,7576,78183,@USER @USER @USER No I don't know. But I know he is one heck of a patriot who preached the unity of the people of #Ethiopia when it was costly to do so.,NOT,0
2693,12469,11616,@USER I’m a brat ... can’t deal with another woman to long unless she is relaxed like a guy,NOT,0
2695,5523,36203,@USER @USER well Brandon .The conservatives got elected on the @USER red lines. So how about listening to the ERG rather than fudging the negotiations with the EU and signing up to vague promises thus playing kicking the Can business. New book How to lose 2 elections by T.May,NOT,0
2696,5602,73553,@USER Moore just got Don elected again. Liberals never learn. He’s more unlikable than Trump,OFF,0
2697,6216,64717,*sings slowly* “I just want to see how beautiful you are.” 💓,NOT,0
2698,13014,31547,@USER log doesnt give a shit i bet he eats nachos in the middle of the night in his underwear,OFF,0
2705,10055,72264,"@USER You are the one that left on his own. I'm not your daddy to tell you to stay, even if I do, you won't anyway.""  There's just no in hell way that Cerberus would ever be soft to Dante and respect him right? Two can play at this game.""",NOT,0
2706,543,59465,@USER IT'S FUCKING TIME!!,NOT,0
2707,8365,86351,@USER So y'all are gonna fight against gun control but y'all laughing at this guy literally pulling out a gun and shooting it?,OFF,0
2708,7328,59002,@USER The Show Must Go On! We must have crazy liberals screaming and throwing a tantrum inside of that courtroom? If they let these same animals in as they did during the hearings this is just going to be another circus,OFF,0
2709,7515,89834,@USER @USER Whatever happened to innocent until proven guilty... liberals just want Kavanaugh to be guilty because Trump picked him. Get over yourselves,NOT,0
2714,8485,81718,"Sept 20 at 2:18 EST, expect emergency text message from trump.  If it says no collusion,"" I'm gonna sue someone.  #resist   #MAGA""",OFF,0
2716,8032,89694,"@USER The principaled conservatives"" have left the building.""",NOT,0
2717,12782,14420,@USER There is almost no one that liberals won't insult in defense of their ideological agenda,NOT,0
2718,3947,11760,@USER Yes everyone does but he is in the best position and missing all over the place,NOT,0
2719,9597,89666,@USER Junior was more accomplished and charming this week.Senior admonishment by PC at conclusion was correct today. No need for people to be there beyond 1700.Wheels of justice are grinding small.But typical W/s distortion. They should have all just been allowed 1 bite at that cherry,NOT,0
2720,12812,74373,"@USER Looks like gun control"" works in Chicago 😄👽""",NOT,0
2722,7939,45093,@USER @USER @USER Are you feeling okay? Because you are coming across as slightly hysterical.,NOT,0
2723,3911,56032,@USER I love my penis and want to keep it. Would rather smoke a joint.,OFF,0
2724,184,11160,@USER I forgot he is their foster child!,NOT,0
2726,11497,78431,@USER @USER @USER @USER @USER Obama never laments for those that are killed in Chicago every week. Chicago his old stomping ground.  Ask him how those draconian gun control laws are working there? And watch him blame Indiana.,OFF,0
2728,11705,39354,@USER @USER Jason you are better than this (re-tweeting click bait).,NOT,0
2729,7572,45586,@USER Keep getting yours,NOT,0
2731,187,87052,@USER @USER Such supposedly smart people didn't think for one moment that in the audience there are people who voted Trump and are scared shitless hearing the top brass speak that way.,NOT,0
2733,12784,39393,@USER Maybe she’s just mad that you don’t “attack” her enough that she is getting as much work as she did at the height of her “victimhood” period? I always told you that she only got that much work for that long was by parlaying victim points from your criticism into work offers.,NOT,0
2736,9612,83581,@USER Dan Rather supplied her with unimpeachable documentation and she is just waiting for Snopes to verify it for her.,NOT,0
2737,11482,88278,@USER Why in the hell would I do that? The left already hates me enough. Black conservatives aren’t liked in this country. I comment and fight because of that.,OFF,0
2740,494,73203,@USER Couldn't care less about either one of them.,NOT,0
2741,2063,59941,@USER @USER @USER You liberals live by double standards. Look at what you did to Monica Lewinski. She was branded a liar and whore even after she produced the evidence. All because good ole Bill is a Democrat! Your all fucking insane!,OFF,0
2744,583,28518,@USER Then your gonna get bitten,OFF,0
2746,3688,39983,@USER You are not alone,NOT,0
2747,4724,75452,@USER She is one of our greatest so you be thrown under the bus for that bad judgment.,NOT,0
2748,3714,27957,@USER Fake. That pic was taken long before the game started.,NOT,0
2749,11085,94435,@USER You know that the conservatives are worried when they try to show some heart.,NOT,0
2752,5283,89986,1 Year Ago Today Cherry Oakwood Radio Hostess went Home to be with God. She is… URL,NOT,0
2754,1147,25813,@USER Thanks for Following. We're glad to be connected.,NOT,0
2755,5021,99364,@USER @USER Best female  tennis player ever? Arguably. Great player. She is starting to age and become less unbeatable.,NOT,0
2758,3588,82363,"@USER I really wonder just how badly they're going to take it when they see the results on November 7th, given the way things seem to be looking.  Pretty badly, I bet. You'll have accusations of kajillions of zombified illegal aliens"" voting, protected by ""Antifa supersoldiers"".""",NOT,0
2759,8699,85897,@USER @USER You sound like the NRA saying it’s too soon to talk about gun control. If they were close to car as u say they would have seen the perp. Stop making excuses. The CHILD is the victim here.   If there are ppl who don’t know—  Parents:NEVER leave ur child unattended in a car. EVER.,NOT,0
2760,5471,24698,And there we go ... so according to the MAGA believers kavanaugh  couldn't have attempted to rape Dr. Ford because her lawyer made a donation to @USER . Idiots URL,OFF,0
2761,4737,11247,@USER Why do you take her side. It’s been 35 years and no proof so because you are women and Liberals- you can’t think. None of her story adds up. This is a political setup to win.,NOT,0
2764,4137,14465,"@USER Wow. That's still tall for an 11-year-old. My son is in the 91st percentile for height at 13yo --- he is exactly 5'8 but wears a size 8.5 shoe.""",NOT,0
2765,4723,33462,@USER @USER Conservatives not showing support on NAFTA talks gives the US more power.  They are not doing our Country any favours by publicly criticizing the ongoing talks for their own political gain.,NOT,0
2766,766,43432,@USER @USER Neither do conservatives with May at the helm,NOT,0
2768,11124,60876,@USER Because Obama has zero accomplishments. He is the worst President r leader of any country hands down. It shows the liberal lunacy when they worship a total loser. They don't know what they want..no party goals. nothing except complain about TRUMPS accomplishments. Fu*k liberals.,OFF,0
2769,12595,24398,"#Politics #Government LIBERALS WON'T LIKE THIS --&gt; @USER says @USER took a call from @USER and talked about our plan."" URL via @USER",NOT,0
2771,9321,64948,@USER  sexual assault should disqualify a nomination. ask yourself this why didn't they ask him any questions about this in private or public hearing. the accuser had posting on Facebook about stopping conservatives and trump. why do dems still trot out bill  clinton,NOT,0
2773,12699,37636,@USER Considering Puerto  Rico didn't have electricity on 70% of the island before the hurricane....im wondering who left her brain on the tarmac in the sun for a year?  Probably Trump or Baron I assume.,NOT,0
2774,4846,18602,@USER gun control doesn't stop violence either,NOT,0
2775,1122,76470,@USER He is why I stopped watching football,NOT,0
2776,8458,91283,@USER @USER @USER Violent liberals ANTIFA with their KKK hoods beating up strangers they know nothing about is exactly what comes to mind when dems say they care about anything. Either you care about human life or you have people beat up. My black conservatives friend has been attacked by them.,NOT,0
2777,9572,58854,@USER Google and Twitter are monopolies. They need to be broken up by the government.,NOT,0
2781,11613,22501,@USER @USER @USER Super storm Sandy hit the North East. I agree with you though. People here have a bad idea of the east coast and it's pretty cool. The north east gets all 4 seasons at least. We get rain and summer.,NOT,0
2782,3144,89484,@USER @USER @USER He's one of those types who has no time (he's a senior partner at a law firm). The issues don't prevent him from driving the vehicle. They're simply annoying. But I do believe that he is taking the car in next month.,NOT,0
2783,11615,31963,@USER I always knew that is how Biden and Obama felt about conservatives. It’s just shocking that they so easily admit it now. No wonder there is such hatred and violence on the left!,OFF,0
2785,8598,38183,@USER Is that some weird invitation for a treasure hunt where the goal is to find his old “deadname”? Is it because he feels the need to prove that he is trans? Or because ppl didn’t care about it enough? Either way I’m not going to join 😒,OFF,0
2787,1887,24337,@USER He wants to be the senator of North Mexico.,NOT,0
2788,7878,54929,@USER Guilty old perv,OFF,0
2792,6454,97915,@USER Consider the source. It's only Bono.,NOT,0
2793,5939,49813,@USER She is such a witch.  All she needs is a broom,OFF,0
2795,3880,40053,"@USER Actually, it was Hitler who patterned his style after the Democrats in America,  Hey! That's what we should do"" and he did.""",NOT,0
2797,11656,55687,@USER I agree 100% &amp; then some! Please go to work @USER ! That's 49 Senators who need to please take a stand against the Obstructionist Liberals! Quit allowing them to make you look inept! Lead or Resign! @USER URL,NOT,0
2799,2308,12856,@USER where did you dig this one from? She is dope sha,OFF,0
2800,1133,27255,@USER Can you say DESPERATE?!?!?!,NOT,0
2801,11290,23548,@USER @USER @USER And your gun control has failed to reduce homicides.  Your homicide rate has not dropped after all of those gun laws.  It has however rose.  Enjoy bending a knee to the people who don't really give a shit about you though.,OFF,0
2802,3354,89945,@USER @USER I was too busy kneeling to watch,NOT,0
2804,7220,38880,"@USER I know you're here, and I do like you, a lot. But he is all I have left and I'm not going to lose him. Not again.""""",NOT,0
2805,11291,15281,@USER Bull ! How much is G.SOROS paying you for your statements against the PRESIDENT of out country ?,NOT,0
2806,5885,56841,@USER Yes it’s valid. I explained earlier she had not used her old one for over 2 years but on sep 3rd she requested a new one. This arrived within 3days. She has now got her pin via on line banking. But She is still going to the bank tomorrow to find out why the pin and telephone code,NOT,0
2807,8171,60753,@USER She is a murderer and your whole department should be ashamed of this cover up.  SHAME ON THE DALLAS PD! THERE IS NOTHING NOBLE OR RESPECTABLE ABOUT HOW YOUR DEPARTMENT IS HANDLING THIS SITUATION. YOU ARE AIDING A CRIMINAL AND SHOWING YOU DONT CARE ABOUT THE CITIZENS OF DALLAS,OFF,0
2808,2112,66326,@USER Liberals will drive Republicans to the polls.  No worries!,NOT,0
2810,8787,34481,@USER It's so sad I grew up in a Christian Republican home and longed to be free like liberal cool kids. You new liberals are worse than 1950 parents. You ruin everything in your quest to prove getting picked last in gym wasn't because we wanted to play not  watch you fake injury.,NOT,0
2812,5003,68975,@USER Antifa is expressly anti Nazi. Is Nunes identifying with Nazis?,NOT,0
2813,1975,69403,"@USER Does she expect a mob in pussy hats shouting We believe her"" in unison, based on a general distrust of conservatives?""",NOT,0
2815,3924,34825,"@USER Yes, watching an elitist prima donna toss a tantrum on the court when she is called out &amp; penalized for ('cheating') getting coaching is pretty entertaining! HER COACH EVEN ADMITTED, I WAS COACHING HER."" Now, back to our regularly scheduled sanity, rule of law &amp; accountability!""",NOT,0
2817,91,69281,@USER @USER Try looking for plain old democrats.  The liberals are the ones which you can’t have a conversation with.,NOT,0
2818,11480,30946,@USER Ahhh the left wing liberal Democrats.,NOT,0
2819,5569,51181,@USER Ohhhhhh I cried BIG crocodile tears the first time my daddy called me a bitch😂 took it on the chin like a champ but ran to my room to cry just like a bitch💀,OFF,0
2820,1305,23902,@USER This is not the first time she has expressed this dismissive attitude toward public outcry against her votes. Those people will be a factor when they vote her ass out of office in 2 years. I think she is toast.,OFF,0
2822,2507,46003,"...like a great drum in a mother's chest, the anthem of a peaceful army."" I'm guessing Anthem is the song Josh wrote for his mother. He's said in interviews that she is where his philosophy comes from.""",NOT,0
2823,8355,70317,@USER @USER John Kerry is a swamp rat nothing more nothing less CNN we all know is the clown news network,OFF,0
2824,11895,19686,@USER Hold the damn vote. Iowa voter chiming I’m here. Wuit@USER the damn Liberals game and stand up to this crap.,NOT,0
2825,9209,61240,@USER I`m with you JR.She is nothing.Don`t waste your time on human waste!,OFF,0
2826,3872,79219,@USER Not manly enough for the guy hiding behind a fake name and profile pic. Are we betas or violent AntiFa thugs? You guys can't seem to make up your minds.,NOT,0
2827,11427,14902,@USER She is also ugly as hell and not something anybody wants to look at. LOL :),OFF,0
2828,4081,65820,"@USER 😂😂😂😂😂 Her rights of threatening to destroy the lives and careers of some teens through her connections"" when they made a meme on her. In India too, only Leftists, Liberals and Islamists have FOE. Rest all is hate speech.""",NOT,0
2829,736,87725,"@USER please be aware that the following person who has confirmed attending fordfestND is the guest list ,  is Canada's top antifa anarchist and intends to disrupt event . His name is Alex hundert  URL",NOT,0
2832,5967,43238,@USER She is the evolve form.,NOT,0
2834,8404,94064,@USER @USER And those same politicians from both @USER and @USER are selling the country down the drain.,OFF,0
2835,6472,99712,@USER Yeah my exact thoughts here. Real uphill climb tho to get people to stop saying dumb shit on the internet.,OFF,0
2836,5103,30091,@USER We've got a big story coming out (most probably next week) about the Communist origins of Antifa. I hope you can join us @USER,NOT,0
2837,5126,32034,@USER @USER @USER I find it very offensive that you know what black people feel!! As a black not African because I was born in America want recognition then build your own stuff!!! It's the same with Conservatives that cry about censorship  If you don't like the rules build your own house. URL,OFF,0
2838,9103,42450,#teamspotlightsunday this spotlight goes to 2 women! Meghan McDermott and Alanna McDermott. Alanna has had an amazing journey not only physically but mentally. She is breaking her comfort zone by helping others achieve their goals. I am so proud of you! Your growth is inspiring! URL,NOT,0
2839,8194,19587,@USER is unstoppable! This QB can’t be this good can he? Have to feel for @USER He needs to transfer. Can’t help but have a funny feeling he is going to save Bama at some point this year. Never know. @USER @USER,NOT,0
2842,372,38981,"@USER @USER @USER @USER Nothing abusive should ever be done to anyone!  Including the women and people of this country she is putting under horrible stress worrying about what she is going to do.  This should have been an easy NO"" from her if she is who she says she is.  And I agree with you Gabby!""",NOT,0
2843,12215,87204,*Your love for one another is the starlight in the darkness that surrounds you. May that luminous love sustain you until the first day of rain cleanses the heartache you are enduring and washes away the pain.* @USER   #RememberingEdward,NOT,0
2846,4386,47697,@USER Bring back Janet Yellen.  She is the author of low prime rate and stable growth &amp; income.,NOT,0
2847,4908,83069,@USER @USER I'm not in uncomefortbul miss Williams is a great actor or she thinks she is miss Williams is out of order in what she said to the ref rules apply even to miss Williams but your turning it in to o as a women don't this bone that miss Williams is out of order that's a stone wall,OFF,0
2848,8000,18083,@USER @USER @USER @USER Loved to hate MR in Bobby Brown show. That guy really screwed those kids back in the day. Please let him go through all HWs drama. He is my favorite &amp; then Jerry.  Maybe they should have a show Andy?,OFF,0
2849,1743,73201,@USER @USER That’s how immature she is not to mention no class at all O!! Not even a dime,OFF,0
2850,1105,48479,@USER @USER That nigga snitched and added spice on top of his snitching,OFF,0
2853,3591,91508,@USER @USER Also I see you are appalled at Doxing of Ford’s address. Are you appalled at doxing of ICE agents by Antifa and advocating for their and their families physical assault ?,NOT,0
2854,1720,15694,@USER A special kind of #Antifa when he learns the correct spelling of tomorrow ! ffs proper shitting myself now 😱,OFF,0
2855,2669,85014,@USER Why cant ISIS blow up these two assholes??,OFF,0
2856,8419,42158,@USER Proud to be Antifa AF!!!!,NOT,0
2857,10079,62016,@USER BLAME TRUMP?? That’s sad to the good people of Puerto Rico 🇵🇷,NOT,0
2860,12350,66082,@USER If you move ahead with Kavanaugh's nominatin without more information you are committing an ethical and legal violation.U violated the constitution with Merrick Garland &amp; now this horrible candidate who says precedent can be overturned. Wait for more info &amp; be sure,OFF,0
2862,2075,66710,@USER It’s about time. A civilised nation needs tougher gun control. Man only backwards countries don’t,NOT,0
2863,8501,44307,"@USER There is no such thing as an Antifa warrior"". They are all coward bitches. Marcus Smart is tougher than that by far""",OFF,0
2864,9660,45266,@USER @USER True but the constant talk from the left about common sense gun control every time and yet not one valid proposal,OFF,0
2866,2722,57096,@USER One added me to a “liberals I’d like to slaughter” last month. That was fun,OFF,0
2867,6568,25067,@USER @USER @USER It seems to me that she is the one that has no real idea what she went through or whether or not she actually went through anything negative involving Judge Kavanaugh. Her recollections are vague at best with absolutely zero corroboration. You are supporting a dangerous precedent,NOT,0
2868,729,65915,@USER  I think he could be called a turncoat  talking out of both sides of his fucking mouth  Lindsey Graham can no longer be trusted URL,OFF,0
2869,11963,55870,@USER @USER It’s easier for Pod to believe both sides are terrible. Then he doesn’t have to honestly look at the conservatives.,OFF,0
2870,11673,73987,@USER why why why have u let Feinstein stop the vote for judge Kavanaugh with a coney letter she had since July and have u seen the letter. She is not someone to talk after her 20yr spy no one has investigated,NOT,0
2871,5336,89422,@USER @USER Quick Preview Summary:  Blame Democrats Blame Obama Blame gun control Blame blacks (passively) Blame Democrats,OFF,0
2874,7261,64524,@USER @USER He should just stick to sports but Liberals can't help themselves.,NOT,0
2875,7443,29648,. My God. #TheEmmys  And the limousine liberals are sick disgusting animals with no brains.  .,OFF,0
2878,7279,32366,4) forgiveness is useless: she is trapped by trauma for 40y. Maybe if she lets go of her illusion of a perfect world where “this cannot happen” accept that she is the only one responsible of getting herself over this,NOT,0
2879,12567,92561,@USER looking forward to seeing what you are bringing to the market.  The rum market has needed some quality infusion for quite some time. Fingers crossed for a quality spiced rum.,NOT,0
2882,10505,11337,@USER  you are great on the Five. Can you stay in thst spot permanently?,NOT,0
2883,4130,52284,@USER They meet many many fans it’s amazing that he remembered her don’t be a bitch,OFF,0
2885,5730,32023,@USER She doesn’t want to be near him. And if he watched the show. She never said anything about loving him she said I don’t want to ruin my chance to get to the us. She is keeping it real.,NOT,0
2886,1884,97197,4. But I have to called an hotel to send a shuttle to come pick my mother who is sitting at @USER terminal at the airport with their agents.  5. I reminded them that she is a wheelchair passenger who cannot speak English. How will the hotel find her?,NOT,0
2887,6741,83029,@USER Now do gun control,NOT,0
2888,5171,19257,@USER YOU ARE THE REAL DISNEY PRINCESS,NOT,0
2892,7978,72429,@USER it’s TRUE and she is SO VALID,NOT,0
2895,13177,43323,Americans make great clients! But so many appraisers carry out inspections on radical clients! Radical clients hate America! #MAGA,NOT,0
2896,6012,32933,@USER Yess URL,NOT,0
2898,12194,98720,@USER @USER Absolutely!  We all know the Dems want all the votes coming to them; that is why they are all pushing for it to happen.  Dems/Liberals are plainly UnAmerican. All they care about is their paycheck and their position. 1st We need term minutes; no more than 2 terms like POTUS has.,NOT,0
2901,8403,36039,@USER Gotta give him credit where its due he may not be a mason but he is out there competing his ass off,OFF,0
2906,8107,48750,@USER Steven Wilson is coming back to NY in December! I can’t wait! He is one favorite (live) performers! Hope all is well.,NOT,0
2907,8771,73644,@USER @USER best way to convince ppl the a moment isn’t unforgiving is to savage any person who dares question your forgivingness.,NOT,0
2909,13188,94475,@USER every antifa member is just several midget gypsies standing on each others shoulders in a big skinsuit,NOT,0
2910,2186,49649,@USER @USER If they don't change course the Tories are going to be toast at the next general election.  They do not want to go the way of the Canadian Conservatives in 1993 who went from being in power with 156 seats to just 2 seats!  URL URL,NOT,0
2911,610,35823,@USER Then why are you pretending to be something your not???You are a phony and all your lies won't change that!,OFF,0
2913,5958,57414,@USER @USER Then let the proud boys back on or get rid of Antifa. Lies until one of those two choices comes to fruition. Be the man your parents expected you to be.,NOT,0
2915,258,40855,@USER @USER @USER Because i'm a little concerned about the Q followers because they slowly become more and more a sort of right wing sjw antifa thingie  (Also excuse me for my horrible English it's not my native languase and didn't had much schooling in it so i'm sorry if it sucks. 😅),NOT,0
2917,5431,22457,@USER pay close attention he is the same guy that warned us that 45 was a con man,NOT,0
2919,5614,61555,@USER Let that sink in liberals URL,NOT,0
2921,2617,46954,@USER He is a big nerd it seems..,OFF,0
2924,10281,49407,@USER @USER @USER @USER Shes a liberal all she has to do is disagree with you on one thing to determine that you are a terrible person. Remember liberals talk from their high horses of superior morality.,OFF,0
2926,427,48969,@USER @USER Funny how the Conservatives didn't like it when one of there's defected but they sure didn't mind when a Liberal defected. Where's there integrity in this?,NOT,0
2927,1060,32717,"@USER If only he were the craziest MF out there. Sadly, he is NOT. There are far worse examples of good Christians.""""",OFF,0
2928,4563,60014,@USER @USER @USER @USER Liberals need better trolls than this aunty. Calling someone a liar on losing is what you resort to when you are in 2nd grade. URL,NOT,0
2929,9760,67726,@USER @USER @USER Plus now we know where she likes to kiss you at when she is singing Don’t Judge Me.,NOT,0
