,Unnamed: 0,id,sentence,label,codemixed
1412,6827,87125,Fighting the lies with one letter.  #Q #QAnon #QArmy #MAGA #WeThePeople #followthewhiterabbit #WWG1WGA #SpyGate #RedWaveRising #EnoughIsEnough #WalkAway #propaganda URL,NOT,1
1415,3875,53758,@USER I'll lock yo sorry ass down 🤗,OFF,1
1420,12585,25139,@USER She is the scuttlebutt queen,NOT,1
1425,8756,40327,I'm starting to think these things are a cover for #maga It distracts people from paying attention to trump. URL,NOT,1
1432,9319,21867,"@USER @USER Right?! I wanna know why she on the phone calling the police anyway? what did he do""? Fuckin ""Run Me Over Rhonda"" lol""",OFF,1
1437,133,27503,"@USER Omg xD The worst (or the best, in my case is the best cuase it made me laught) part was her asking is he dead? does that hurts? poor thing..."" and the rest standin there like ""....nope he is no suffering"" ""so he is dead!"" ""...yeah, pretty dead""""",NOT,1
1439,1061,21286,@USER So innocent until PROVEN guilty only applies to liberals?????,NOT,1
1445,4416,37367,@USER @USER @USER @USER 💀😂😂 you for buy give we all,NOT,1
1447,2475,76860,"1/7 🔥🔥🔥  CONSERVATIVES SUDDENLY REALIZE JUVENILE OFFENDERS DESERVE LENIENCY  The president regularly refers to teenage gang members as “animals,” and has, in the past, called for imposing the death penalty on alleged teen rapists. ... URL",OFF,1
1448,4385,51961,@USER @USER @USER @USER This. Is. Not. A. Trial... was exactly my point. She is not obligated to present evidence there that could otherwise be presented more convincingly in a different environment.,NOT,1
1449,6035,27350,@USER @USER @USER What a crap she is?.......total publicity seeker. Since when  tearing apart The Bhagwad Gita is symbol    of changing India and why Bhagwad Gita .........if u have guts show here tearing apart Kuran and Bible too #Intellectualidiot,OFF,1
1450,4492,13601,@USER @USER When we allow foreign law into our sovereign nation we have lost our sovereignty. Say no to #ShariaLaw #ConstitutionDay #MAGA #MondayMorning @USER @USER @USER @USER @USER @USER @USER @USER,NOT,1
1451,4172,19087,@USER @USER You are very beautifull,NOT,1
1452,12884,25385,@USER @USER @USER Yep. I was at Yale law school as well..  He also mentioned at one point that he could pee his name in the snow and that groping someone against their will while holding them down and choking them was “boys being boys”. NBD. #MoronsAreGoverningAmerica #MAGA #Kavanaugh,OFF,1
1459,4009,77349,@USER Got to love Susan Sarandron's response.....,NOT,1
1460,4404,88379,@USER is way too good to be out of the #NFL. He is better than quite a few starters in the league and better than all of the 2nd &amp; 3rd string QB's in the league. #GiveKapAChance #ImWithKap,NOT,1
1461,11757,26443,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He knows nothing about gun control? Says who?,NOT,1
1464,11748,53506,@USER @USER A national treasure she is. 😂😂😂😂,NOT,1
1468,6988,61621,@USER @USER America is being destroyed by our President.. he is a cancer to democracy. That is what is sad,OFF,1
1471,11661,10200,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Absolutely.,NOT,1
1478,6910,26748,@USER He's a liar,OFF,1
1479,11257,23745,@USER I wish I could join a server without disconnecting...,NOT,1
1482,624,14239,@USER @USER Such delusional liberals..! So twisted with hate you can't even acknowledge the U.S. Airforce..!!,OFF,1
1484,9267,45619,@USER Yes. You are! 😄 And your passion for him is lovely...😊,NOT,1
1489,3071,77142,60 and hopeful to someday meet a classy gal that I can talk to about MAGA and WWG1WGA!  Have yet to find!  Having way to much fun now not to share :-) URL,NOT,1
1491,12947,98510,@USER A book? Still wanting money from the public. Liberals will probably buy it or Soros will buy up a lot of copies to make it a best seller as he has probably done with other liberal books.   #VoteRedToSaveAmerica 🇺🇸,NOT,1
1494,12778,11104,@USER @USER @USER @USER DaveB the most boring man to have ever graced SIMB. Thank fuck he was run off the BORED,OFF,1
1495,835,71418,@USER @USER @USER @USER @USER @USER You missed the point. You don’t like being called a white supremecists bc you support Trump. So please don’t generalize that all Dems support antifa and violence.,NOT,1
1497,218,38837,@USER Yeah we need some more made up bullshit protestors and antifa lol time for an epic beatdown😉,OFF,1
1499,6024,44774,@USER we bout to start stepping out lol I ain’t doing another winter with no boo bro. Shit cold .... literally,OFF,1
1500,11163,12662,No need to look into Keith's treatment of his women ... Dems already know that... MAGA ! URL,NOT,1
1502,11720,54975,@USER @USER @USER @USER @USER Let’s keep the same energy when talking about gun control after a mass shooting,NOT,1
1503,485,30426,@USER @USER NOT A SNOWBALLS CHANCE IN HELL DIMWIT DEM. Start taking losing like a man.....err...like a....uhm? Whatever you identify as today. WE WILL #MAGA NOT TIRED OF #WINNING SEE YOU IN NOVEMBER FOR THE #REDWAVERISING2018 YOU CAN'T STOP #ScotusKavenaugh,OFF,1
1506,4445,48516,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Oh. Low blow or blow job. Lmao,OFF,1
1507,8067,82723,@USER #Republicans #Conservatives #Independents Listen 👂 up the #Hillarites #Democrats are repeating #History don't stand for it. #ConfirmKavanaugh now! URL,NOT,1
1509,10980,52245,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Awh thanks babe. I’m just really upset that depression is taking over everyone I know and love. And people I admire. RIP Mac miller 💔 I don’t want anyone to ever think that they are alone in their fight!,NOT,1
1512,1781,14978,Dr. Blasey Ford Kavanaugh #MeToo .@USER .@USER #FemFrauds #MAGA #Maddow #MorningJoe #WednesdayWisdom URL,NOT,1
1513,8818,42431,@USER @USER @USER He is a Lord now,NOT,1
1515,7848,54590,@USER @USER It would be an interesting study if people were more gullible in Victorian times...with rising of the Antifa...,NOT,1
1519,11617,92973,@USER @USER He worries about “antifa” while he invites and poses for pics with known neonazis. SMDH,OFF,1
1521,10105,91855,@USER @USER @USER Are you serious. Man you’re an idiot! He is the most hateful scum on earth.,OFF,1
1523,1453,73534,@USER Do you know who else is BETTER OFF under the @USER  @USER tax policies? See chart Morneau Shepell stock vs tsx over the last three years since Bill came to power. ONLY an 80% bump over 3 years.  #liberals #friendsandfamily #ethics #cdnpoli URL,NOT,1
1525,10707,46071,@USER @USER Let's see how many planes are turned around or crazy airport shut downs happen over next few days. Maybe a drinking game? @USER  #WWG1WGA  #MAGA,NOT,1
1527,689,24298,@USER Stfu bitch lol why u Salty I’m tryna get twitter famous ya know,OFF,1
1529,8416,55346,@USER @USER He’s a bitter Barn Inbred. URL,OFF,1
1530,12815,40533,@USER @USER Nice!!!!! You are so welcome!!,NOT,1
1532,2364,25759,@USER Why add insult to injury? He is 100% devoid of empathy.,NOT,1
1533,10228,31646,@USER Mon « bye bitches » suffisait,OFF,1
1534,3385,30007,@USER ugh I meant *wigs shit,OFF,1
1537,7826,13230,Even Obama Trade Rep Acknowledges:   Trump Is Cleaning Up An OLD Global Trade Mess  URL  #maga #MakeAmericaGreatAgain #makeamericaamericaagain #makeamericastrongagain #makeamericasafeagain #makeamericasaneagain,OFF,1
1540,7644,69284,But does he schmooze with Communist #Putin in Helsinki like your daddy?   . @USER @USER @USER #MAGA @USER @USER @USER @USER URL,OFF,1
1544,7606,20399,@USER @USER Ha! I’ve met you both and neither of you are dull! Me on the other hand.....😌,NOT,1
1545,12390,14074,@USER He is cute.,NOT,1
1546,12442,98757,LOL     Ted Cruz thinks #Texas voters are stupid.  Says Beto O'Rourke will ban barbeque from the state of Texas.  #resist   #MAGA    #Ridiculous   URL,OFF,1
1547,7300,88365,@USER @USER @USER @USER @USER crushing a pc player with Kb/Mouse with controller in a FPS is unrealistic. Unless he is playing games for the first time or using keyboard mouse for the first time,NOT,1
1548,8999,45593,@USER @USER There is a worse gang then MS 13 and thier based out of DC... what has he done about people assulting Trump supporters? Antifa surley has broken people civil rights...he gone Trump can and will fire him ..mater if time.,NOT,1
1549,10480,66464,Alaye turn if your maga don pay,OFF,1
1552,710,42521,@USER @USER is broadcast sewage! URL,NOT,1
1553,7891,28186,@USER Same and he is mine too dhudbe! There is a reason he is my lock screen HAHA,NOT,1
1558,11498,77001,"#NazisAreBad Their programs called for the nationalization of education, health care, transportation, and other major industries. They instituted and vigorously enforced a strict gun control regimen. They encouraged pornography, illegitimacy, and abortion,..."" (3)""",OFF,1
1559,5714,45763,#USA #Trump #MAGA #KAG We know that #China #Russia #Hollywood #Soros #SaudiArabia #TheCatholics all fund and support #liberal #democrat politicians who's funding and supporting #conservatives??? URL,NOT,1
1560,12093,16434,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER AHHHHHHH yes!!!! It's Amish Brother and Antifa Warrior Jaquonadiah. Thank you for clearing that up,NOT,1
1562,5700,68746,"@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER It was strapped to the back of Russells Jeep as part of the troll stroll video that had Tinys profile banned for thirty days because they drove around neighborhoods they believed antifa lived while making violent threats and screaming we're triggering folks today""""",NOT,1
1564,7113,71630,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER And Antifa idiots forced them to use their medicare to fix the broken parts of their body caused by Antifa.  Requiring other people who do have kindness for others to pick up their wheelchairs they were thrown from and help them until the ambulance arrived.,NOT,1
1568,10340,78399,@USER @USER @USER @USER Whoa!  Angie!!! Back off that logic!  You're going to confuse the liberals.,NOT,1
1571,2640,53665,@USER @USER And not all idiots grandstands like he did,OFF,1
1572,5497,31736,@USER What!!!!! Now you aren’t sure she is truthful! You should recuse yourself immediately from the entire proceedings!!!,NOT,1
1573,2721,47088,@USER @USER @USER @USER @USER @USER 2/The Democratic Party won’t do anything to him because he’s Muslim Brotherhood &amp; they don’t care about Monahan.  The Muslim Brotherhood needs to be declared a terrorist organization—all of it! Ellison also supports ANTIFA. These people are so foul it’s scary!,OFF,1
1582,9600,21803,@USER @USER Sareena was wrong to behave like this. That is not racist just truth. I do not want my children watching this behavior.,OFF,1
1591,3822,58198,I am all in. #MAGA #WWG1WGA URL,NOT,1
1594,525,73901,@USER “Yes you are.. ”,NOT,1
1595,4629,52502,@USER @USER @USER @USER @USER @USER He is a crook,OFF,1
1598,2746,95452,@USER @USER Words....Words...  Monday is a different day...,NOT,1
1599,12519,92373,@USER @USER @USER @USER @USER @USER @USER And your President respects all of that. You liberals do not.,OFF,1
1602,11220,56017,@USER @USER @USER @USER @USER @USER Since you're in the medical field I'm sure you are very knowledgeable,NOT,1
1603,2642,31493,@USER Bring on the hypocrite gungrabber. MAGA,OFF,1
1606,11481,39269,@USER You are amazing and I love youuuu!!,NOT,1
1607,4287,77910,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Good list. Keep it going,NOT,1
1608,6755,33013,@USER #Deplorables are resolved to #MAGA URL,NOT,1
1610,7657,57970,@USER @USER @USER @USER both of you are going to have to take several seats when it comes to Kyle 😻,NOT,1
1612,6018,11881,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Anarchists are left wing extremists. They stand with antifa.,OFF,1
1613,2275,40941,"@USER Suddenly thought of something.u mention in 1 of ur video that they don't know"" where Lay is/he is captured by rf.then Lay has to ""comeback/appear"" then only Kai can bring him back to the island.latest video said he might be in another parallel world.what if""",NOT,1
1615,5994,51835,@USER Trump Supporter! #maga,NOT,1
1616,10044,50222,@USER Here he is! Peaking out of a Hizbollah flag. URL,NOT,1
1619,8575,80545,#nowplaying WATER SLIDER by SHE IS SUMMER URL,NOT,1
1622,10315,25007,@USER @USER @USER Says the fat Antifa member,OFF,1
1628,5202,62085,@USER Does he know who you are? Lol,NOT,1
1633,9917,17619,@USER @USER bt1100 ass malfunction,OFF,1
1634,8773,93178,:) see she is the sweetest! URL,NOT,1
1635,9042,59000,@USER PTL MAGA,NOT,1
1636,1857,57632,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yes kill em with kindness.  Let POTUS and the military/LEOs handle the violence. URL #NowWatching,OFF,1
1640,1598,48396,@USER High class Vogue!!,NOT,1
1641,7931,73300,@USER @USER @USER @USER He totally dodged the question about how he is making millions of dollars off Stormy Daniels while she still has to strip to make a living. He is unethical.,OFF,1
1645,10684,15317,@USER @USER @USER @USER It's not from Antifa. It was a troll created by pol.,NOT,1
1648,7045,61756,@USER C’mon brah! Go finish your mother fucking apple cider beer and shut the fuck up!!! Adults are trying to have some fun on Twitter... 🖕🏽😂🖕🏽 URL,OFF,1
1649,4699,31180,@USER MAGA white people,OFF,1
1652,3954,45356,@USER @USER @USER @USER Do the trade,NOT,1
1653,4352,74795,A mood. URL,NOT,1
1655,294,62541,@USER @USER any she is stunning,NOT,1
1656,12968,20131,@USER @USER @USER @USER Your side has AntiFa. You into them? Like violence?,NOT,1
1659,4509,96119,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Well hello there,NOT,1
1661,8518,99132,@USER @USER Keep up the good work Jurky---you will have CA broke by the time you leave-just about there today.....yes I sold my property in Rancho Mirage ----limited hurt.....,NOT,1
1667,2058,89092,@USER You are doing copy paste of the tweets of south park twitter... There are something weird on here 🤔🤔🤔,NOT,1
1668,4214,11794,@USER @USER @USER @USER He is the type of person who believes what is trending on twitter is collective reality.,NOT,1
1670,10136,59882,@USER @USER Omfg 😂😂😂😂😂  You are so right 😂,NOT,1
1672,10312,74243,#SesameStreet  Does this mean we can expect to see outraged conservatives burning their children's toys in protest? And what about Big Bird and Snuffy??? I always thought there was a little something going on there...,NOT,1
1674,3506,23648,@USER @USER She is from IL and say’s she knows predators?  Anyone else coming to mind?  Buehler.....That’s called transference and is typical and expected.,NOT,1
1675,3982,62968,@USER @USER Who cares.,NOT,1
1679,443,74595,@USER @USER She is xx,NOT,1
1680,3405,86132,Rendell: #AndrewGillum ‘Probably a Little #Too #Progressive for #Florida’ URL #Trump #MAGA,NOT,1
1681,7440,88679,@USER @USER @USER —jameis winston— he is no longer in college whereas Jimbo Fisher and his school protected this sexual predator...he needs to sit in prison...he is getting off easy because she didn’t filed sex charges against him...,NOT,1
1684,12769,86171,@USER @USER @USER Nobody does racism like the @USER 😮,NOT,1
1685,12271,60581,@USER @USER Aweeee happy bday e-panda ♥️♥️ you are an amazing drummer (maybe better than B ;);)) have a great one :)))),NOT,1
1689,7466,61302,@USER @USER Sir now to Russia....Putin is broke and a little bit crazy...The paltry 1.7 Trillion GDP might cause desperate actions from his dying regime. Denuclearization in exchange for oil patch tech. Thats all they have.. Sir..MAGA,OFF,1
1690,3985,10023,@USER Cant wait for 2020!!..@USER URL,NOT,1
1693,1193,97781,@USER @USER Glad to follow Don. Great that he is Trump supporter.,NOT,1
1696,12847,98423,@USER @USER Then why is it always recommending he watch conservatives?,NOT,1
1701,8616,74118,@USER @USER @USER Jehovah and Yahweh is most immoral! Seriously he is one big lying contradiction!,OFF,1
1704,7049,20646,@USER @USER Strong character?...strong character? Anybody as bitter as she is for being a sore loser has no character!,OFF,1
1709,12738,44327,@USER @USER @USER Liberals can’t stand all the WINNIG!!  😂. URL,NOT,1
1710,11094,49887,@USER @USER @USER @USER Red roses swarm.   Conservatives pounce.   We need our own verb.,OFF,1
1711,10197,30787,@USER @USER interesting. Now do you and your state of Illinois. 🤡,NOT,1
1712,12366,13005,@USER Coming from a person from Chicago...kook!,NOT,1
1715,8309,45781,Sean Penn: #MeToo Movement Seeks to ‘Divide Men and Women’ URL &lt;— Gotta say… I stand w/ Jeff Spicoli on this one. URL  #MAGA #WWG1WGA #ConfirmKavanaugh,OFF,1
1720,1081,34017,@USER Destroying me???? Excuse me I beat you all the time why you bullshitting that?? Also I love you more 😤,OFF,1
1722,4990,48639,@USER now we know tesco's stance on gun control,NOT,1
1724,5173,85051,@USER @USER @USER The most ironic thing is. The dems hasten their own demise while empowering their executioners.   Do they think once this monster is unleashed that it will not turn on them first?  #MAGA #WWG1WGA Written by Antifa terrorists 👇👇👇👇👇👇👇👇👇👇👇👇 URL,OFF,1
1725,988,83724,@USER @USER So only people that own firearms are allowed to comment on the Gun Control Debate??!! 😁,NOT,1
1726,8576,50994,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Following all Patriots 🇺🇸 #MAGA,NOT,1
1728,3223,12748,.@USER .@USER .@USER .@USER #HypocrisyMuch? .@USER .@USER .@USER that's why you are an enemy to the people #FakeNews go against political opponents and hide crimes from #Liberals #BigStuff! URL,OFF,1
1729,10214,76654,@USER i love you u beautiful bitch rAWR,OFF,1
1736,12036,43439,@USER @USER @USER She is really talking nonsense.. can she talk like this for Bible and Quran?,OFF,1
1737,6263,27248,#WomenShouldRuleTheWorld that is all. URL via @USER,NOT,1
1739,1760,55113,@USER @USER @USER We could help if you are London based 😊,NOT,1
1744,8553,11369,@USER @USER @USER @USER Democrat=Antifa. Same bunch.,NOT,1
1750,533,59463,@USER @USER Yup hahaha she is cute,NOT,1
1753,11917,31850,@USER @USER well done so many people will benefit from medical research hope it all works out matt #maga,NOT,1
1754,89,93119,WTC This is a threat!!! ..@USER #Maga #QAnon #WakeUpAmerica URL,OFF,1
1756,1700,12406,@USER @USER @USER @USER She is getting death threats. URL,NOT,1
1758,11154,31511,#boom @USER maybe that book deal isnt such a good idea? #FISADeclassification #maga #QAnon #TrustSessions wow the corruption runs deep.  URL,NOT,1
1760,3441,43631,@USER because im a broke ass bitxh :(((( and LOL EVEB BETTER she runs in her sleep so like while she’s lying down she just rUNS like feet going usain bolt xD and i get kicked a lot 🤙🏻,OFF,1
1761,505,21223,@USER YESSSSSHHHHH who else call you shitgull if it were not me or ryme 😚,OFF,1
1766,10879,15732,@USER @USER @USER @USER @USER @USER She is being realistic tho URL,NOT,1
1767,3867,53774,@USER do u have yuzusft face mod? i want it but i cant dl :o,NOT,1
1769,2525,87399,@USER @USER Liberals will melt 😂 😂 😂,OFF,1
1770,5250,17716,@USER @USER @USER I hope you didn’t just invite Antifa. Good luck &amp; be safe.,NOT,1
1771,5484,65836,@USER He needs euthanasia,NOT,1
1772,1134,62953,@USER @USER Many arrests have taken place. Socialist media not covering of course. The coming arrests will  make socialists heads explode. WWG1WGA! MAGA! DRAIN THE SWAMP! BUILD THE WALL!,OFF,1
1776,7124,32345,@USER I hope he is safe,NOT,1
1778,12890,62372,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Liberals know the truth. Here is an example. Obama's numbers from his presidency. URL,NOT,1
1781,238,86477,@USER @USER @USER @USER @USER @USER @USER @USER @USER It does work. If you want to control a population.  Australian gun control had no effect on homicides.,OFF,1
1782,5996,21072,@USER @USER @USER ... those are conservative values? Last time I checked those were more descriptive of liberals than conservatives,NOT,1
1784,9630,74836,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I follow all these MAGA Patriots 🇺🇸❤️got a few new ones ❤️🇺🇸 URL,NOT,1
1786,3004,16988,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He's not wrong!,NOT,1
1793,4798,62638,/my heart is aches when i search kyla pristin. She is happy now why haters wont let her be ㅜㅡㅜ,NOT,1
1794,8066,46201,@USER Yes Melania is wearing her I DON'T GIVE A S___T JACKET AND DONALD CHUMP IS WEARING HIS GO F___K YOURSELF JACKET JUST LIKE ALWAYS. HE SAID THAT GOD TRUMP IS IN DA HOUSE AND HE IS ABOVE THE LAW. We did a marvelous job in PR many went without electricity for 6 months but it's cool.,NOT,1
1795,3942,26773,@USER He can suck it.,OFF,1
1797,9429,95521,The Dog is on the hunt! #MAGA   URL,NOT,1
1800,3332,48596,@USER @USER May be the cameramen is a Trump supporter. @USER Have you checked if he is standing on a rock or so? LMAO 😂 #FakeNewsCNN,NOT,1
1802,6118,51093,@USER Abi? You are right,NOT,1
1803,1693,31404,@USER That shit weird! Lol,OFF,1
1806,749,22946,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Little known fact Balaam raced donkeys and gambled on races. One day his fastest ass was winning the Jerusalem sweepstakes. And right before the finish the ass lost control running over a Samaritan and two Africans . Local antifa saw the whole thing and blamed the fastest ass!,OFF,1
1809,774,80360,@USER @USER Yes sir!,NOT,1
1822,10981,78748,@USER Dufus of the year would be more like it...!!!,NOT,1
1824,2581,19165,@USER And I’ll argue all fucking day long because IM  💯  % RIGHT!!!!,OFF,1
1829,5210,67963,@USER @USER @USER He is awful. And so smug.,OFF,1
1830,9615,38552,@USER @USER Maybe he thinks he is.,NOT,1
1831,2966,77860,@USER Hint Call 1 800THEWHITEHOUSE,NOT,1
1833,2553,40286,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I’m an Antifa Angel who has come to set the Dregs and Deplorables Free. Free from caring what losers think about you. URL,NOT,1
1835,3367,75715,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Sadly you are not wrong,NOT,1
1838,8117,94841,@USER @USER @USER @USER @USER @USER @USER @USER @USER What if you wanting gun control offended me? Should you be fined?,NOT,1
1840,2469,66885,@USER Brilliant idea! if only conservatives ran Netflix...,NOT,1
1841,9185,10317,@USER God is good to us 🙏👍,NOT,1
1842,5900,55108,@USER @USER He is too decent a man for this day and age.,NOT,1
1843,4459,93512,@USER @USER @USER @USER Because he knows for a fact gun control works and it's proven to work and can't find anyother reinforcement for his argument other than those yee haw laws,NOT,1
1845,11041,78274,@USER Doesn't surprise me. Texans hate Liberals w/ Soros backing.,OFF,1
1846,5784,18852,@USER CHAD SHE IS A COMMIE SPAR US!!!!!,NOT,1
1849,12957,29798,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER That nutbar hasn’t blocked you Todd? She blocked me and gave no clue who she is,NOT,1
1850,3938,18460,@USER @USER @USER @USER @USER @USER @USER @USER Fair point - let me restate: (many) liberals *tend* towards using evidence of prejudice and discrimination as a justification for treating distinction between citizens and migrants as arbitrary.,NOT,1
1852,2392,16770,@USER @USER @USER @USER its fake? its from 2 different maps guys,NOT,1
1856,8643,51029,@USER what about all the refugees that destroy the country ( radical Islamic )!! You will get out them to their countries? #cleaningcanada #canadaelection2019 #canada #Conservatives,OFF,1
1857,13194,84413,@USER @USER #MohammadHassanKhalid is a #traitor to the #USA &amp; to his fellow #Islamists He is unlikely to enjoy a long happy healthy life based on very poor decision making skills &amp; values,NOT,1
1858,10248,65600,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Jimbo didn’t want to play 😂😂😂 URL,NOT,1
1860,11308,74193,@USER She is discussing!,NOT,1
1861,8280,58897,@USER Yaaass thanks❤️,NOT,1
1862,2594,90351,@USER As Catholics RUN from Parrishes,NOT,1
1863,5059,90011,@USER Bro...he is cray mehn,NOT,1
1864,2590,26239,@USER @USER Thank you sm!,NOT,1
1867,5441,71447,@USER @USER @USER @USER @USER @USER Deserved better,NOT,1
1869,12660,89064,@USER No wonder antifa wunderkind @USER wanted to work with you.,NOT,1
1871,5551,79385,@USER So is it time for each of us to tell about wild times we had in high school and college???  Liberals are such jackasses.  Let he who is perfect cast the first stone....will never be a liberal,NOT,1
1872,12019,55471,"@USER @USER @USER @USER Michael, I really liked that movie, The Patriot"", with Mel Gibson. MAGA !""",NOT,1
1875,4279,68667,#parklandkids misappropriated the phrase #neveragain in order to do exactly the opposite of what it originally stood for.  URL,NOT,1
1876,8170,27622,Ahh my ears hurt from listening in the earphones..still his voice was sexy,NOT,1
1877,5737,50428,@USER @USER @USER Unbelievable!,NOT,1
1881,9606,31837,@USER @USER @USER @USER @USER @USER You'll be lucky. He'll be hiding from his constituents in Hull or some other lesser known part of Rossendale and Darwen.,NOT,1
1882,2744,20415,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You are too modest 😜,NOT,1
1883,12923,11515,#DontMessAroundWith conservatives. Dismiss them with prejudice.,NOT,1
1884,5514,53241,@USER @USER Oh dearGod!  You're a Veteran for gun control.,NOT,1
1885,12429,47815,#DownwiththeDemocrats!!! #DemocratsHateAmerica #DemocratsAreDangerous #VoteDemsOut #VoteRedToSaveAmerica from the Loco Liberals &amp; TDS  Let All True #Conservatives &amp; ALL who chose to #WalkAway prove that #LiberalismIsAMentalDisorder and needs to squashed like a Bug!!! #VoteRed2018 URL,OFF,1
1887,4625,61934,@USER He looted our money and now he is repaying our debts,NOT,1
1890,9992,36082,@USER @USER @USER @USER @USER Always has been a Tory !,NOT,1
1891,9585,51687,@USER Still better than Spanish it's so fucking boring and the teacher grades us based on how sexually active we are 😒,OFF,1
1892,5131,89343,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Just be careful because I got a suspension for using a meme that said gaf once!   Mirror ....,NOT,1
1893,13152,77404,@USER @USER @USER Please follow Yoda Liberals,NOT,1
1897,6861,49166,@USER Thank you President Trump! MAGA! 🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️🇺🇸❤️,NOT,1
1907,408,85409,.@USER As my elected MP could you please explain why @USER is still promoting ideas that the EU have already rejected? We've 6 months to go and nothing appears to be moving onward. @USER are like the blind leading the blind #brexitshambles #BrexitMeansBrexit URL,OFF,1
1908,10294,37038,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Of course Anthony,NOT,1
1909,6339,67985,@USER I already knew that ! LMAO 😂 SO stay with us deplorable bigots!! We’re getting ready to fight for our COUNTRY! #WWG1WGA,OFF,1
1913,883,73118,@USER @USER @USER @USER @USER I did not admit anything! Read my Tweet again please! English is my 3rd language but I am rather good at it! Antifa are the Nazis! They can name them self the Messiah they would still be thugs fighting against freedom and free speach! BTW free speach is not hate speach. Man up!,OFF,1
1914,9527,50153,@USER Antifa is the modern day KKK. Funded by the Demarat party..,NOT,1
1916,9756,24209,@USER @USER That is funny...thats exactly how I describe him. #NotMyPope,NOT,1
1918,13123,94883,@USER We need to stop expecting liberals to act reasonably...they murder babies...they are completely unhinged! So long as the crazies keep voting for the crazy party...you will get crazy. TDS is real!!!,NOT,1
1925,5653,16145,@USER Don't be so hard on yourself...The great people in your life love you for who you are why give them that displeasure to please suckers who will never like you no matter if you're a chick with ten thousand disguses...,NOT,1
