,Unnamed: 0,id,tweet,offense,codemixed
5067,5067,1.5805422417386575e+18,"@MASK @MASK @MASK @MASK But Belive me Hindumic terrorist organisations are oldest terrorist organisation in the world ... 4300 years ago Ariya pagans hindu commited mass genocide against indigenous Dalits and adivasi people to occupied India Islamic terrorism is only 50 years old but VHP, RSS is oldest ",1,0
7376,7376,1.5859072113557012e+18,"@MASK @MASK Good news, Ocado is arranging emergency M&S food drops.",0,0
348,348,1.5820196068262295e+18,"@MASK Inflation is a world wide problem not just a U.S. problem FFS. GQP the party of liars, hypocrites, traitors, fascists, insurrectionists, seditionists and obstructionists ",1,0
7019,7019,1.546503369652441e+18,@MASK SC is the main culprit along with the govt in keeping undertrials in prison,1,0
2165,2165,1.5986377313701435e+18,Tl says indian armys are unbathed in sync because same,0,0
1037,1037,1.57550006705809e+18,Supreme Court today gave a order where wife can do abortion if she said that the sex done with his husband was marital rape .  So what is marriage for ? Is it just to pay alimony to wife after divorce ?  Who are making such laws🤡 did men have no rights ? #maritalrape,0,0
9384,9384,1.5800882532184228e+18,Chidambaram: These are the two objectives as far as I know...   Court: What about black money and terror funding?   #SupremeCourt #Demonetisation,0,1
9777,9777,1.578209322743386e+18,"@MASK @MASK @MASK Sikander, all this happens when you don't look at the road and drive fast. #Demonetisation #GST are some examples ",0,0
4451,4451,1.580858243362218e+18,@MASK Don’t go much far else you will have to pack the bag for Pakistan if we go dur talak or do ghar wapasi after you will come to know your ancestors.,1,1
5707,5707,1.580965553958662e+18,four years ago  the evidence against GN Saibaba wasn’t enough to hang a dog on - but how the UAPA allows the State to ruin lives nonetheless:,0,0
8235,8235,1.5850743398543114e+18,"@MASK @MASK सुअर की औलाद सादाब दलित भी हिंदू होता है उन्हे मुसलमान के साथ मत जोड़, ये कांग्रेस वाला हत्यार मत चला (हिंदू, मुस्लिम और दलित) @MASK",1,1
7027,7027,1.5456153679212298e+18,@MASK Aren't they aware of undertrials shut up in jail for years. Loosen up and mingle with the common man. You will then be entitled to public sympathy.,0,0
6177,6177,1.5858183627851694e+18,@MASK @MASK @MASK What about tennis ball cricketers at Jawahar Nagar whose destiny would have been different had there been IPL in the 90s😀,0,1
7306,7306,1.585910833954988e+18,@MASK You have endangered American lives and security by depleting the emergency reserves. Unbelievable! Yet you act as though it’s ok. Irresponsible and pathetic!,0,0
1553,1553,1.5806341817295462e+18,"@MASK @MASK 3/n)Sanghvi has exposed his agenda n a mediocre way to do that,once again.Modern India was not founded on pseudo secularism  ShekharGupta's tweet about Sanghvi's article is only a case of u scratch my back n I scratch yours.With such ppl around,the cleansing process must continue ",1,1
8046,8046,1.5858729504773363e+18,@MASK @MASK Vadra Congress should be the last to speak about Kashmir and China. Nehru blundered on these two and India continues to suffer. BJP removed 370 in J & K and gave Chinese a bloody nose in Galwan .,1,0
4534,4534,1.5787068562177477e+18,4 ) Set large no. of ghar wapasi camps which runs 365d /year... 5 )  These can't be achieved without active participation of wealthy class peoples of hindu sect.. 6 ) everyone need to particate ..there won't be any pushyamitra shunga coming to rescue this time ..,1,1
4131,4131,1.5832128295572849e+18,@MASK Is hijab better or being sold slaves after #NATO destroys ur country #Libya or #US protects thousands of #Terrorists & steals ur oil #Syria or ruins an entire generation #Iraq or allows its ally to starve & commit genocide #Yemen  How many examples needed?,0,0
2618,2618,1.5713853486803023e+18,"@MASK Fertilizers are expensive, slash the price by half and remove the current middle men, slash price of cement by half too and see development and an end to open defecation ",0,0
9003,9003,1.5805519386088366e+18,Several petitions filed in Supreme Court  what was the need of DEMONETISATION  which destroyed momentum of Indian Economy.  Conspiracy theories surfacing.,0,0
5182,5182,1.5835931049546424e+18,"@MASK Obama was worse because he was much better at deception, but he was just as evil. It’s what happens when brain-dead Americans elect a racist American-hating Marxist to the White House simply because he is black. America is getting what it deserves, unfortunately. ",1,0
7582,7582,1.5858504708198523e+18,@MASK हिटलर ?,1,1
2982,2982,1.5834167273540813e+18,"Just defeat Russia so we can go back to our regular business of sinking boats w migrants on air and starving out nations w sanctions all over the world. If Russia will be sanctioned out of existence forever like Iran nothing bad will come out of that, we sure. ",1,0
5365,5365,1.5835763761786634e+18,"@MASK So, it isn't achievable.  A complete defeat of a nuclear power is impossible. ",0,0
720,720,1.5820040172316303e+18,"@MASK Someone without empathy is also probably going to become a killer v easily. If you have turned your emotions off & you are preying upon weak humans, sooner or later you will Rape them or kill them! ",0,0
3208,3208,1.5835706243664115e+18,like. aha. ahaha. hm. rawr.,0,0
5285,5285,1.5835829141259264e+18,@MASK you can pry her from my dead hands,0,0
2586,2586,1.5724837081748685e+18,@MASK @MASK Huge applause 👏👏👏. By allotting house you guys prevented open defecation practices too👏,0,0
1057,1057,1.575452615324082e+18,@MASK @MASK @MASK How hard is it to cover Marital Rape under the existing DV Act provisions?  A fresh Act will only lead to destabilisation of the institution of marriage.,0,0
9531,9531,1.5799312652599337e+18,@MASK i love clicking on a video with an interesting topic only to realise i have accidentally stumbled across a commentary channel with a guy who will just show poorly edited clips of whatever happened to avoid demonetisation and go “uhhh that just happened”,0,0
2301,2301,1.5820669476883988e+18,"@MASK @MASK @MASK I am simplyfying, but essentially the pro-KYLR side is saying that people should have the final say on how to react to their abuser, up to and including murder. The anti-KYLR side thinks that this is a bit of a slippery slope that can lead to the lynching of innocent people ",0,0
9839,9839,1.5775427609238118e+18,@MASK And demonetisation was supposed to have cleaned up all the black money in the system!,0,0
6342,6342,1.5858447376844268e+18,@MASK @MASK @MASK @MASK @MASK   Equal pay men n women IPL women done  Now can we have Men vs Women cricket in T20. May be this will help women crcketrs be more competitive in women's cricket else can we mix women and mens cricket and play matches,0,0
8784,8784,1.5594742505450086e+18,"@MASK @MASK @MASK Everything and everybody has an end may it it be Gandhi, neharu, Savarkar , Golwalkar or modi or anybody . The only thing that is certain for modi is that he has to go because it's a dead end there. New age politics has begun.",0,1
9065,9065,1.5804220066586993e+18,#SupremeCourt -examine validity of 2016 note ban and how it was done  #Demonetisation,0,0
9171,9171,1.5802200063608463e+18,"It's a serious issue subjudice before the Hon'ble SC concerning  demonetisation for ordering ban on the ₹500, ₹1000- notes overnight by the PM, is illegal &  arbitrary.for the demonetisation can be done only by RBI itself & no one else. It therefore also reeks of foul intent. ",0,0
6295,6295,1.5858558765604536e+18,"@MASK @MASK Maybe you should watch again ""IPL"". He is a loser who can only score against weak opponents or in IPL and then strike his fuddu pose.",1,0
2541,2541,1.5747832024298496e+18,@MASK @MASK Aaj kal nahi. Open defecation free Bharat.,0,1
5485,5485,1.3644318229568635e+18,#KisanKaSammanPMKisan Pradhanmantri have taken the right decision for the farmers. By this Bill a farmer can develop his business. So I fully support the Farmer's Bill.,0,1
4505,4505,1.5796833297122263e+18,@MASK @MASK Welcome Badhai ho.. Ghar wapasi ho gayi.. subah ka bhula shaam ko ghar aa jaye to use bhula nahin kahte hai? Kuch to baat huyi hogi jisse ki aapne @MASK ko chor diya. @MASK,1,1
8573,8573,1.5583452667883725e+18,"@MASK @MASK Except for the change in capital, this is exactly what Darpok Savarkar and Guru ka Ghanta Golwalkar propounded almost a 100 years ago.",1,1
9726,9726,1.5787132111545508e+18,@MASK My channel has been demonetisation without notice. No email to show why my videos are nolonger monetising. The creator studio shows iam still part of the partner program but my videos don't have monetization options @MASK @MASK,0,0
7296,7296,1.5859111696213235e+18,"Unfortunately, I had forgotten my limits and it landed me in the emergency room. I've been out pretty much daily and completely disregarded my mental health.  Something had come up that caught me off-guard and  pushed me over the edge, I had a psychotic break afterwards.",0,0
8171,8171,1.58515248014046e+18,@MASK Also Bhagat singh Sukhdev  Rajgur Subhash Chandra Bose Rani Laxmi bai Mangal paney and many more,0,1
7230,7230,1.585928236491481e+18,@MASK There is no climate emergency,0,0
7811,7811,1.5851118460505006e+18,@MASK Budia ho gayi lekin hate & anger nhi chhora Sanatan Dharam ki virudh ?  Aisa gyaan Eid par bhi diya ja sakta h ki croro ki tadaad mei jaanwaro ki nirmam hatya se parkriti aur manavta ka kya bhala ho raha h ?  But your mind is filled with dirt & hate against Hinduism. Not done,1,1
5311,5311,1.5835813952510075e+18,@MASK @MASK @MASK So easy to pick up the Marxist sayings they are inflicting upon us.,0,0
8762,8762,1.560357674553729e+18,@MASK Golwalkar ki ye thodi na  teachings thi ki ha kisi rape karke usko mala phnao. kahan aise log nhi hain bilkul extreme ja ke pura galat kaam kr baithte hain.for ex.Bhagat singh ne saunders pe goli chalayi iska mtlb ye thodi na unke sare followers wahi teaching  exactly follow kare,0,1
1352,1352,1.568892554044936e+18,@MASK Ha ha lol don't pretend as if men are supporting MaritalRape. It is a myth. Every men is against these gender biased laws. If you are fighting for equality then fight for gender equality laws. #BoycottMarriage #MarriageStrike,0,1
898,898,1.5817120722658468e+18,Is marital rape real? Yes. Do some women use this to destroy the lives of innocent men? Yes.,0,0
7580,7580,1.585850657424101e+18,"@MASK @MASK Of course evangelical Christians don’t like modi, they’d prefer someone Christian like Rahul Gandhi",1,1
2042,2042,1.598689309150044e+18,"@MASK @MASK @MASK @MASK He manipulated facts in order to malign the Army indian culture,hindus and to promote directionless left ideology. He alwz twistd the terrorist acts but nvr mised a chance to malign our nation. While talking on social issues, he was good but on poloitical issues, he was worst. ",0,0
3528,3528,1.5836897968784998e+18,"@MASK @MASK @MASK @MASK I am aware of my social privilege. Generations of educated parents, who owned land, were always upwardly mobile due to social capital of extended educated family, first to reach foreign shores.  You need to ask yourself some basic questions about why you lack empathy. ",0,0
7282,7282,1.5859119854089052e+18,@MASK But travel time to emergency departments have been shaved by 4 1/2 minutes due to brand new shiny bridges over what were once railway lines. Thanks Daniel,0,0
4684,4684,1.57715664839288e+18,"@MASK @MASK Have balls to write about love jihad, terror links associated with pfi,illegal encroachments by waqf board, stone pelting on hindu festivals ",1,0
1407,1407,1.568871161987215e+18,"“Opportunity is missed by most people because it is dressed in overalls and looks like work.”  #PushpaTheRule, #AlluArjun𓃵 #MaritalRape #BoycottMarriage, #MarriageStrike #UFC279 #ReleaseRizwan ",0,1
540,540,1.5819995280977467e+18,@MASK 30% inflation  Taliban took Afghanistan with $7b weapons 200% gas inflation while he begs saudi to produce what he wont let America produce.  Saudi laugh in his face. Putin laughs in his face and starts war we would never have under trump.  Vaccinates people against hurricanes,0,0
7852,7852,1.584965750288429e+18,@MASK Tumari bhi suzi h,1,1
7870,7870,1.5849477736692695e+18,@MASK @MASK Godse stopped Gandhi gifting the whole north India to Muslims,0,1
5099,5099,1.580237533098967e+18,@MASK @MASK @MASK From where we will get coal and other minerals.   The land is of govt. Thousands of adivasi will get direct employment and that those soo called advasi organization didn't want,0,1
2242,2242,1.5821230480982016e+18,@MASK @MASK Also the lynching thing's reaching lol,0,1
1772,1772,1.5457466134901228e+18,"@MASK My mind is You can't blame the rain, we have countries built under water. That most part of Lagos is flooded means poor urban & drainage planning from the govt, improper  waste disposal from citizens & poor waste management from govt leads to the present avoidable flood Thank you ",0,0
6500,6500,1.5857125993749094e+18,"@MASK If you see IPL regularly, Krunal Pandya also bowls such ball sometimes",0,1
5144,5144,1.583596748127101e+18,"@MASK Marxist Democrats are all tryhards at making a fucking joke out of our legal system.  That judge got schooled by North Korean puppet trials, and the state of Connecticut has 🤡s for civil servants.  This isn’t how it’s meant to work AND they know it!!! ",0,0
4337,4337,1.5401886784330588e+18,@MASK 1) Good one.. Atleast they have option for triple talaq. Not like in hindus family..Where wife files fake dowry cases. And mentally torture husband. Court gives only dates. Advocate suck you like leech.,1,0
3908,3908,1.5837345464699003e+18,@MASK You are not a muslim you are a khabees 😂😂😂,1,1
889,889,1.5817540860424806e+18,@MASK Marital rape is good for mens  Once this law introduce misuse has added on sky level. So marriage system will scrap down .No marriage system No alimony No harrassment.,0,0
293,293,1.5820198804626555e+18,"@MASK You are blaming all this on Biden???? Inflation started to really climb in June '20. Joe wasn't in office. Republicans voted for Corporate price gouging, the baby formula crisis, higher gas prices, higher drug prices. Stop projecting Republican guilt on Biden!!! ",0,0
9340,9340,1.580094714639831e+18,"Chidambaram: ATMs were not calibrated to receive or dispense 2000 rupee notes. Recalibration took months...Given the capacity of the press, there was apart from the legal limit of exchange, there was a practical limit of exchange.  #Demonetisation #SupremeCourtofIndia ",0,1
8551,8551,1.55865901534054e+18,@MASK tho ms golwalkar aur hegdewar kaha tha apne gharo ma dar ka iya,1,1
6106,6106,1.5858474531774833e+18,"@MASK @MASK @MASK It should be based on revenue generated, what's the motivation to improve otherwise.",0,0
429,429,1.5820002421990031e+18,"This country is in big trouble if we don't get this inflation under control and raise wages. When people working 2-3 jobs in a multi-income household can't afford to keep a roof over their head or feed their families, the riots will start.   I hope I'm wrong. But I doubt it. ",0,0
2680,2680,1.5754489320956518e+18,@MASK @MASK @MASK @MASK @MASK why is the map of India not shown properly??,0,0
5032,5032,1.5807248650864108e+18,Speak loudly ✊  #GGTU_से_वैदिक_कोर्स_हटाओ #मेव_जनजाति_आरक्षण_दो,0,1
3265,3265,1.5835476831341486e+18,"@MASK @MASK @MASK @MASK @MASK “The editors also point out that although the risk for myocarditis after COVID-19 immunization is real, this low risk must be considered in the context of the overall benefit of the vaccine.” ",0,0
5219,5219,1.5835898199799644e+18,"If you subtract positive people to supernatural politicians, you get a Marxist coset ",0,0
8255,8255,1.585004324979343e+18,@MASK अति सुन्दर,0,1
5941,5941,1.58585866339405e+18,BCCI Announced Equal Fees Will Be Paid To Both Men's Team And Women's Team As Of Now.  #CurrentAffairs,0,1
128,128,1.5812689684335163e+18,"@MASK Imagine, just imagine the Ex FM of a nation is mocking his own motherland. Now we can understand why he went mad after demonetisation.. Listen, my motherland is greatest of all the nations, the Tihar Returned  scamstets won't understand it.. Janani janmabhumish swargadpi gariyasi ",1,1
6688,6688,1.585678443504509e+18,Are bhai mathew hayden bol rha tha ki indians ipl mein 150 pace nhi khelte isliye haare.khel to li 150 pace.par pak to bounce bhi nhi khel pai.uae toss merchants.,1,1
4291,4291,1.5831837874620375e+18,"My whole life my dad didn't say what would Allah think, he said what would the people think? And so I grew up with so much shame and lack of love for spiritual acts like hijab which I wanted to do purely out of love for Allah but was taught my whole life I should do for people. ",1,0
3536,3536,1.583688028064985e+18,@MASK Wow this is more fake than the crowd funding campaign,0,0
1305,1305,1.5689271228232008e+18,"Anuradha claimed that when Jyoti was with her then only Ishu called Jyoti on her mobile. Seeing this Anuradha gt angry and killed Jyoti. After killing Jyoti she went out with her mobile, Scooty and Rope and dumped them in different areas of the city #BoycottMarriage #MaritalRape ",0,1
5503,5503,1.363050667992961e+18,It is Rahul Gandhi and Prayanka vadra of INC who are always at the forefront with the Farmer's who are fighting against the Decronian Farmer's bill of Ambani and Adani Prime minister Narinder MODi should-repeal the bill's.@ashokkmrsingh @MASK @MASK @MASK,0,1
7389,7389,1.585906434893652e+18,"@MASK No, good for him. Not everyone believes your ""climate emergency"" tax grab.",0,0
517,517,1.581999662256378e+18,"Hello Voters the inflation, crime drugs schools problems are 100% all Democrats in office ! ",1,0
5263,5263,1.58358493903061e+18,@MASK Yeah bro he's sure great if you love social fascism and japanese internment camps 😴,1,0
654,654,1.5820056035303383e+18,"@MASK @MASK @MASK You are part of a cult. I repeat, a cult. HIs policies were dangerous and thank God he is gone. He is deranged and dangerous. Thank God for law and order, because he will be indicted on at least twice and soon. Plus he's being deposed this week in his rape case. He's going down!! ",1,0
5657,5657,1.5811537624374026e+18,"@MASK Since you asked to ‘break the shackles of colonialism’, the sedition codes (NSA/UAPA etc) are the colonial weapons to crackdown on those who raise voice against crimes of the colonial regime. ",1,0
8636,8636,1.566844103089918e+18,@MASK @MASK @MASK Accha desh ka partitions kiya muslim league ne jis ko support kiya sama parsad Mukherjee ne jo two nation theory ke supporter tha golwalkar or hadgowar kya kiya wo bhi bata da,0,1
444,444,1.5820001623642644e+18,@MASK UK only gets its power back if closes 8% of GDP trade deficit. Until then reliant on international investors to finance it. These are huge amounts that need to be financed.Trouble is we have 10% inflation and therefore have to up our interest rates to offer a real rate of return.,0,0
6918,6918,1.5500020193390633e+18,"An arrested person is denied bail only if he being outside will lead to destruction of evidence. If not, he should be let out on bail till the trial is over, as there is no reason to keep him as an undertrial. (God only knows Indian jails are full of undertrials) 8/n",0,0
467,467,1.5820000399492628e+18,Central banks ‘are needing to play catch-up’ to tackle surging inflation,0,0
6141,6141,1.5858452091116175e+18,@MASK @MASK @MASK 👍👏 Equality is very important.,0,0
343,343,1.582019646525362e+18,How is it possible that USA people are voting GOP do you not realize inflation is a world problem due to Covid. All countries are suffering I am so disgusted by my fellow Americans stop being so ignorant,0,0
6561,6561,1.5856983745059717e+18,@MASK Leave the price . Good luck if you can manage to get a ticket for India international games in India or the IPL . One should be highly influential to get one ..,0,0
5522,5522,1.362010368881533e+18,Only prime minister of India is requested to kindly-repeal the decronian Anti farmer's bill and please insure that no brute force is applied against the Protesting Farmer's..@Goldskuul @MASK @MASK @MASK @MASK @MASK @MASK @MASK,0,1
5073,5073,1.580481282852946e+18,Tweet No 5  #15अक्टूबर_चलो_नागपुर #15अक्टूबर_चलो_नागपुर #15अक्टूबर_चलो_नागपुर  @MASK @MASK  @MASK  @MASK @MASK @MASK @MASK  @MASK  @MASK  @MASK  @MASK  @MASK  @MASK,0,1
7680,7680,1.5858426636682117e+18,@MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK Buddhu raam..  Gandhi ji ko rashtriya pita ki upadhi  khud hmare Subhash Chandra Bose ne hi di thi..  Ar aaj k muddo pr kb bolenge ap?,1,1
7770,7770,1.5851697962070876e+18,@MASK @MASK @MASK Godse ne gandhi ko mara tha iske liye use saja mil gy jo ki sahi v h  Ab tere kahne ke anusar rss v hatyara h gandhi ka  ?kyunki godse rss se juda tha  Or bjp ki 10 crore member v hatyari h  gandhi ki kyunki bjp or rss ke vichar milte julte h ??  Gandhi ji ko all indians mante h,1,1
2304,2304,1.5820643823136522e+18,i don’t know why i turned this lynching documentary on cus i’m already pissed off and it ain’t even been 5 minutes yet,0,0
4551,4551,1.5783947697172849e+18,@MASK Iski ghar wapasi Kab hai 😂,1,1
4163,4163,1.583207054457852e+18,@MASK Where is the disgust? They’re marking her birthday and celebrating hijab day in a peaceful manner? I think you have taste issues.,0,1
8942,8942,1.5807812101748613e+18,@MASK @MASK Just because of his demonetisation  micro industies which were leading employment generator has got it's spine broken. Government revenue collection has increased and with that rev what govt is doing? - distributing revdi to the corporate friends!,1,0
8935,8935,1.580805309375066e+18,@MASK @MASK @MASK Without any cabinet consultation or act they introduce ill thought demonetisation and whole country has to suffer. Supreme Court is still investigating the validity of that demonetisation order.  There is a big list of misuse of power from Modi and Shah so don’t talk about it.,0,0
9841,9841,1.577535762685272e+18,@MASK Abe chutiye ho kya be mtlb kuch bhi bhaii demonetisation hua tha money laundering and fake currencies krne wale decriminalise nhi hue. Abe govt ko bakvaas cheeso pe counter Mt kr.,1,1
9739,9739,1.578598231113896e+18,@MASK Frankly speaking nothing is safe nowadays .A person who  suddenly announces demonetisation can do anything!,0,0
5554,5554,1.3597552229359985e+18,@MASK It appears that he didn't know about the farmer's Bill That's why he left the parliament,0,1
5729,5729,1.5809259974443663e+18,"@MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK He wasn't acquitted because there was no evidence.  Court said in 2014 when charge sheet was filed against other accused in the case, there was no sanction to prosecute Saibaba under UAPA.  The court said the sanctions were null and void in the absence of a valid sanction. ",0,0
3073,3073,1.5835770571029217e+18,@MASK ❤️️you @MASK You're the only shirts I've bought and worn since lockdown almost 3 years ago ^_^ time to grab the new goodies.,0,1
1677,1677,1.546742561569661e+18,@MASK There's a difference between Urban flooding and normal floods. Urban flooding can be controlled with better management while normal floods can only be controlled to some extent through dams.,0,0
4538,4538,1.5786446104939725e+18,"@MASK Kashtriyas have Ram also and Krishna also, we are happy for Buddha too  You should target Bhumihars who who had become Budhist earlier and then came back again to Hindu religion under category of Brahmins  Giriraj Singh will help in this regard  Thats Ghar wapasi  🤣🤣🤣 ",1,1
4213,4213,1.5831970850582323e+18,@MASK @MASK Not everyone wears the Hijab of their sisters to execute suicide attacks to kill innocent people. This inhuman act only and only belongs to Taliban. #BanTaliban,1,1
2112,2112,1.5986600418587566e+18,@MASK May indian army ho,0,1
496,496,1.581999818863673e+18,@MASK Is he also responsible for inflation in the rest of the world? I don’t hear other countries blaming him.,0,0
7837,7837,1.5849987686338683e+18,"@MASK @MASK Madam Gandhi doesn't suits u  Yogi ji keh ke ""Godse"" likhwa lo....",1,1
7557,7557,1.585876564381532e+18,@MASK Jinnah aur nehru ke kukarmo ko aaj tak desh jhel rha hai ....so called Mahatma gandhi ne makkar nehru ko pm na banwaya hota to abke so called Gandhi desh na lootte na Supriya jaise rakshasi pravati ke log desh ko gumrah karte na jairam ramesh jaise . Ram kalpnik hai inkehisaabse,1,1
3939,3939,1.5837337641650954e+18,"@MASK Exactly.  People can be like that, o can be like that too. Giving too much info to strangers. It happens to people who trusts easily. And also people who just try to trust that every Muslim they meet will be well behaved. ",0,0
6213,6213,1.5858788646305382e+18,Incompetent ICC organizing a World Cup during rainy season in Australia & this was expected in advance.  Held hostage to Big 3 politics as it cannot even make the major boards accept a schedule that at least saves  a prime window for WC.  IPL gets a prime time window though.,0,0
9586,9586,1.5795933570008678e+18,@MASK @MASK demonetisation isn't just an issue with Youtube creators. We're also having major problems with demonetisation in google merchant and google support unable to help. All they can do is suggest silly workarounds. Anyone else having issues?,0,0
4027,4027,1.5832382859500708e+18,"@MASK @MASK @MASK @MASK @MASK this is disgusting, insulting, inaccurate, and an audacious attempt to literally hijack a brutal incident ""because of the bloody hijab"" for your nasty agenda - whatever the heck it is. unbelievable. #MahsaAmini #مهسا_امینی ",0,1
8333,8333,1.5825547710007867e+18,"#GujaratElections2022 47 freedom fighters in British court.Gujju lawyer argued strongly4 themHe received small chit.He kept in his pocket&argued till they released by Judge,Judge asked Lawyer about chit after verdict.He said that my wife expired & 47 important He is.Sardar Patel",0,1
5576,5576,1.3588350337299497e+18,@MASK All are the same... now lets talk about the issues not political parties... still waiting for the farmer's  bill debate or quiz from you...,0,1
4009,4009,1.5837115309481288e+18,@MASK Muslim cina kelihatannya etnis Uyghur,0,1
3946,3946,1.583733579959632e+18,"@MASK @MASK @MASK @MASK @MASK Only muslims are not kashmiris, ppl from jammu, sikh, kashmiri pandits are all kashmiri so everyone opinion and view will matter in case you mean to say that Kashmiris should decide where they should go ",0,0
2158,2158,1.5986389495006904e+18,Army will soon induct loitering munitions amid the continuing face-off with China in Eastern Ladakh. The report says that delivery of precision strike kamikaze drones is set to begin under an emergency procurement contract inked with an Israeli-Indian joint venture in 2021.,0,0
2880,2880,1.5834277871462195e+18,"@MASK Don't worry, when the west becomes a global Lebanon/Venezuela due to the coming ""climate migrant"" crisis, and other such attempts at globalisation, you'll see a new, much more brutal patriarchy form as the rule of law breaks down.  For reference, see the entire developing world. ",1,0
4240,4240,1.5831913616833454e+18,"Appeared without a hijab in the national team shirt in an unprecedented move in the Asian Games. Dear athletes, without you, the Islamic Republic does not have the ability to participate in international communities... #مهسا_امینی ",1,1
5504,5504,1.363029387336065e+18,@MASK I have a doubt that have you clearly studied India's New Farmer's Bill???First go through proper study and then criticize!!!with out proper knowledge do not criticize my democracy and my country!!!,1,1
8544,8544,1.5586983363574743e+18,"The way Savarkar changed his DP to Modi holding a tricolour, I want to change it to RSS or Golwalkar holding the National Flag  🇮🇳   Can anyone help and share some pictures of theirs holding the tricolour... 🙂🙂  #PartitionOfIndia #SilentMarchInDelhi  #विभाजन_विभीषिका",1,1
8576,8576,1.5583341674478346e+18,"@MASK In the build up to #IndependenceDay looking for a pic for my DP.   If any of you have a picture of Savarkar, Golwalkar, Mukherjee or Hedgewar holding or hoisting the Tricolour, please send me.  P.S. RSS never hoisted the Tricolor on their HQ for over 50 years",1,0
6056,6056,1.5858504321691648e+18,It is good news that BCCI has introduced equal pay for India’s men & women cricket players for international appearances. Another glass ceiling is broken. It should be introduced in other sports as well.,0,0
10,10,1.5820010008647025e+18,@MASK Understand the reasons and internals.  Vajpayee faced Sanctions  UPA : Lehmann brothers & SC ruling against 2 G and coal.  Modi govt: Demonetisation plus other suicidal economic policies  (self created) + Covid,0,1
6258,6258,1.5858648170463928e+18,"And while Wasim & Waqar were happily sitting criticising Imad & Azam Khan for choosing CPL over domestic cricket in the last T20 vs England, did they forget what business they had in coaching IPL when Pakistani players were banned from playing? They didn't go for the money??",0,0
4561,4561,1.578308812485775e+18,@MASK @MASK @MASK I would advise you please change your religion and join to Hindu. Ghar wapasi bhut jaruri h. Tumhare purwaj bhi to Hindu the na.. Paisa ki lalach or talwar ki nauk pe tum sab Muslims ho Gay the.,1,1
9578,9578,1.5796904169115853e+18,Some recent events that according to sanghis never happened. Demonetisation destruction. Lakhs of Covid deaths. Chinese intrusion in AP. Looting of banks. Failed teleprompter.,1,0
1692,1692,1.5465471716879073e+18,"@MASK @MASK @MASK Imran Khan ruled KPK & PPP ruled Sindhi for more than two decades, but both did nothing for rain water drainage, because it is not a problem of elite class, who have three foot high vehicles, which cruise easily in urban flood water. ",0,0
3539,3539,1.5836878740627415e+18,@MASK Yahi se inki vichardhara spasht ho jaati hai. Or OBC soch raha hai ki manuwadi yadav unka bhala karaingey 🤣,0,1
4102,4102,1.583218968625455e+18,"The visual diversity in #GothamKnights is so refreshingly pleasing. Nightwing is clearly of Romani descent, Talia al Ghul wearing a hijab. Also, the chemistry of the Bat Family is lovely. #GothamKnightsSpoilers @MASK ",0,1
2513,2513,1.5762159100538798e+18,@MASK Open defecation and spitting are same 😂,0,0
1110,1110,1.5754441154286182e+18,"Why You Guy's Marry With Male to Produce Baby, Go Sperm Bank 🏦, If you Like Children. But Ready for UV Radiation, Hard Work, Begging if you didn't get a Meal for a Day. ( If you get a jobs in better place then you are lucky, but job's are very less in India)  #MaritalRape ",1,0
5382,5382,1.5835753975808369e+18,"@MASK He's got no footballing vbrsin at all. Madness to let him take that while Forrester is on the pitch. I know he missed his last few but FFS, take your chance with the best player at the club! ",0,0
5009,5009,1.580795037377786e+18,जब रक्षक ही भक्षक बन जाए तो जनता को आवाज उठानी पड़ती है बोल कि लब आजाद है तेरे!! 🍁  #GGTU_से_वैदिक_कोर्स_हटाओ #मेव_जनजाति_आरक्षण_दो,1,1
2548,2548,1.574601011024474e+18,"@MASK @MASK @MASK @MASK Actually studies have shown that India is open defecation free now but it is Pakistan which actually lacks toilets, a lot. You can't use that BS anymore😆👎🏻 ",0,0
7585,7585,1.5858500017833902e+18,"@MASK Prime Minister, GANDHI, घराण कभी खुर्ची का पीछे नाही भागे है, ना कभी भगेगा.  देश के जनता RAHULJI को ऊस खुर्ची पे बिटा देंगे. Jai hind. Next PM of the INDIA 🇮🇳 RAHUL GANDHI. 🌹🙏",0,1
9399,9399,1.5800862399357542e+18,"SC: What are the objectives for #demonetisation normally?   Chidambaram: To take out unusable currency out of the system, or to replace worthless currency where there is hyper-inflation. ",0,0
5652,5652,1.5811586352958792e+18,"SG : This is a trial under UAPA where CrPC applies, whereby the rigours of Section 465 CrPC which states mere irregularity in sanction is not a ground for acquittal.  #SupremeCourt #GNSaibaba ",0,1
518,518,1.5819996615685734e+18,"@MASK Stimulus comes at the cost of inflation. So now basically we're all fucked between choosing no stimulus = recession, or choosing stimulus = higher inflation. (Which will also push us into recession). Who could've thought you can't print prosperity? ",0,0
1702,1702,1.5464862577940234e+18,"@MASK Yeah we need to keep praying, there is a threat of urban flood ",0,0
7699,7699,1.5858411695942e+18,@MASK पूरा जिंदगी झूट के सहरा पर चलायेगा कांगेस।  Not only #Manmohansingh His Father In Law rightly said about Sonia Gandhi also Read the real news and educate #Pappu too,1,1
