,Unnamed: 0.1,Unnamed: 0,id,sentence,label,codemixed
6231,6231,5504,21067,@USER @USER Don’t you know?  Trump runs everything himself. He is hands on. Except when he’s not then he has never met that guy but has heard he’s very bad.,NOT,0
5713,5713,5148,86871,@USER @USER Sorry to say but you are ignorant and should not tweet something without some research. Some of the ones that were arrested were seniors. They are all people that care enough about what is happening to go out to have their voices heard.,OFF,0
9353,9353,9121,20512,@USER Because you could not even begin to respond since you can’t speak in full sentences and your words are so limited,OFF,0
2995,2995,11066,93765,@USER They know this is not admissible so they are attempting to contaminate the jury. They are working overtime to ensure she is found not guilty...,NOT,0
6864,6864,11122,85383,@USER @USER Let's use the TREASON laws to remove Holder from the planet...,OFF,1
6819,6819,1146,34120,@USER CORRECTION: The Liberals won a false-majority on the backs of a lot of close races – emphasis on “false.” #ElectoralReform,NOT,1
7005,7005,7841,22088,#roeselare #conservatives this is just wrong. What is wrong with the left. URL,NOT,1
7229,7229,13218,39742,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Alt Right &amp; Antifa are for cowards. #Fact #TuesdayThoughts   URL,NOT,1
9462,9462,8321,62259,".@USER is demanding we all do better this time around with Kavanaugh: Survivors are always asking ‘am I safe?’ she wrote. Right now, conservatives, you are telling them ‘NO.’"" URL #LarryNassar""",NOT,0
8772,8772,7671,55041,@USER is shaking while answering question clearly she is no comfortable #onpoli,NOT,1
4693,4693,8521,87800,@USER And a new knife,NOT,0
5890,5890,9349,84452,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I never talked about gun control in any form.,OFF,1
2739,2739,5348,76134,@USER @USER @USER It's cute you liberals think you can save the world cute but naive.,NOT,1
3268,3268,1486,18970,@USER yep i was chatting to them about the clubs i wanted to join at uni and they said i should join antifa as it was something they did as kids,NOT,0
8278,8278,2894,25008,@USER Idk by comparison he is the least liked or atleast that's what I've seen but hey I'm probably wrong,NOT,0
6043,6043,490,38806,@USER Hopefully your obesity catches up with you by then,OFF,0
6135,6135,10202,33076,@USER @USER @USER You are take stupid to a whole new supersized level,OFF,1
1859,1859,590,42005,@USER How many more??? This country MUST address sensible gun control! This is more than ENOUGH!!!  VOTE BLUE! GET THIS GARBAGE CLEANED OFF OUR STREETS!,OFF,0
3444,3444,7844,21615,@USER @USER I think he is racist out of touch with reality he treats the presidency like a reality show we’re he is starring he has no empathy he is suffering from narcissism he has an in ability to tell the truth he may be mentally incapable of being the President of our Country URL,OFF,1
96,96,3765,90051,@USER @USER It's her choice her life...why would you want someone at your wedding if they don't want to be there. At least she is being honest .,NOT,0
1804,1804,3731,88903,@USER He is going to destroy america like he has done to many of his businesses he does care about middle or lesser america and americans he only cares for himself and the top 1% who hopefully see the light soon before they have no countries to sell their products to,OFF,0
2768,2768,11124,60876,@USER Because Obama has zero accomplishments. He is the worst President r leader of any country hands down. It shows the liberal lunacy when they worship a total loser. They don't know what they want..no party goals. nothing except complain about TRUMPS accomplishments. Fu*k liberals.,OFF,0
1335,1335,6009,63995,@USER Eric who? Never heard of him. Must work for CNN,NOT,0
6908,6908,10786,30015,@USER Great question. What say you @USER @USER #ANTIFA working within our government and paid for by taxpayers? @USER @USER @USER @USER @USER @USER @USER @USER,NOT,1
919,919,9376,53883,6 more white boys standing up for you every day Ms. .@USER  I think the poster adds speshul emphasis. Don’t you?  #MAGA #WWG1WGA URL,OFF,1
5230,5230,1983,19013,@USER I believe he is winded! Some nights you just don't have it I guess,NOT,0
1197,1197,10642,20516,...wasn't great but he is still the best I've seen...my money is on thed AB's winning both the Rugby Championships and the WC with Beauden Barrett to play a starring role. URL,NOT,1
3083,3083,4320,84361,@USER @USER Here come the beta liberals lmao *convo muted you can cry all day to yourselves.,OFF,1
6796,6796,9116,60710,@USER @USER 18 year old constitutional and now a ballistic expert with all the answers. Google search trained  #2AShallNotBeInfringed,NOT,1
1,1,1540,24631,@USER @USER @USER @USER @USER @USER I will admit she hasn’t charted and I blame that on the fact that she is an artist she does things her own way and sometimes not following the trends or staying in a mold will cause you to fall out of the “relevant spotlight”,NOT,0
5418,5418,2180,98104,@USER @USER @USER @USER @USER Nah she is pti an emotional one more than rational.. but got caught at the wrong end of the bargain. Big house too many members but single gas connection. She doesn't understand it's target is the elite and the people who run gas generators.,NOT,0
5222,5222,6789,41102,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Antifa constantly lies and... URL,NOT,1
6623,6623,11406,54569,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Why do the libdems deserve your anger today more than (1) conservatives (2) Corbyn?,NOT,1
6480,6480,2237,69026,@USER Eric Holder will be held accountable. He is pointing the finger away from the crime. Time is not on your side Eric. Looking forward to the collapse of your scandalous time ruining America.,OFF,0
4698,4698,11616,41728,@USER @USER @USER I just don't get why the majority of liberals don't show there pic just curious is all...well with that being said I must say I enjoyed  bickering back and forth with you...its been real...you have a nice day...😁,NOT,1
6885,6885,13163,84367,@USER @USER No I have no relationship with him he is not worth the energy it would take to hate him. I have more respect for the gum stuck on the bottom of my shoe than such a selfish spoiled entitled narcissist!,OFF,0
2811,2811,13113,69260,"FBI Couldn’t Find Trump-Russia Collusion, and Neither Could Bob Woodward""  URL #TCOT #MAGA #RedNationRising""",NOT,1
2264,2264,10172,52700,@USER He is a RiNO! Like McCain was. Why he is unelectable in Arizona .,NOT,1
7,7,853,30198,@USER Check in at the Fake Shooting. URL,NOT,0
838,838,1112,33232,@USER An idiot.  Where the fuck do they get these people?,OFF,0
4659,4659,2585,48549,"@USER ATTENTION. @USER is publicizing an ANTIFA TARGET list of Trump supporters. Some names are high profile and many are random Trump supporters. PLEASE report him to Twitter! They have NOT suspended his account. Chick the list for YOUR name under Lists"".""",NOT,0
7734,7734,10940,45380,@USER @USER lots of things you don’t know. 🤡,NOT,1
9423,9423,5234,69136,@USER @USER @USER He is such an arrogant creep... believes he is God’s gift to Politics,OFF,1
4731,4731,4257,17322,@USER he is small  and he needs someone BIG to clear the beach for him,NOT,1
5436,5436,2845,34793,"@USER @USER @USER @USER Foolhardy ... think of the institution ... the court needs to stand athwart public opinion [as it did in Dred Scott, Plessy v. Ferguson, Cumming v. Board of Ed, plus a few late-in-our-history decisions that liberals think were ""revolutionary"" even if they were 100 yrs late]""",NOT,1
2920,2920,5427,20316,@USER @USER Lmfaoooooo,NOT,1
5211,5211,9414,26585,@USER @USER Condemning antifa violence is fine too bro,NOT,0
7341,7341,75,20943,@USER I think the last thing on the WH or Trump's mind is April Ryan. She needs to stop flattering herself. She's not as important as she thinks she is.,NOT,0
999,999,8313,16110,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Keep up the good work protect free speech and call out war criminals    #nhs #bbc #bbcqt #newsnight #bbcpl #channel4 #Brexit #May #Corbyn #Labour #Conservatives #marr #hignfy #UKLabour #SkyNews #bbcLive #PoliticsLive,NOT,1
2676,2676,7533,54897,@USER @USER No fr! People are always on the most bullshit &amp; I’m not postponing or missing anything else because another person can’t get their shit together. So if all else fails I go by myself &amp; Tbh I end up having a better time anyway 🤷🏽‍♂️,OFF,0
7589,7589,1004,87501,@USER Coming from a guy who worries more about straws than cleaning up failed 'shitty' policies..now he knows best..lol,OFF,1
2530,2530,1043,89043,-You would never guess that this employee plays Covet (a fashion game) on her iPad in her free time. 📱 -She has a strange phobia of dogs.🐕 -She is amazingly weird! She can jump over her foot while it is in... URL,OFF,0
9437,9437,3404,59920,@USER @USER @USER Most stupid tweet yet...and yes...its a libtard🤣🤣🤣👌💩,OFF,1
2589,2589,4491,98763,@USER aw. *hugs* i’ve gotten flustered like that as well. it sucks. i also sometimes write myself a little script. you’re not alone.,NOT,0
2475,2475,5734,56937,@USER @USER @USER @USER Well . You know where I am. Come on over . At least youll be at hospital. Lil Antifa libtard will never show.,NOT,1
6828,6828,11095,20945,@USER @USER Problem is your Senator Marco Rubio is on the NRA payroll. He’s taken over 3 million dollars from NRA and isn’t going to do anything about sensible gun control,NOT,0
4634,4634,6027,42336,@USER Why don’t we pray for better gun control laws first?,NOT,0
3881,3881,8389,81309,@USER Moron - Real Americans are PROUD of our accomplishments- you are disgusting for not showing the truth.,OFF,0
5380,5380,3829,80143,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You stated the 1994 AWB was constitutional. I asked you to provide the SCOTUS case.   The response about the alleged support for gun control to that is a complete non sequitur.,NOT,1
316,316,10268,66001,#MediaBias with persecution of #Conservatives while they ignore criminality from #Democrats is Obscene and is the reason most people call #CNN and #MSNBC #FakeNews,NOT,0
5016,5016,823,22429,@USER He is such a good ad for conservatives,NOT,0
4055,4055,8058,80868,@USER Now we know the gun control stance of The Residents.,NOT,0
5489,5489,12324,96384,@USER This is the realest (and tealest) shit ever. Eric da gawd,OFF,1
1695,1695,4996,39237,@USER What's doing detriment to this state (and country) is Republicans who refuse to govern as the conservatives they campaign to be. McDaniel may have some flaws (who doesn't) but he's the kind of fighter we need. Some of us are sick of the losers the GOP keeps giving us.,OFF,0
6334,6334,8346,34182,@USER you are not welcome,OFF,0
3755,3755,524,81520,@USER The hypocrisy of the #NEverTrump movement exposed. We hate Trump but thumbs up for his vile policies and anti abortion SCOTUS pick.  Why liberals claim them as our allies boggles my mind.,NOT,0
746,746,5032,63560,@USER Some days you are Louis Winthorpe III before he met Ophelia. URL,NOT,1
1432,1432,9319,21867,"@USER @USER Right?! I wanna know why she on the phone calling the police anyway? what did he do""? Fuckin ""Run Me Over Rhonda"" lol""",OFF,1
6186,6186,5327,35931,1 it doesn't matter how ANYONE feels 2 anyone can talk about something. there are no segregated conversations. unless you are a regressive. URL,NOT,0
7284,7284,6319,45171,9 factory workers gunned down in Iowa City with 20-gauge Winchester pump-action shotgun. The NRA blames gun control laws.,OFF,0
2832,2832,5967,43238,@USER She is the evolve form.,NOT,0
2258,2258,2366,50369,@USER I hope they beat his ass in private.,OFF,0
4853,4853,4476,30089,@USER @USER an adult in the room might get things done. If that happens Liberals will take credit if not Doug will be blamed for sticking his noses inz.,NOT,0
7285,7285,2841,41247,@USER @USER @USER Why? Because you are too busy spreading hate with your TDS? I’m sure you feel fine ridiculing children of conservatives. You represent everything that is wrong in the education (brainwashing) system.,OFF,0
7927,7927,6783,14201,"President Trump's economy is the rising tide that is lifting all boats. This is especially true for Hispanics who were among the biggest victims of the low-growth, high-regulation economy under Obama""  Hispanics flourishing in Trump economy URL #VoteRed #MAGA""",NOT,0
7477,7477,1837,49639,@USER How about we rally behind a blue wave and parse policy after. The country is in danger. You are not helping. You're speaking from a place of #WhitePrivilege STOP,NOT,0
3113,3113,7025,84493,@USER @USER @USER Kwasia does ur Shatta Wale even have a career to start with . Idiot..his reign album hype seff Dey zero . As if he is not about to release an album 😂😂😂🤦🏼‍♂️🤦🏼‍♂️ hype no yh vim zero,OFF,1
1585,1585,5177,87668,@USER @USER Now the woman has not responded to MANY attempts to be contacted about whether or not she is going to show up Monday to testify. I thought she wanted to “ be heard” all of a sudden!,NOT,0
8536,8536,10753,64580,@USER 🧠 damages she is,NOT,1
7203,7203,10074,59424,@USER You are dead to me!,OFF,0
7276,7276,3905,86078,@USER She is no doubt the greatest female athlete but a sore loser imo,OFF,0
9149,9149,12844,14657,@USER Fuckin great brother. I just laughed like a little girl. “Grab your balls” stay in the trade,OFF,0
2576,2576,7900,64579,@USER @USER @USER Someone should tell her that voters have to be at least 18 and be citizens. Can't imagine adults with critical thinking skills could ever vote for her again.,NOT,0
8465,8465,13184,83365,"@USER @USER You can't be this dense. The point is the same - you can't presume someone is guilty just because they're part of a group that's a popular target.  For southern whites in the 40s, it was black men. For modern liberals, it's conservative white men. They're the devil"".""",OFF,0
491,491,6540,68873,@USER Yes and give you energy naturally. Keeps you hydrated,NOT,0
3369,3369,652,31178,@USER If its a papercup where is the cake 🎂 URL,NOT,1
268,268,3695,41636,@USER @USER she is not related to him its weird lmao,NOT,1
8573,8573,4762,18962,I liked a @USER video URL Manager tells man he needs to remove his MAGA hat | What Would You Do? | WWYD,NOT,1
5884,5884,4338,99344,"@USER @USER I wonder if they will burn their Levis since @USER has come out in favor of gun control? Levi Strauss teams up with gun control group: We cannot stand by silently"" URL URL",OFF,0
2473,2473,7946,99693,@USER @USER This proves that liberals only care about these issues when Republicans are in control.,NOT,0
5519,5519,11776,12623,@USER @USER is virtue-signaling and will be the downfall of the @USER when future sports writers look back on this.,NOT,0
526,526,6231,54043,@USER It’s a brilliant idea! Since all the liberals want open boarders we have to pay for them someway what would you suggest @USER ? Build the dam wall and start taking care of the American people!! Trump 2020 🇺🇸 #draintheswamp,NOT,0
3158,3158,12576,11050,@USER Yea so no more gun control debate. Just slurs,NOT,1
4015,4015,9519,71937,@USER Stop saying this shit you are not going to do it shrio you have to fight this depression you can't let it take you half of my life was me hiding my emotions everyone thought I was happy but deep down I wanted to end it all but I didn't let depression beat me I kept fighting.,OFF,0
429,429,6791,22977,@USER happyHappy birthday Missy!!❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😍😍 URL,NOT,1
5790,5790,5390,72338,@USER @USER You are so right!,NOT,0
3627,3627,12131,40606,"Roy Moore"" ""Allegations From Far Distant Past""  ""Bezos"" ""Bunny"" ""Satire"" #drellenbrandt #MAGA Dr. Melissa Bunny, via a Medium, tells us from beyond the grave: ""About 35 years ago, Jeff Bezos put his hands on me, cut my head off, and cooked me as hasenpfeffer for dinner."" 🐇🐇🐇 URL",OFF,1
3501,3501,9645,51798,@USER She is so beautiful! 😍😍😍,NOT,1
121,121,128,11255,"@USER Liberals would still vote for him. They'll claim his comments were Taken out of context and that he is still a man of integrity.""""",NOT,0
563,563,4419,57761,The Trump Alert System in action. #Trump2020 #TRUMP2020 #MAGA URL,NOT,1
8668,8668,503,63418,@USER Hi has me energized.  @USER  He is such an idiot!  I can’t believe he “surfaced” again.,NOT,1
4310,4310,309,25360,@USER @USER We can empty all our prisons also and just say they broke no laws.....Liberal logic.,NOT,1
1290,1290,2705,44942,1) Trump NEVER received any contributions from over seas. 2) Obama received over a million but you said NOTHING. #Fact You should delete your Twitter propaganda. Then get help for Trump Derangement Syndrome. You are the swamp. #hardball #tucker URL,NOT,0
1785,1785,8574,39767,@USER @USER @USER @USER Bribery is giving something to someone. Like the NRA giving republicans money that came from Russians for ignoring gun control that 3/4 of Americans want. No one is saying their giving you anything. It’s time you represent the majority of the people of Maine. U don’t @USER,NOT,0
7807,7807,8062,94296,"@USER how Antifa's extremism is facism in the making""  Now I'm making the face in your avi""",NOT,1
898,898,5559,10305,@USER I definitely believe that she is credible compared to the man that lied under oath 4 times!!,NOT,0
1303,1303,10208,63194,@USER @USER @USER You are not alone,NOT,1
9159,9159,2413,38271,@USER @USER Cause she is not a democrat,NOT,0
4947,4947,7583,85133,@USER He got his chance and blew it,OFF,0
7894,7894,11120,72159,@USER She is 😘,NOT,1
6296,6296,7274,82489,@USER they’re abso shite quality tho,OFF,1
160,160,10236,11200,@USER @USER @USER @USER At least you are honest about wanting a nationwide gun ban. I give you credit for that. And the only place you can show that gun control works is in an environment with controlled access. Of course gun control works if the only access to a place is through metal detectors.,OFF,0
4217,4217,4825,73753,#realDonaldTrump You've been rather quiet today. I hope that you have spent some time thinking about your endgame with Vlad. I know you probably know this but you are very expendable to him. When we take the country back what will you do?He will not be happy with you! Ponder this,NOT,0
6637,6637,8547,33687,"@USER @USER @USER @USER stop playing the pronoun game. what sides are being talked about? because a case can be made that both Democrats and Republicans are responsible due to both kowtowing to money from NRA and manufacturers, but not both sides of anti-gun control vs gun control""""",NOT,0
7017,7017,11708,58928,@USER She is buttering the media up...  Guilty...,NOT,1
6963,6963,12561,29928,@USER @USER  y’all should really change the name of the “Assault Rifle” coming from a second amendment advocate it puts the wrong name of the rifle out there to the Gun Control lobby. It’s not an assault rifle. It’s just a normal rifle.,NOT,0
128,128,599,66631,@USER But I thought Antifa were actually fascists but this shows Rethuglicans are the actual fascists in the room.,OFF,0
3997,3997,1005,78424,@USER I hope they were Reporting on Gun Control,NOT,0
6305,6305,1791,54373,@USER @USER I want to prove to him how actually retarded he is,OFF,1
6485,6485,12009,83376,@USER He doesn’t want to give anything to POTUS!,OFF,1
1948,1948,1615,57823,"@USER Evidently they don't care that their study"" is flawed from the start. They just parrot the misleading info from Everytown &amp; all the other leftist gun control addicts/sites.""",OFF,0
911,911,4585,79562,@USER BE GONE THOT (no offence intended she is probably a very nice lady🙂),NOT,0
2079,2079,5221,64434,"@USER @USER @USER @USER @USER And is completely unconstitutional. If the state deems you are not a criminal and therefor have not relinquished your right to bear arms, they have no right to regulate who is competent"" or ""skilled"" enough to own one. Once again, it is NOT the same as driving a car.""",NOT,0
8600,8600,3540,93983,@USER @USER Just imagine if Dr Ford was a member of a minority. Antifa would be firebombing the Judge’s residence. #IDENTYPOLITICS,OFF,1
693,693,551,58189,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER ‘😂.... it’s ALL about MAGA for me....as a very dear friend says   •1Million followers and $1.95 will buy you ☕️😂  #FACT,NOT,1
756,756,3728,98670,@USER @USER I hate @USER so much now. They fucked up the whole franchise.,OFF,0
9067,9067,12061,17553,@USER For all those conservatives that were so troubled to explain things about cigar's... How outraged are they about our current president?,NOT,1
6440,6440,7929,42031,@USER Hate mongering is No solution for NFL KNEELERS - change up your playbook losers,OFF,0
4920,4920,351,19732,@USER Dude.. Why r u trolling Ash rock z? 😁.. He is our guy.. Just in a hurry to see bjp govt in state.,NOT,1
7862,7862,11806,83301,@USER As we say here in the South “ bless her heart”!,NOT,0
1939,1939,2990,13689,@USER Can you blame her for not having her life destroyed by Trump and his cult her children the FBI should do the investigation he is going Federal FBI must be afraid of Trump might get hit by a bus Trump has a book of the ugliest names u can call someone like lying Trumpstard URL,NOT,0
9331,9331,8085,25717,@USER @USER I believe this is what you are refering to URL,NOT,0
4319,4319,3700,17332,@USER Awesome win!! I truly believe Americans are sick to death of what the left is trying to do to destroy America and change our country into what it never was intended to be. Go vote America and MAGA! Thank you President Trump for believing in our country and keeping promises.,OFF,0
8637,8637,7751,77672,@USER Because of obama and holder more cops are getting killed each year because they hated law enforcement and encouraged civil unrest.,OFF,0
7097,7097,11923,70529,@USER we don't want socialism. We don't want open borders. We want better gun control laws. We want our immigration laws fixed. The buying power of our dollar has decreased since Trump took office. we want healthcare for everyone but that doesn't mean we want socialism for everything.,NOT,0
5243,5243,2390,18935,@USER @USER why don’t you release names of all our elected officials that have paid for silence for sexual assault claims done while in office with the fund designated for paying off claims; Ford does not know how got home. Maybe attack if happened was by who took her home. #,OFF,0
432,432,6747,98723,President Trump's order to declassify FISA docs and text messages just proves he is keeping his campaign promise and working to #DrainTheSwamp   #BREAKING #FISADocs #Declassified #DeepStateCorruption #politics #MAGA,NOT,1
4268,4268,9740,53691,@USER These metal people have already found Kavanaugh guilty &amp; the accuser doesn’t want to testify even being backed by her liberal lawyers. This is nothing but a liberal delay tactic! Now even Feinstein believes this accusation is not true. Liberals love to destroy people’s lives,NOT,0
7197,7197,4879,80270,@USER @USER People like you are the greatest campaign tools conservatives have. Thanks for your service to the #LoonyLeft!,NOT,1
3699,3699,11786,97446,@USER I condemn Israeli actions on the basis of international law. When you count angels on the head of a pin you are doomed to endless debate and mind games.,NOT,0
8587,8587,8536,33917,And this from ... California  #MAGA URL,NOT,1
4332,4332,5837,63414,#WalkAway #MAGA Trump adviser eyes entitlement cuts to plug U.S. budget gaps URL,NOT,0
2289,2289,3461,47014,@USER @USER Nurse is valuable in his own end!?!? Have you watched him play? He rarely gets the puck out in first attempt. Also not all that spectacular defensively. Not worth what he is holding out for.,OFF,0
3788,3788,8035,30696,@USER @USER @USER @USER These women knew the knuckledraggers they were marrying and voting for. I have no sympathy for them. They should burn in hell for what they’re doing to their daughters and granddaughters. They’re the innocents here- not women stuffing guns down their yoga pants and yelling MAGA,NOT,1
7808,7808,10630,66104,@USER @USER I'm talking about someone from a historical background and heritage of Guns. She a Roman catholic... They are generally all for gun control. You do your research sir.,OFF,0
5621,5621,9654,93756,@USER What's MAGA stand for? My Attorney Got Arrested? 😂🤣,NOT,1
1190,1190,1209,11519,@USER @USER @USER Following because she is not only a tacozt bit a sociopath and a moron all lethal combos,OFF,1
8207,8207,8360,65639,#TripleTalaq is a burnol moment for liberals and so called feminists.. Shame they never stood for the real issues related to females..,NOT,1
6097,6097,8206,99937,@USER yessir,NOT,1
4141,4141,11802,84447,@USER Shame on them willing to ruin good man over a 36-year-old groping accusation she can't prove.  They're rabid liberals who don't want a Supreme Court justice who will follow the Constitution.  It's all about politics.  Shame.,OFF,0
2037,2037,12218,66884,@USER @USER And she is getting death threats Who owns comprised Graham?,NOT,0
4292,4292,11261,88245,@USER @USER Do any Dems/libs have a real job?? They sure have a lot of free time!!,NOT,1
8374,8374,11073,67206,@USER @USER I can tell you are lying because her lips are moving. To think I voted for you and your lies. What a mug. The conservatives will never receive my vote again.,NOT,0
6986,6986,2050,73068,@USER @USER ok with Andrew @USER Bully Liar touchy cheat to be kept on as a MP? On £75k? No anti bullying rules? URL … @USER @USER @USER @USER,NOT,1
8484,8484,3102,29565,@USER @USER Should have used a 44 magnum to make a real statement! And people like this teach our kids?,OFF,0
7391,7391,12843,76732,@USER @USER Watch out u may START a BENGHAZI..,NOT,1
4703,4703,6095,73829,"@USER Scary movies are terrible, I get jumpy and end up crying when something pops up.""  She didn't mind going out, if that is what he wants to do she is completely okay with it. Maybe a night out would be good for them.  ""I am a pro ice cream eater. I used to eat it daily.""""",NOT,0
1456,1456,6875,10424,@USER @USER @USER Really? It’s been the Dems that have been behind all violence from mass murderers to confrontations to antifa. Wake up,NOT,0
7004,7004,2202,55559,#TuesdayThought.   The only hate speech that I hear these last 2 years is from Liberals- STOP THE HATE!,OFF,1
6988,6988,315,12741,@USER @USER @USER @USER Show me a single case where antifa have actually murdered someone.  Because the far right murdered someone at Charlottesville 🤷  Hypocrisy works both ways.,NOT,0
5468,5468,7137,43289,@USER @USER @USER @USER @USER @USER Don't forget this is Trumps fault. Just like how he is colluding to make the hurricanes worst. They forgot to tell us how this hurricane was also Trumps fault.,OFF,1
1515,1515,7848,54590,@USER @USER It would be an interesting study if people were more gullible in Victorian times...with rising of the Antifa...,NOT,1
6188,6188,6705,68801,@USER @USER i lost my shit and everyone in class is judging me lmao.,OFF,1
3137,3137,4030,78014,@USER you're a jerk. Attacking julie for standing by her husband. You're just like all the other liberals want to ruin peoples lives. How about you not bash people until he is found guilty... bet your client just wants MONEY!!!,OFF,0
9103,9103,8969,87568,@USER @USER @USER @USER She is weak and this is her excuse to use her vote pro Kavanaugh,NOT,1
9349,9349,8216,56116,4 weeks until we go back to this awesome place. Some awful behaviour from adults staring at her skin but she is a wee fighter.  11 months clear now and her confidence back.  💙 URL,NOT,0
229,229,2937,85053,@USER Put your stance on gun control on your website.,NOT,0
2710,2710,1465,81733,My guess is 44 got it from those 100's of $bil of money he stole from #fanniemae that sat off balance as a slush fund in @USER  see #fannieGate. URL  #ThursdayThoughts #Releasethetexts #NoRedactions #Obamagate #ObamaKnew #DrainTheDeepState  @USER #MAGA URL,OFF,1
7847,7847,4714,56285,@USER @USER We love you baby😍  #MAGA,NOT,1
7561,7561,1438,49174,@USER Another Snow Flake melting down.. URL,NOT,0
8354,8354,777,14411,@USER @USER I will retweet anything to do with the terrorists that call themselves antifa,NOT,0
3028,3028,3582,54495,@USER Yes if you get it for me 🌹,NOT,0
2182,2182,2386,64091,@USER LIAR!!!!.... see Clarence Thomas confirmation.... this was never about the lie!..it was always a delay tactic...nothing more...disgusting liberals and the Game they call 'politics',OFF,1
3809,3809,10814,88056,@USER Denial stage. Almost at admission,NOT,0
3847,3847,9925,86697,@USER she is,NOT,0
166,166,7173,41732,@USER That's cause she's got (head wave) at least 50 or so pounds and a couple inches or feet on her so it's okay. Not to mention Miley doesnt look the fighting type. (IDK if she is or not),NOT,0
6000,6000,2192,55945,@USER @USER “BuzzFeed News contacted the woman believed to be the subject of the letter at her home last week. She declined to comment. BuzzFeed News has not been able to confirm the contents of the letter.”  Now hearing she is a high school classmate.,NOT,0
8439,8439,4405,73772,@USER @USER @USER @USER There trying that now and it's not working. He is still getting everything done.,NOT,1
7056,7056,11553,81405,@USER He also said he had a gatlin gun and niggas that sit on the corner like boxers between rounds,OFF,1
8312,8312,5556,50236,"@USER And today they don't even wear hoods. They're actually proud to show their faces. Unless of course it's their  terrorist  wing the ANTIFA or their crybaby wing the  RESISTANCE"". URL",NOT,0
398,398,12211,54522,@USER Risking his own ass lol,OFF,1
6870,6870,9039,33761,@USER He really bisca fool huh,OFF,1
2445,2445,11384,97548,@USER At least you are honest lmao,NOT,1
8434,8434,11047,44577,@USER Zimmerman belongs in prison for killing Travon Martin.  Florida needs to change its gun control laws.,OFF,0
1167,1167,5214,11496,"@USER @USER @USER @USER @USER gun control has nothing to do with taking away rights""  As long as you agree to the stipulations you put in place.""",NOT,0
3078,3078,9375,57660,#Police? #Banter Training?  Oh my God! Fools and Tools.  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots URL,OFF,1
9087,9087,1366,50813,@USER @USER Maybe Antifa can find gainful employment and join the american dream. URL,NOT,0
2904,2904,12735,67502,@USER @USER He is guilty until proven innocent!!!,NOT,1
527,527,1643,96871,@USER Yeah sucks honestly but I plan on coming back on variety rather than fortnite and if the opportunities are nice to start esport on another game but I can approve that fortnite esport is over for me.,OFF,0
2788,2788,7878,54929,@USER Guilty old perv,OFF,0
6641,6641,8690,27872,@USER @USER Ppl must realize by now HRC only speaks when she is told to speak and only what she is supposed to say. HRC hasn’t had an original thought since college and probably before.   Research her pas with her SS guards and you will see how calm and considerate she is!,NOT,0
8112,8112,5635,42458,@USER God help us. Please get out and vote!,NOT,0
4559,4559,3994,91905,@USER 7 $ million buyout. Losers.,OFF,0
2003,2003,1242,35308,"@USER Hahahahahaha......Said the idiot @USER who handed over billions to the Iranians in what was likely the worst deal in the history of US foreign policy.... You are the poster child for someone not qualified to do a job""....""",OFF,1
4782,4782,142,69972,@USER @USER @USER What part of NO COLLUSION don't you get??? This is why you are a dumocrat,OFF,0
484,484,9717,45233,@USER Are you saying they’ll become another victim of the Clinton’s?,OFF,0
3532,3532,12842,95874,@USER Deep State coup not working?,NOT,1
8415,8415,5726,67207,@USER here your sign.   @USER  #Liberals  @USER  @USER  @USER  @USER  @USER  @USER  @USER  #BREAKING  @USER  @USER  @USER  #MAGA  #PatriotsUnited  @USER  @USER  @USER  #AmericaFirst  @USER URL,NOT,1
5203,5203,6049,84012,@USER James hums in approval and pulls back. Allowing her to help him out of his shirt. Letting it fall to the floor as his hand is brushing along her skin.   “You are beautiful baby.. such an angel.”,NOT,0
2329,2329,11817,21488,@USER @USER @USER @USER @USER Lol liberals do the same thing?,NOT,1
4786,4786,10497,90967,5.0 Star Review on SocialSurvey — Cristyn made my buying experience so easy and enjoyable! She is amazing!  by Lindsay P. for Cristyn Dyess URL URL,NOT,0
6551,6551,7553,23084,@USER @USER Me too! Jacks a sack! We conservatives tweet in a barrel!,OFF,0
733,733,5186,16525,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Exactly that’s what liberals don’t understand we WILL DIE FOR OUR LOVED ONES,NOT,1
