,Unnamed: 0,id,tweet,offense,codemixed
2706,2706,1.5857040228661207e+18,@MASK @MASK @MASK 4 saal baad kiye the .. aur chance deserve is bar IPL me Raza aur Mujarbani jaise player ko lena chyia,1,1
2506,2506,1.58584720431684e+18,@MASK @MASK @MASK @MASK Vijay bhai aapne @MASK ko na tag karke mast kaam kiya😂😉😉,0,1
3095,3095,1.5847753055116083e+18,@MASK Manmohan singh- sikh Indira Gandhi- parsi  India he ye Bhaijan kisi din Muslim bhi ban jayega !,1,1
2958,2958,1.585910345885008e+18,"@MASK There is NO ""climate emergency"" ....there IS a cost of living emergency!!!",0,1
869,869,1.5751598231546798e+18,As this ways may count under Ex POI Community & of Hyd Muslims layers fr Lakhnaw/J&K community as create panic to Sex in that Area as on links of Goregaon P/S fuck some Pvt Office emplos & Sex videos watched by SEPARIRISTS DHARI SHING & its traders(38/29/36/1/15/13... @MASK @MASK,1,1
2262,2262,1.581153992825979e+18,@MASK अगर यह लोग मुसलमान होते तो आपका कब का uapa लग जाता,1,1
3354,3354,1.584926943434064e+18,"@MASK @MASK @MASK @MASK Secular leaders like Nehru always want from RSS to denounce Radicalization within RSS militant group after their members Nathu Ram Godse murder Mahatma Gandhi. Giving chance to criminals is not chaatna, it's humanity.",1,1
1552,1552,1.5815613213338788e+18,@MASK Toh nikal jao na chup chap. Wapas aa jao Hindu Rashtra Bharat. We are awaiting for your ghar wapasi. Maa bharti pukaar rahi hai.,1,1
4112,4112,1.558873209876861e+18,"@MASK Acchah! Toh “The Discovery of India” shaayad, Veer Savarkar ya Guru Golwalkar ya Sri Hedgewaar ne likkhi thi.",1,1
1501,1501,1.5389413816532746e+18,"@MASK We asked: puncture shop, free ration for 4 wives 24 kids We got: Ram Mandir, Triple talaq, CAA, and Agnipath scheme. Waiting: uniform civil code  So ab   bolo ' sir tan se juda' ",1,1
4150,4150,1.5568517646529413e+18,Golwalkar as the most important ideologue of the RSS and Hindutva brand of politics forcefully argued for adopting the models of Hitler and Mussolini  #RSSQuitIndia,1,1
3303,3303,1.5850197326163558e+18,@MASK Fir unka kya hoga jo bachpan se aapka intjaar kar rahe hain,0,1
1412,1412,1.5831936182520627e+18,@MASK @MASK Cant help it if the rape and crime stats are from the ola hu snackbar community. Go focus on iranian brutality on hijab protest,1,1
3800,3800,1.5818530989934223e+18,@MASK @MASK So so so typical of BJP. They are past masters in appropriating credit to themselves- clearly forgetting that Rajiv Gandhi initiated the computer revolution and IT sector championed it. Just as they appropriating Sardar Patel and Mahatma Gandhi without their ideologies.,0,1
1668,1668,1.5783514532191928e+18,"@MASK Chattrapati did Gharwapasi of Muslims into Hinduism. Mohammad kuli khan -&gt; Netaji Palkar. Another example is Bajaji Nimbalkar. In case of Bajaji, Raje got his own his daughter married to Bajaji’s son after his reconversion in Hinduism. ",1,1
1842,1842,1.5768968358051223e+18,"@MASK Another case of ""Mera SHAHID aisa nahi hai """"' .. how did they fall in their trap...??? #lovejihad ??? ",1,1
4550,4550,1.5835736534840563e+18,"@MASK Sunak also was the most anti-lockdown. Ideological perception somehow has become about who supports someone rather than that person's record. Sunak has the support of the big banks/donors/senior elder politicians and establishment becomes ""center"" or ""leftmost"". ",0,1
1402,1402,1.583199083216261e+18,Left in persia Farsi write to form liberty While Freedom is only founded in the right in any Restored Empire of unperverted Government            Hijab keep on,1,1
420,420,1.5806469712994836e+18,@MASK All your useless gyaan is to Hindus because others don't care for your brand of feminism and secularism,1,1
843,843,1.5752989845280727e+18,@MASK @MASK This is very proud moment for our country. (Senior ISRO Scientist Dr. A K Anil Kumar) sir we are very proud to be selection of yours as VICE President of IAF. Very Very congratulations 👏 #Congratulations #iaf #pmo #isro,0,1
58,58,1.5812114112832102e+18,@MASK @MASK Demonetisation 😀,0,1
4096,4096,1.559054440585302e+18,"The vision of RSS is based on the book ""BUNCH OF THOUGHT"" by Golwalkar and the ideas of Savarkar who always opposed the freedom struggle of India  #RSSBrokeIndia",1,1
3574,3574,1.585147740811833e+18,@MASK Bhagat singh aur azad ji ki bhi honi chahiye,0,1
1324,1324,1.583234325117821e+18,the way my hijab chew up the front of my hair is wild 🥺 yes i wear an under scarf,0,1
1551,1551,1.5815805070534492e+18,@MASK @MASK मुसलमानों को पुनः हिंदू धर्म में घर वापसी करने का संकल्प ले ! #GharWapasi,1,1
4045,4045,1.56031010195286e+18,"@MASK Where u guys got this kind of fake info,Rss first cheif hedgewar was an atheist and this golwalkar was hardly religious!!",0,1
3710,3710,1.5824260164288512e+18,@MASK Sardar Patel Se pehle kyun nahi ?,0,1
3953,3953,1.5667218771750543e+18,@MASK Tumhare guru to Savarkar Golwalkar hai chacha 🤣,1,1
4275,4275,1.5800984598643057e+18,"Chidambaram: We should've had cash ready.   Justice Nagarathna: When we are testing the hardship, can it have a bearing on constitutional validity?   Chidambaram: Yes, for the purpose of proportionality.   #SupremeCourt #Demonetisation ",0,1
4504,4504,1.5775125289384223e+18,"@MASK Ye sab 8 sal se chal raha hai. Ab to adat ho gya hai. Bina soche samjhe koi bhi division le lena, @MASK demonetisation lockdown etc. ",0,1
1887,1887,1.581172347310338e+18,"About 90% of leadership positions in Indian media are occupied by #uppercaste groups with not even a single #Dalit or #Adivasi heading Indian mainstream media, according to a new Oxfam report. ",0,1
1483,1483,1.5400240377156076e+18,"@MASK rupert murdoch ke char talaq se bahut problem hai, lekin triple talaq denein ki to himayat karte ho ! hain guts to bolo char shadi karna aur baar baar triple talaq ko use karke talaq dena unethical aur sin hai ! hain guts yeh  kadwa sach bolne ke ? ",1,1
3352,3352,1.584928503086342e+18,"i meannnn we still get random ig stories sometimes but it's just her showing her plants or whatever, well that's cute but we wanna see you.. 😭",0,1
3142,3142,1.585847819168264e+18,@MASK Haan kafi ache hote hai,1,1
324,324,1.568902509149946e+18,"@MASK Sir, are you representing Amit lakhani and men's welfare group in the sc regarding marital rape law in the next hearing ? ",0,1
3124,3124,1.5858490861458885e+18,@MASK @MASK Kyo ji' Gandhi ji ne tera baap maara h kya bhdwe;maderchod rndwe ;bsdk!  India me asaanti phelana chahta h,1,1
1203,1203,1.5820224883214664e+18,@MASK #EradicatePoverty Sant Shri Asharamji Bapu Bhajan Karo Bhojan Karo Dakshina Pao Param pujya Sant Shri Asaram ji bapu ekmatra aise brahmgyani Sant Hain jinhone दूर-दरा kshetron mein Rahane wale hamare Aaj ki samaj mein pichhade aadivasi dalit Bhai bahan ke bich jakar hamare Satya,0,1
3931,3931,1.556895963846832e+18,"@MASK @MASK @MASK Tere baap dada rhe honge dalle. Savarkar aur golwalkar Kaun the, angrezo k dalal the. Aaj unki najayaz aulaad bhi yahi kr rahi hai.",1,1
3473,3473,1.5858668569208177e+18,@MASK SIR JI NEHRU JI NE KISI AMBANI OR ADANI KA KARZA MAAF NHI LIYA THA,0,1
1406,1406,1.5831979669865472e+18,@MASK Hijab is the best cloth for Muslim women,1,1
2438,2438,1.5858556087331758e+18,#ICCT20WorldCup #ICCWorldCup2022   BREAKING NEWS  Early predictions Most likely Semifinal lineup  SF1:   India vs Rain SF2:   Rain  vs SA  #CSAT20 #BCCI,0,1
3605,3605,1.5850932866159944e+18,"@MASK Are beti 1947 ke phle wo india hi tha 🤣 Phir Bhagat Singh, Dilip Kumar, Adani ye bhi pakistani huye",0,1
3504,3504,1.5858579730535547e+18,"@MASK @MASK @MASK @MASK @MASK @MASK மக்களிடம் என்ன ஒத்துழைப்பை எதிர்பார்க்கிறீர்கள் ? மக்கள் ஒத்துழைக்க தயார் தான். மேலே குறிப்பிடப்பட்டுள்ள குறைகளை நிவர்த்தி செய்தாலே, பணிகளுக்கு இடையேயேனும் குறைந்த நெரிசலில் மரண பயமின்றி மக்கள் பயணிக்க முடியும். அதற்கான ஒத்துழைப்பு முயற்சி அரசிடமிருந்து தான் வரவேண்டும்.",1,1
2554,2554,1.585877580682363e+18,"@MASK @MASK Tere ko pata hai kya uska life me kya ho raha hai? Bc vo IPL me khel rahe te , aapni team ko jitwa diya",0,1
4162,4162,1.5808287154872033e+18,@MASK Jee haan . SC mein demonetisation keh teen kagaz dikhaneh ka waqt aa gayah hai.,1,1
4207,4207,1.5802896025767813e+18,#Demonetisation  Solicitor wanted to get this dismissed as infructuous and fait accompli.  Eventually 5J CB ordered notices on pending IAs!   P Chidambaram argued the matter and persuaded for hearing on validity of RBI Act Sec 26(2)!,0,1
3588,3588,1.5851209064559616e+18,"Vidyarthi had tried his best to save Bhagat Singh from being hanged, and also arranged a meeting between Chandrashekhar Azad and Nehru in Allahabad, which however ended on failure. The continous imprisonments also took a toll on his health.",0,1
2763,2763,1.5856859220743496e+18,@MASK IPL mei isko 7 crore mei lelo aesa bol rha hai 😂,0,1
787,787,1.571403974493839e+18,"in collaboration with #nidcom_gov & #OPSWASH1 at Kara Market, Ogere Remo, Ogun State to support FGN's move to end open defecation.”   Credit: Twitter | nidcom_gov  -- Follow us for more breaking news and videos ",0,1
2901,2901,1.168434433172525e+18,"@MASK Sinc when has law started giving options of detention to undertrials. Ok sibal is appearing, send him to Nahan instead of Tihar.",0,1
908,908,1.5835773066766336e+18,Modella has this money on lockdown abeg   @MASK win the money for us babe,0,1
3840,3840,1.5815044114779013e+18,"@MASK  @MASK  Sir No of patients of dengue in sardar patel marg kumharar,patna 26 but no one come here for fogging..",0,1
3368,3368,1.5848995841991188e+18,@MASK @MASK क्योंकि हम लोग में सब अलग अलग है को राजपूत तो कोई ब्राह्मण तो कोई यादव सब एक दूसरे को देखते है और सोचते है हमारे साथ थोड़ी हुआ,0,1
1767,1767,1.577140751892218e+18,"News18 India’s classy ticker: “Kaagaz nahin dikhaayenge, garba mein aayenge?”  Zee News headline: “Mere garbe mein tumhara kya kaam hai”  Aaj Tak offers “breaking analysis of love jihad” at garba pandals   Times Now: “Garba bahaana, Hindu betiyaan nishaana?”  Supreme Court?? ",1,1
4018,4018,1.5616585035925747e+18,"@MASK abroad is a distant matter, closer to home ask Hindus that if Savarkar was so great then why SP Mookherjee leave  the Hindu Mahasabha so easily to start the Bharatiya Jana Sangh with Golwalkar’s RSS backing? what happened to being united for the Hindu cause",0,1
2648,2648,1.58581955440375e+18,@MASK @MASK Phir tu IPL k liye jail me standium bna do kis kis ko pakro gy sabi tu bikke hoye hain 😂🦴💰,1,1
3097,3097,1.5858771918498245e+18,@MASK Gandhi ji,0,1
3657,3657,1.5849426633834043e+18,@MASK Eyse to Bhagat Singh bhi Pakistani hai kyo ki vo Lahore mai paida huye Thai... Chutye Valli baat karalo.,1,1
4160,4160,1.5808575846803374e+18,@MASK @MASK India is not a company started by #NarendraModi it's hard work of lot of people that's still standing after foolish decision of demonetisation and gst.,0,1
3309,3309,1.5849903277522657e+18,"@MASK Kisne roka ? Bann karo APKI SARKAR hai bhai , sab kaam karwalo abhi , warna jab SARKAR change hojayegi aapko wapas MAHATMA GANDHI ji ko hi naman karna hai GODSE ko nahi",1,1
2267,2267,1.581137815966212e+18,News.channeluo par bharat May  UAPA nahi lagega tab taq bharat ka bahut nuqsan hota rahega,0,1
3016,3016,1.584851660785914e+18,@MASK @MASK @MASK K Kamaraj was more powerful than Indira Gandhi. K Karunakaran was more powerful than PVNR but they themselves doubt their acceptance due to language problems.   That is the point I wanted to make. Its a barrier.,0,1
2353,2353,1.580637841461506e+18,दिल्ली को जलाने वाला प्रवेश वर्मा है भारत जलाओ पार्टी से है इस लिए कोई कारवाई गिरफ्तारी नहीं हो रहा है पर प्रवेज आलम होता किसी भी पार्टी से होता तो अब तक uapa nsa लगा कर जेल हो गया होता  #Islamophobiya_in_india,0,1
3295,3295,1.5850812576705004e+18,@MASK @MASK @MASK He is dead along with Godse  Both must be having a party in hell,1,1
2638,2638,1.5858263147615764e+18,इक  बगल मे वर्ल्ड कप  होगा इक बगल  मे IPL की ट्रॉफीयां । इक बगल मे नीली टोपी होगी इक बगल मे सन्तरीयां II हम नीली को भुला सन्तरी की तरफ खो जाएंगे I और वर्ल्ड कप से कह दो IPL मे प्लेयर ऑफ टूर्नामेंट बन के  आयेंगे II -केले राहुल  #INDvNED,1,1
1601,1601,1.5801644233477612e+18,"Appa toh ek hi lakshya ha, nav bouddho ka ghar wapasi... ://twitter.com/i/spaces/1jMJgLjypnMxL ",1,1
4486,4486,1.5780351095375951e+18,@MASK Same with Dhruva  Collections paramga Avg eh.. becoz of demonetisation,0,1
1523,1523,1.5829752633356657e+18,"@MASK Ghar wapasi to which caste. Solve casteism first, opportunity and equality of everyone, Dalits/adivasis won't seek even any religion. Then that will be soon for hindusim too 😆 ",1,1
4085,4085,1.559070771103744e+18,While talking about the outcome of the Quit India Movement Golwalkar said: Sangh vowed not to do anything directly  #RSSBrokeIndia,1,1
4450,4450,1.578964014381818e+18,"@MASK @MASK The main motivebehind demonetisation is to turn the blackmoney of the capitalists to  white,&make it legal and grow under the surveillance of govt with1or2%.Banks have huge cash in hand so interest rates reduced.Seniorcitizens put in soup,forced 2invest in capital markets & lost ",0,1
1803,1803,1.5769891665789788e+18,@MASK @MASK Love jihad ho kya,1,1
676,676,1.5986182974358282e+18,"@MASK #IndianArmy not only protects us from enemies but from various deadly diseases too, by providing necessary awarness. #WorldAIDSDay ",0,1
3794,3794,1.5818913484705628e+18,"Breaking: AAP promises to replace Gandhi and Sardar Patel pics with Bhagat Singh and Ambedkar in Gujarat govt. offices, after winning Gujarat elections.",0,1
3307,3307,1.5849987686338683e+18,"@MASK @MASK Madam Gandhi doesn't suits u  Yogi ji keh ke ""Godse"" likhwa lo....",1,1
711,711,1.5820401419163156e+18,@MASK @MASK Delhi main lynching hui hai kuch karengay ???,0,1
141,141,1.5820040118590628e+18,"Govt suspends with immediate effect senior IAS officer Jitendra Narain, accused of rape in Andaman and Nicobar Islands: MHA ",0,1
4364,4364,1.5800733013719368e+18,Chidambaram urges court to not stop petitioners at this stage and only listen to them for an hour.   #SupremeCourt #Demonetisation,0,1
49,49,1.5813150692623032e+18,EVEN DAYS..  bhakt--- u know what..CONGRESS is bankrupt after Demonetisation..   ODD DAYS... bhakt--- u know what.. All the crowd in bharat yodo yatra were actually paid crowd..  Confused DUMBHAKTS 😁,1,1
1573,1573,1.580832475227386e+18,@MASK To beta udhar ke log kangaal ho jayenge🤣🤣 Lockdown me thode waqt k liye bihariyon ne ghar wapasi ki to poore south ki chaddi fatt gyi thi🤧,1,1
490,490,1.5462143090422167e+18,"FLOOD  Mag: NA From: WFO JSJ Location: URB. VISTA VERDE, PR Time: 0318 PM  LT on 07/10/2022 Source: EMERGENCY MNGR Remarks: Emergency management reported urban flooding affecting urb. vista verde, in aguadilla. both calle 12 and calle 13 are flooded.  #PRwx ",0,1
4437,4437,1.5791429626839204e+18,@MASK @MASK @MASK @MASK Take a look at protests since 2014...Demonetisation..Rapists being garlanded and fed sweets...Red fort incident 2021 republic day...BJP karyakartas lynched in Bengal after elections 2021 (no action)..and how do you know there are no scams? 🤣Just because media isn't reporting any,1,1
2893,2893,1.1782989996037898e+18,@MASK Only now you are feeling ashamed ? There are lakhs of undertrials in Indian jails .... Many may get acquitted ... What about their agony ? What about years spent in jail by Col.Purohit and Sadhvi Pragya ? Anyone from Congress (which advocated Hindu terror theory) returned them ?,1,1
3187,3187,1.5858429985036943e+18,"@MASK @MASK Rajgarh Colony Satsang Marg road Gandhi Nagar police station k pass. Din raat Matka jhua chalta hai 2-2 school k bahar he road, raat m toh jhuaario ka mela Laga hota hai koi kuch nhi kar Paa rha",1,1
3565,3565,1.5851492033111283e+18,Bhagat Singh and Babasaheb must be laughing today!!,0,1
1131,1131,1.5820604525779397e+18,@MASK मिर्ची की intensity १० गुना बड़ गई क्योंकि आरक्षण वाला top end bmw चला रहा है ।🌶🌶🌶😂😂😂😂,0,1
800,800,1.5756766242339635e+18,"@MASK These people are like why do the govt. spend so much amount for army , with those fund they can feed poor people.. why do they allot so mch for ISRO , with those fund they can feed poor... Their problem is not about that show piece... It's is Veena which this meant Saraswati devi ",0,1
631,631,1.598665673185497e+18,@MASK 🙏🙏🙏🙏,0,1
4518,4518,1.5771868192001267e+18,"Did you know that ""Ranga-Billa"" was a rapist? Being a rapist is a heinous crime but a bigger crime is being poor and unemployed. Today the biggest reason for unemployment was the demonetisation of 2016, shouldn't the demonetizer also be punished like ""Ranga-Billa""? ",1,1
4480,4480,1.5781216969468147e+18,@MASK @MASK @MASK Vote ke liye abhi Pappu jo kar rha hai woh?? Aise bhi Demonetisation ke baad koi election nhi tha toh yeh election ke liye toh nhi tha par ye pappu election ke liye hi yeh nautanki kar rha hai,1,1
2445,2445,1.585854705283973e+18,@MASK we request @MASK  this man deserve @MASK contract next year after this performance he is perfect all-round performer @MASK  we need this types of player,0,1
4317,4317,1.5800901784920596e+18,Chidambaram takes the court through the 1946 & 1978 Acts.   #SupremeCourt #Demonetisation,0,1
1981,1981,1.5808336789930353e+18,"@MASK Our nation needs Dalit, Adivasi, Backward class & Muslim mainstream media houses & Journalists to share their opinion & stories on every aspect. ",1,1
786,786,1.5714514907783496e+18,@MASK Didn't Modi tell you we're an open-defecation-free nation ???,0,1
4209,4209,1.5802758624776356e+18,Proud for #Demonetisation,0,1
335,335,1.5688894417790648e+18,"कांग्रेस ने सबसे बड़ा पाप किया है, तो वह भारत को तोड़ने का काम किया।   भारत को तोड़ने वाले आज भारत जोड़ने की बात कर रहे हैं। #mohanbhagwatji #mohanbhagwat #BoycottbollywoodForever #BoycottMarriage #BoycottPathaan #MaritalRape #boycottIslam #IslamicTerrorismInIndia ",1,1
3335,3335,1.584947014286336e+18,@MASK @MASK ಶರಣ ತತ್ವದ ಅನುಷ್ಟಾನದ ಹೊರಾಟಗಾರನಂತೆ_ಯಾವ ತತ್ವನೋ.. ಹೇಸಿಗೆ ನೆಕ್ಕೋ ಪ್ರಾಚಾರ್ಯ.. ಹಲ್ಕಾ ಚಿಂತಕ_ಇವನ ಭೋಧನೆ ಕೇಳುವವರು ಭಯೋತ್ಪಾದಕರು 😡,1,1
1191,1191,1.5820290866708603e+18,@MASK Pathetic tweet. Who cares he is dalit or not.,0,1
1849,1849,1.576882183360258e+18,@MASK Love jihad ban hona chahiye,0,1
4547,4547,1.5835747392260874e+18,@MASK And I'm honest enough to say I broke lockdown rules. Unlike some #BorisTheLiar,1,1
3601,3601,1.5850989387761705e+18,@MASK There is no Pakistan before 47..Our freedom fighter Swaheed Bhagat was also from a village which is now Pakistan. We cant call Bhagat Singh as a Pakistani because there is no Pakistan before 47..,0,1
3051,3051,1.5848091786691338e+18,@MASK Indira Gandhi married to a Muslim man so we had a Muslim PM by logic,0,1
2384,2384,1.5804315885000745e+18,@MASK @MASK @MASK @MASK @MASK ati hai HM ke under aur baki aage aap samjh sakte ho ... Isliye koi karhwayi nahi ho rahi hai agr kisi muslim me bola hota to abhi tak UAPA lag gya hota,1,1
4500,4500,1.5776110179069706e+18,"@MASK u begged, #BoycottBollywood impacting 100s of families n it sudn't b done Demonetisation bhool gaye? tab bhi bahut garibon ka nuksan huya tha, sab pareshan hue the Aise hazaro example hai kuch big n accha karne ke liye,collateral damages uthane hote hain #Adipursh ",1,1
2000,2000,1.5807447362349343e+18,"अनुसूचित क्षेत्र में पाखंडवाद को बढ़ावा देकर भील आदिवासियों की मूल संस्कृति, प्रकृतिक जीवन शैली को खत्म करना चाहते हो, लेकिन ये कभी संभव नहीं आदिवासी अब जाग उठा है  🌾 जोहार 🏹 #GGTU_से_वैदिक_कोर्स_हटाओ #मेव_जनजाति_आरक्षण_दो @MASK ",0,1
3268,3268,1.5851504124031263e+18,They have made Godse a patriot and Gandhi anti national. They want to replace Babasaheb’s constitution with RSS’ constitution  #Congresspresident @MASK on BJP,0,1
2967,2967,1.5858495891100262e+18,@MASK Jo bharose Wale emergency lagye hai wo km se km sanvidhan ki baat na hi kare to acha hai aur baat hamare bachon ki na hai baat hai Gandhi pariwar ki agli pidi jo Priyanka wadra se aage badhegi wo kya krenge q ki agar bjp 10 saal aur reh gyi to ye Gandhi pariwar aur congress khtm.,1,1
408,408,1.5806553613670932e+18,@MASK जैसे लड़के करते लड़कियो को,0,1
3655,3655,1.584943387786248e+18,@MASK @MASK Bhagat singh also born in pakistan.. Indian depty prime minister lal krishna adwani also from sindh pakistan .. Hyprocasy ki seema hoti h,0,1
4039,4039,1.5608568880103465e+18,"@MASK @MASK @MASK 1853 ലെ Results of British Rule in India എന്ന മാർക്സിന്റെ ഒരുലേഖനമുണ്ട് .അതിന്റെ 17 ആം ഖണ്ടികയിൽ പറയുന്നത് ""ഹിന്ദുക്കൾ ശക്തരായാലെ ഇന്ത്യ സ്വതന്ത്രമാവൂ"" എന്നാണ് .ഇതനുസരിച്ചു ശക്തമായ ഒരുഹിന്ദുസംഘടനയാണ് Dr Hedgewar സൃഷ്ടിച്ചത് .premature ഏറ്റുമുട്ടലിനു Golwalkar തയ്യാറായിരുന്നില്ല",1,1
4306,4306,1.5800932585540155e+18,Chidambaram reads Section 26 of the RBI Act.   #SupremeCourt #Demonetisation,0,1
2513,2513,1.585846106961113e+18,@MASK @MASK @MASK @MASK भाई तूने आम जनता की पिक्चर बना दी और अब खुद पिक्चर देख रहा है..,0,1
3189,3189,1.5858426636682117e+18,@MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK Buddhu raam..  Gandhi ji ko rashtriya pita ki upadhi  khud hmare Subhash Chandra Bose ne hi di thi..  Ar aaj k muddo pr kb bolenge ap?,1,1
2226,2226,1.5811831127003668e+18,"@MASK जैसे बाक़ी पूरे भारत में मुसलमानों के साथ हो रहा है , मारो भी और कोई आवाज़ उठाए तो उसके ऊपर uapa लगा दो उसका घर तोड़ दो । ",1,1
716,716,1.5820121085431808e+18,@MASK hindu lynching ka kyaa..flop actress,1,1
122,122,1.5820261429276344e+18,"#HRCttee member @MASK asks #Ethiopia 🇪🇹about violence ag women. Marital rape, polygamous and early marriages, and #FGM are salient issues. What measures have you taken to remind all parties of the conflict of need to protect civilian population ag all forms of #SGVB? ",0,1
1762,1762,1.577145268390482e+18,"2002 is a water shed year for Bollywood. The Bollywoodias lost excess of ₹2,500 Crores in top-10 flop films. #BoycottBollywood #AplhaQBollywood is working  On one hand incessant J!hadi violence, LoveJihad and terr0rism and on the other Bollywood projects Hindus as the culprits ",1,1
3811,3811,1.5816790065373798e+18,Mr.@Jairam_Ramesh @MASK Ji.  Just one question.  Sardar Patel had unified more than 565 Princely states .  Mr. Naheru failed to fix even one princely state that is J&K.   Why ??,0,1
3108,3108,1.5858616124935045e+18,@MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK 😂 Bhai inko Nehru ar Gandhi ji k pas bhejiye..  Ye 2022 k ni h,0,1
825,825,1.5754189421006277e+18,@MASK Avoid notepad for website designing...:(,0,1
949,949,1.583546728845697e+18,This week Covid 19 doesn't approve of feces,0,1
1937,1937,1.5809490796804383e+18,@MASK @MASK Bechare bhobhale adivasi ko thug ne nikle ho...,0,1
1683,1683,1.5780114181250455e+18,"@MASK @MASK Hinduism have two sides,  Ahinsa Parmo Dharma  Dharam Hinsa Tathaiva cha  Still on first side,  And if Sanatani start following pure Religion with 2nd side than 3rd copy converted like you do Ghar Wapasi or else leave this country.  Enjoy Hindus don't come on 2nd side, But soon ",1,1
2501,2501,1.58584763726968e+18,@MASK Source - BCCI Mouth 🤣,1,1
4527,4527,1.5769704194535793e+18,"Where are the 2000 #RupeeNotes ? What happened to the 2000 rupee notes in #India . For all the #demonetisation hungama, where are those notes now ? #Economics #IndianEconomy #currentaffairs #Currency @MASK  @MASK @MASK #ShowMe2K ",0,1
4076,4076,1.5591361153359708e+18,"The way Rahul Gandhi changed his DP to Nehru holding a tricolour, I want to change it to Savarkar or Golwalkar holding the Flag.  Can anyone help and share some pictures of theirs holding the tricolour... 🙂🙂 @MASK @MASK @MASK  @MASK",1,1
4320,4320,1.580089530987975e+18,Chidambaram: The question is whether to achieve this objective was this the procedure? We're alternate methods examined?  #SupremeCourt #Demonetisation,0,1
4505,4505,1.5775071659541957e+18,"@MASK True sir ,,, after demonetisation the appreciation of PROPERTY  is almost nill ... however the DEMAND of RE growth propelled by actual home buyers . ",0,1
3106,3106,1.5858664629330657e+18,@MASK What is wrong in that? At least they were not corrupt like Congress leaders and Nehru-Gandhi family who names every assets in India in their names. They awarded Bharat Ratna to themselves.,0,1
3234,3234,1.5858372077255803e+18,@MASK @MASK Swine Pakistan one more GANDHI is coming it's tiger @MASK Ji his grand mother ripped of swine Pakistan Now Rahul ji is going to make many more small tiny parts of Pakistan so that their terror hub will roast in hell  You are every day attacking innocent people,1,1
3195,3195,1.5858421010694387e+18,"@MASK @MASK Rahul Gandhi,or congress ki chamchi ko hbd",1,1
3362,3362,1.5849136663942758e+18,@MASK @MASK @MASK @MASK jab tak tu tel laga k apni G marwane aata rahega atankwadi ki aulad tab tak har hindustani teri keh k leta rahega godse k pille...tu tel lagata ja hum pelte jayenge...aaja topa choosle 😂😂,1,1
4213,4213,1.5802618432845988e+18,"""We always know where the Lakshman Rekha is, but the manner in which it was done has to be examined.""  - #SupremeCourtOfIndia said about #Demonetisation today. ",0,1
2535,2535,1.5858183627851694e+18,@MASK @MASK @MASK What about tennis ball cricketers at Jawahar Nagar whose destiny would have been different had there been IPL in the 90s😀,0,1
3740,3740,1.5822771051861445e+18,"@MASK @MASK @MASK #SardarPatel unified 562 princely states despite the struggle with Junagadh, Hyderabad and Manipur but he had to step down on insistence of MK Gandhi.   Because of party politics Nehru handled #Kashmir, Sino-India war and created all the troubles.   #CongressMuktBharat",0,1
292,292,1.5689541901936517e+18,"@MASK Getting Virgin Girl as Daughter in law. It is also a bad demand. Galat demand karoge to palat war hoga.  Genuine cases of Dowry, Virginity test & DV disrespect & abuse all women. Vice versa fake cases of Dowry & DV + Marital Rape disrespect & abuse all men. So #NoIllogicalRituals ",0,1
336,336,1.568889056024744e+18,"कांग्रेस ने सबसे बड़ा पाप किया है, तो वह भारत को तोड़ने का काम किया।   भारत को तोड़ने वाले आज भारत जोड़ने की बात कर रहे हैं। #mohanbhagwatji #mohanbhagwat #BoycottbollywoodForever #BoycottMarriage #BoycottPathaan #MaritalRape #boycottIslam #IslamicTerrorismInIndia ",1,1
3,3,1.5820010008647025e+18,@MASK Understand the reasons and internals.  Vajpayee faced Sanctions  UPA : Lehmann brothers & SC ruling against 2 G and coal.  Modi govt: Demonetisation plus other suicidal economic policies  (self created) + Covid,0,1
788,788,1.5713728599848468e+18,"@MASK @MASK @MASK @MASK @MASK Just rest.... Focking rest... Someone helped against open defecation, to 10s of million but you're worried about 2007...  Is it not a mental case now???  Were you guys sworn for???  How's your home state before castigating someone else???  Just let the boy be.  Haba ",0,1
3564,3564,1.585149348354044e+18,Bhakts: Gandhi ki Jagah Bose aur Bhagat singh ki photo lagao Rupaye pe.  Kejriwal: Gandhi ke saath Laxmi ji aur Ganesh ji ki photo lagao rupaye pe   Owaisi: Hijabi Aurat ko PM dekhna hai iss mulk ki.  Me: How about a royal rumble match between you guys?,0,1
1562,1562,1.58129730779417e+18,@MASK @MASK Usse Pehle tum Hindu Dharam mein Ghar Wapasi kardoge,1,1
174,174,1.5817083005757276e+18,@MASK That’s what I genuinely fear about #MaritalRape,0,1
3916,3916,1.557787614387716e+18,@MASK Nationalism is in the soul of each and every Indian and not with Godse Worshipper's and Savarkar followers and Golwalkar Theory,0,1
2292,2292,1.5809410172176302e+18,"Human rights defender Prof. G.N. Saibaba is acquited from all the cases in which he had allegedly 'links with Maoists', by Bombay HC's Nagpur bench today. But his Co-acused Pandu Narote died in a jail before seeing himself acquited. This is how #UAPA works. ",0,1
2797,2797,1.585676860520018e+18,@MASK The most over rated player....only good in ipl,0,1
