,Sentence,Label,codemixed
1889,Cows are definitely gonna vote for Modi ji in 2019 ;),1,1
1892,"now toh even federer support india. india 1, pak 00. hahaha...lol :p #indvspak ",0,1
1894,shikhar dawan at half century. scorecard-110/1 #indvspak chak de indiawaale,0,1
1895,#worldcup2015: bhuvneshwar kumar replaces injured mohammad shami vs uae. india to bowl first #indvsuae,0,1
1896,"Vijay Devarkonda be like....  
I don't give a fuck...Ã°Å¸â€“â€¢Ã°Å¸â€“â€¢Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š ",0,1
1897,Intro Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£,0,1
1901,"Navratri Ganesh Pooja and other festivals are occasions 
We are not made to hear other religious belief 
Why should we ",2,1
1905,I am with #Sonu,1,1
1906,"Army chief is correct and gays should never be allowed in arm forces. Itna hi
Sauk he to sare chakke ghar pe pubg khelo. ",0,1
1907,who is she? farah? kaun janta hai inhe? ..,1,1
1908,7003108725 my whats app number,0,1
1909,Including FM Jeithley,1,1
1910,D same akshay kr slapped a poor watchman for not treating his son wth respect,1,1
1913,Its her choice... She s not destroying feminism... Feminists too love to take care of kids...,1,1
1914,Moni Singh you ppl will challenge only to loose,2,1
1915,yes same evm gave khujli 67/70 :( this needs to be investigated,1,1
1916,"*PART TIME JOB* WITHOUT INVESTMENT 
 --Ã£â‚¬â€¹No registration fees 
Earn daily 400-500/-by workin 2 hours per day.
For more details type join  and what's up this no:- 9996424214 ",0,1
1918,Who is this Shirish Kunder? One of the owners of the Islamic Express?,2,1
1919,Stop promoting Pakistani artists in India..,0,1
1920,1000th likeÃ°Å¸â€˜Â,0,1
1922,Lakti Ningthou... Better is you to write the script of mahabaratha... And may complete the cast. You kick out fool.... You know mt vasudevan the script writer had studeid of mahabaratha for 20 Years... And i hope you would not have better experience than him... So please. Realise the controversy....,1,1
1923,Sonunigam ji AZAAN IS CALL FOR UNITY .AZAN IS CALL FOR PUIRTY .AZAN IS CALL FOR TO MEET ALMIGHTY .AZAAN IS CALL FOR BENFIT .NOT GUNDAGARDI .NOW U DOING GONDAGARDI U R NOTHING IN FRONT MY LORD AM RESPECTING U BECUASE OF MY LORD . MAN OUR CREATOR LOOKING U AM PRAYING FOR U TO NOT PUNISH U BUT REALISE U .AND WILL BE SHAME  U AND U WILL  APPOLAGISE ON SOCIAL MEDIA .NOW MY LORD WILL JUSTIY U. ALLAH IS GREAT .ALLHU AKBAR.  THIS MESSAGE WILL COME TO U INSHALLAH.,2,1
1926,Modiji do one time face to face war with Pakistan. Daag Dijye Missiles .,1,1
1929,"Part time online job without investment 
Most important job for Facebook expert 
Earn 15000-25000/-month 
Open play store 
Install champcash mony free app
Sign up with champcash 
Refer id-12935304
Install 7-8 apps in the champcash and start online work ",0,1
1931,weting for RX100movie,0,1
1932,"Very bad,cumunal govt ind why not take secularism step? ",2,1
1933,Ha ha lies again ...,1,1
1934,It's call unemployment lol,1,1
1935,"Al9


,Alicia ",0,1
1940,Very nice review ..completely agree Ã°Å¸â„¢Â,0,1
1941,Who is this Soni Chamcha of Sonia shut up your dirty mouth,2,1
1943,"USCIRF HAVE YOU HERED DEAR ARNAB? ALSO HEARED UN? THOUSAND CRORES WASTED ON
ADAAR TO PRINT, THIS IS NOT A DOCUMENT FOR CITIZENSHIP. YOUR BARK WILL NOT
WORK MY DEAR ",0,1
1945,The type that's beyond you,1,1
1946,try to respect all religions mr nigam,2,1
1947,Such a movie mad nation.  Following this page to her news updates but for the last 2 days it was bahubaali this bahubaali that.. Craazzaayy,1,1
1948,Kolkatta,0,1
1953,"He wasn't self destructive that's the way men should be. He had his standards
that he refused everyone to touch. ",0,1
1954,arnab you must retire now. you are done.,0,1
1955,"bhai u r great  
love from bangladesh ",0,1
1956,These udderless party should be kicked out with beef stuffed in their mouth.,2,1
1957,Against 2 Army javan we need 200 pak  army killed. ..we need more,2,1
1958,Awesome i like that Sardar guy,0,1
1959,Kagji hero and he will be zero. Why Kumar didn't fight election to know his status,1,1
1960,Because you are so well fitted in your white sanghi avtar.anyway aap is piece of shitt  too,2,1
1961,Because you have already CHELA of bjp rss,1,1
1963,ya right.. Ã°Å¸Ëœâ€š u were always here right.. wil be here only.. BJP will rule ... they are here to stay,0,1
1965,Let see in screen...he  s god gifted actor..wil make ur deep throat aknowledgment to make prove,1,1
1966,"Bro finally I found a man talking sense about KABIR SINGH. Rest of the people
are admiring this movie under peer pressure from the lesser intelligent
masses. Dil khush kar diya tumne bhai.. :) ",0,1
1967,"18+ old can vote .but they are not able to under stand this movie ?.....these
kind of movies should come to make them mature. ",0,1
1968,Superb video Pratik Kabir Singh is blockbuster,0,1
1971,"In this photo there are three stars sindhu, sakshi and salman .....only salman gifted a amount along with govt department...all names start from s..... ",0,1
1974,@MASK Maity nice sister... you are right,0,1
1975,Ã Â¤Â¤Ã Â¥â€¡Ã Â¤Â°Ã Â¥â‚¬ Ã Â¤Â¤Ã Â¥â€¹ Ã Â¤Â¯Ã Â¥â€šÃ Â¤ÂªÃ Â¥â‚¬ Ã Â¤Â®Ã Â¥â€¡Ã Â¤â€š Ã Â¤Â¹Ã Â¥â‚¬ Ã Â¤Â¬Ã Â¤Å“Ã Â¤Â¾ Ã Â¤Â¦Ã Â¥â‚¬ Ã Â¤â€”Ã Â¤Â¯Ã Â¥â‚¬ Ã Â¤Â¹Ã Â¥Ë†,2,1
1978,modi should learn from great leader still busy saving cows and killing innocent,2,1
1981,"Homosexuals should never be allowed in the army.... It will damage the decorum
of the army.... ",0,1
1982,Typical Aaptards found....,0,1
1985,"@MASK Sardar  
Me from earth ",0,1
1986,Everyone know who is ranga Billa in current situation..,0,1
1989,Ohh really what about non tribals being treated as dogs in notheast especially bhiaries etc,2,1
1990,"do u know the details of the case ....  
isthe man in prison ",0,1
1992,This video is for Sucharita Tyagi from Film Companion.Ã°Å¸â€˜Â,0,1
1993,Well.. The CM can be goon... But this joker is really a tampon...,2,1
1994,"Gaurav k actually Indian Muslims has great obsession for their masters..they got that boot licking habit from their boot licking  ancestors ,who couldn't hold onto their own root.. ",2,1
1996,"Look at his T-shirt. Ã°Å¸Ëœâ€š Ã°Å¸Ëœâ€š Ã°Å¸Ëœâ€š  
High level single person.  
Like me ",0,1
1998,You deserves bohot kuch sir..Hats offÃ°Å¸ËœÅ’Ã°Å¸ËœÅ’Ã°Å¸ËœÅ’,0,1
1999,One way to control India's population..,0,1
2000,Wow superb Ã°Å¸â€˜Å’Ã°Å¸â€˜Å’Ã°Å¸â€˜Å’,0,1
2001,"This idiot doesn't even know the meaning of feminism..  
First look at his T-shirt that he's wearing...This moron talks about
feminism...chutia Ã°Å¸Â¤Â£Ã°Å¸Â¤Â£ ",2,1
2012,What is the objective of this lady???,0,1
2014,"Army is only for real men and women. I donÃ¢â‚¬â„¢t understand why supreme court
legalised it. ",0,1
2015,"I understand Didi, ",0,1
2016,"Ã°Å¸â€™Â¥India's No.1 Home JobÃ°Å¸â€™Â¥ Ã°Å¸Å’Å¸earn money without any investment Ã°Å¸Å’Å¸multi level networking  Ã°Å¸Å’Å¸work daily 2 hours per day earn rs 500 to 1000rs daily Ã°Å¸â€Â¥life changing oppurtunity Ã¢Å“Âtype ""JOIN"" and send to my whatsapp no +918444867178 ",0,1
2017,So basically kabir singh is tere naam' s radhe on drugs,0,1
2020,From his own state gujrat he will be wiped off,1,1
2021,"Ohhh chill man dnt go fr watch dis mv n distribute milk to poor of movie ticket priceÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š
Ya it's wasting of milk u rut but we can also lv without watching mv but no one can lv without,start act tdy then u cn complaint abt other ",1,1
2023,"By speaking such kind of foul language, Arundhati Roy has just exposed herself
and her irrational & illogical way of thinking. ",0,1
2024,"Rafi Ahmed, trust you are aware that Islam doesn't respect other religion's and existence of other gods. Muslims are not secular. This is a major reason for the jihadi violence and the untold mysery the world is suffering today. ",1,1
2027,"Latha Venkateshan was in some cases of lobbying and passing on insider information, right? ",2,1
2029,Perfect example of SOLD media house. Just like SONIA/RAHUL GANDHI who will sell anything ifthe price is right.,1,1
2030,Bomb all the porky Army camps in the border...Right now...#deathtoPakistan...,2,1
2033,And what about corrupt politicians?? Imagine what would be happening in coming elections!!,1,1
2035,"Recently i watched DEAR ZINDIGI and i think that was damm awesome.. and i bet
uh can't even point out single mistake in story... ",0,1
2036,Single gay looking for true loveÃ°Å¸ËœÂ¥Ã°Å¸ËœÂ¥,0,1
2039,omg...she is trying to irk kareena by this statement it seems....,1,1
2041,According to HM and PM---- hum iski kari ninda karte hain!an oft repeated statement!,1,1
2042,You contact us at +306944127528 Phone number +33751085649,0,1
2044,"Break the chainzz dude , Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š ",0,1
2047,Failed cricketer? Ur insane.. how come he is failed in cricket?,1,1
2048,"Part time online job without investment 
Most important job for Facebook expert 
Earn 15000-25000/-month 
Open play store 
Install champcash mony free app
Sign up with champcash 
Refer id-12935304
Install 7-8 apps in the champcash and start online work ",0,1
2052,Absolutely agree abb they should upgrade there script to logic based movies,0,1
2054,Please keep up the crusade. Is it true about ayurvedic medicines also?,0,1
2056,"Thuroor, how will you rate the time of Nehru Indira and Rajeev. 
Man talk logical. You are suppose to be educated and public is also not fool. ",1,1
2058,@MASK I am sure you have been following news from #JNU In 40 minutes the students' hunger-strike enter its 14th Day #StandWithJNU,0,1
2061,U r too good sir.....,0,1
2063,Where is that illegitimate kid of john dayal Mizz Gurmeher who till date don't know whether her father died in Kargil or in encounter with terrorist to meet these people and convince??? :/,2,1
2065,Sonu is a jobless singer now...So his desperation come out to this comment...His sleep either day or night is not normally .....Now he is a road singer ....,2,1
2067,Not just that.. Some places  in India have attained unprecedented peace..what more do you want???,1,1
2068,Shirish kunder is a dud.... Remember#joker? Lol,2,1
2069,"""President"" ?? ha ha ha ",1,1
2070,Sonia latha surbhi ekta kritika shereen very nice thought indeed,0,1
2073,rt @MASK and ro hits 3 chawke lagataar...wohoo.:d #indvsuae,0,1
2074,2000 notes are of no use ... I am staying proper Mumbai I have not seen 500 rupee note .. still banks not giving 500 rs. Notes,1,1
2075,Killing wife isn't issue in Modis rule...issue is triple talaq...,2,1
2080,Jalal whom u want to be that also u mention,1,1
2081,Isiliye to real life ko movie se compare nahi kr skte.....,0,1
2083,Harish Kumar and kerala too,1,1
2086,"United nations declare hafeed syeed a terririst
Osama was killed on ur soil
Malala was atacked by ur terrorists
U support terrorist

All fake. Lol ",2,1
2087,MollAna wrong,1,1
2089,rt @MASK auses went down in points table and will meet india in quarters Ã°Å¸ËœÅ“ #ausvnz #indvsuae,0,1
2091,"Most absurd way of  implementing the system, second most  populous country in the world,  how is the government  addressing  the  cash tender?? Are banks n post  office  enough to  exchange for every single  indian... #marketingmanmodi#nobrains ",1,1
2092,Tamo will definitely Rock the car market and specially Racemo ........we r proud of you.,0,1
2093,"Delhi Police can't update itself as those politicians use to do so quickly .
Khaki ! Irani has been removed from HRD .. Bassi is light year away .. Courts have no cases against boys ..
But mindless will stay dumb as ever . ",1,1
2095,"magic bricks , ndtv poperties ....all this are bought by real estate and builders of this country ...who relish all the violations of floating the rules...all parties got the considerable share of profit .........real commodity that in stake ",0,1
2097,The Great Powers should avoid such dangerous inhumnan dramas to happen in the society.. . it creates bad results on one's health,1,1
2098,I guess so far around 6 to 7 lakh crore came into banking channel.,0,1
2099,"today i watched this movie .. its Fantastic..  
but i was also excited to watch your review..Ã°Å¸ËœÅ Ã°Å¸ËœÅ  ",0,1
2100,"The way some journalists go out of the way to argue for and support Afzal Guru and his supporters, I wish it is much better if they openly support Rahul Gandhi and Congress than this ",1,1
2101,what a wicket !!!!!!!!! woohooooo #indvsuae #wontgiveitback #cwc15 #bleedblue,0,1
2102,Getting friendzoned!,0,1
2103,Oosam brother,0,1
2104,aiyoo virat is here...but anushka sharma ilayae...#indvspak,0,1
2105,Who is this f**king idiot,2,1
2107,Next...?? Mass Agitations soon..,1,1
2110,This is because of ignorance and illeterate.law is there bcz of triple talaq happening. It is hapening bcz of ignorance  and illeteracy.,1,1
2111,Some idiots are busy in spreading rumours without understanding the reasoning behind remonetisation.,1,1
2112,"those who are giving dislikes, are 'self-destructive chutiya' ",0,1
2113,"Napakis are expert to make jannat into jahannum.

Ex. Afghanistan, Balochistan,Pok & kashmir. ",2,1
2115,our President has no history like modi who kills thousand Muslims in gujrat,2,1
2116,shame on pakistan....this country has no humanity nad thier soldier is very coward....indian sodier must give strong reply,0,1
2117,Looteras' won't do good for people.,2,1
2118,Bro then what about chichorre,0,1
2119,"Mission mangal is average .you never feel sort of science in it . Just sold
nationalism. See first man or martian ",0,1
2122,"I think it was an alien,  who,  acted well In. Pink.  
You butthurt.  Ã°Å¸Ëœâ€š ",1,1
2124,Muzamil hassan yes securties is the demat and trade product of YES BANK,0,1
2127,Right bro ...fuck bollywood,0,1
2129,"Respect for you sir, you are a very good person Ã°Å¸â„¢ÂÃ°Å¸â€¡Â®Ã°Å¸â€¡Â³, keep going ",0,1
2130,Wrong decision. Shem  Shem,2,1
2133,chevrolet corvette jake edition http://t.co/5ti5sftq87 #indvsuae #superbudget #unionbudget2015 #ausvnz #sabkabudget,0,1
2138,"09777070288 IAm single iam from Odisha state bhubaneswar I love hot and sexy
movies and enjoy full night if you are interested msg me on whatsapp ",0,1
2139,So it's might be something like gujrath riot's??,1,1
2140,"Isn't Delhi police under Union Home Ministry?
He should blame Rajnath Singh ji and Kiran Rijiju ",1,1
2141,"nice......

<https://youtu.be/MDTajrNe36E> ",0,1
2146,Go India Ã°Å¸â€¡Â®Ã°Å¸â€¡Â³ don't support from here lol Ã°Å¸Ëœâ€š how's everything,1,1
2148,Hi sexc fovÃ°Å¸Å’Â·Ã°Å¸Å’Â¹Ã°Å¸â€˜ÂÃ°Å¸Ëœâ€šÃ°Å¸â€˜Ë† sex hot,0,1
2149,C'mon Didi if someone thinks that way sometimes it's a choice made out of lack of exposure. She is only 22. She was not politically correct.,2,1
2155,Roar loudlyÃ°Å¸Ëœâ€š,0,1
2159,But arjun reddy is masterpiece,0,1
2161,why don't you speak in parliament...why do you bubk parliament..??,1,1
2163,Saradindu Jena shame on bhakts like u Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,2,1
2165,Definitely go Mr. Azam and then see how fool you will look.,1,1
2167,He should shift his home to Himalayas..... There would be no cacophony...Only euphony of birds chirping... Becoz he will not be allowed to spread such intolerance and hatred for other religious beliefs in a secular and diverse country like India.,1,1
2169,Most awaited video Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,0,1
2170,Best movie review for this movie Ã°Å¸â„¢Å’Ã°Å¸â„¢Å’,0,1
2171,"Due to this video i become ur fan bro....  
I m subscribing ur channel.. ",0,1
2174,"Arnab don't give more important to Mrs.Roy. Just take her in custody and
demonstrate law exist ",0,1
2175,Mr. Jacob seems to be so upset. Look at his face. Lol,1,1
2176,Sir pls put ur views...on JOKER movie....plz if possible..!!,0,1
2177,Satnam Singh- farmers are drying in Maharashtra ?  And do you want to say farmers were happy in Maharashtra before Modi was elected ??  Yaar suna to that sardar joke acche karte hai... Aaj saamne dekh bhi liya.. I am from Maharashtra and i know that farmers are being treated much much better these days... BTW if Anna is RSS agent then whose agent are you ?????,1,1
2180,"Sonu nigam when u do concerts and do stage shows then also u use loud speskers and mikes....that isn't noise pollution for you...U have hell lot of money make ur house sound proof...dnt commment on anyones religion wheather its muslims , hindus ,Sikhs or Christians...from now I will bycot ur songs and ur concerts... ",2,1
2188,"Modi where is ur surgical strikes, what happened ur 56'' chest ",2,1
2189,"Kuldeep not all ...now we are realising the bad effects of islamization ,communism and mamta bhakti ",2,1
2192,No CM can work against the Constitution..pl do not draw conclusions even before start ..let the CM work ..after all the people are the referee n judge...,1,1
2196,Loved it bro. Subscribed you. Ã¢â„¢Â¥Ã¯Â¸Â,0,1
2197,Too many converted minority dogs are barking here .....lol,2,1
2202,"This Govt only need COW Protection, they don't care for Army Persons. They are working for Love Jihad, they don't care for love of Army person's families.. they are busy with Ghar wapisi and our Jawans are coming home in national flags... ""aaagaye aache din"" ",1,1
2205,Sonu nigam is right ! If they call azan then sing it with bare vocals,1,1
2206,we need a 10 wicket win #indvsuae,0,1
2207,Bhai did u see 2022. Not every politician is same.,1,1
2208,"Aby chutiya kaun bada bhai ghanta en Mco ko bhai bol raha hai , sidha bomb maro aur Sab ko khatam karo Mco ko ",1,1
2209,playing xi for tomorrow's game #indvspak rohit dhawan kohli rahane raina msd(c/wk) jadeja r ashwin bhuvi umesh shami,0,1
2212,And you P Vijayan aginst humanity,1,1
2216,he has gone mad,2,1
2217,#indvsuae bhubaneswar kumar is back and,0,1
2218,law only for poorman,1,1
2219,I agree with you Ã°Å¸â„¢ÂÃ°Å¸ËœÅ ,0,1
2224,Maxwell.. if you cant see developments happening then you should just shut,1,1
2226,It will be very good if they get all these in time... Usually in our system it does not... They really deserve these...,0,1
2229,Someone tell her navratri happens for only 9 days a year not 1825 times a year..,1,1
2230,Koyel Di rite and very nice,0,1
2232,"U guys donÃ¢â‚¬â„¢t get the point. There was no CAA when NPR and NRC was proposed.
The problem is when CAA is combined with NRC. Duh ",0,1
2234,GODI media,0,1
2238,"Many doubting Yogi-Adityanath ! Why?

Why darpok-HINDUs are so scared of our own man? Why ru so self-loathing? Self-doubting. They are thoroughly brainwashed by presstitute-media !  Even Kujliwal, even ModiJi was a first timers... Why it's a responsibility of BJP to address liberals expectations?

Who will rescue HINDUs in UP?
Look at this Shocking incident!

https://m.facebook.com/ShankhNaad/photos/a.118146701658320.18858.107229389416718/928709467268702/?type=3 ",1,1
2240,"Mshanu are u literatr?
Bcos budget date was announced before election date so why election commition has announced election before budget. ",1,1
2242,"It is enough of telling us about previous govrements failures ,listening to that we have lected you ,all the promises you have made speek about them  only ",1,1
2243,Even we have lost hopes in Anna Hazare....He is not worried about corruption now,1,1
2244,Indians can have faith in u Virat because u r not Narendra Modi.,1,1
2245,The art of knowing is to know what to ignore - purequotes4u,0,1
2246,MRahman Syed...your cock is already half cut,1,1
2248,William Machado Azam khan and owaisi said modi and his entire caste is Dog ...,2,1
2250,about quote fits to all states on inadequate knowledge on GST ..central-- over and above knowledge on GST -aristotle a real turtle,0,1
2253,Very truely talking about arunachal.. we start our day with National anthem and end with it....and main land people still cal us Chinese... jai hind,0,1
2254,Jatle totly  failer  minister  in india,2,1
2256,indian space mission to find water in the planet earth ----> dum dum give me gum gum -cnbc tv 18,1,1
2259,"yo cheer up ""kyonki pakistan kabhi india tha!"" #indvspak #cwc15 #bleedblue #bleedgreen ",0,1
2260,"The fact is Kabir Singh or Arjun Reddy is the biggest Threat for the life of
our Youngsters.I advice to all Non sensical Youths Don't waste your Valuable
time for this types of Rubbish Junk Plzzzz.We should Boycott Bollywood.If
anyone agree than thoko likeÃ°Å¸â€˜â€¡Ã°Å¸â€˜â€¡Ã°Å¸â€˜â€¡Ã°Å¸â€˜â€¡ ",0,1
2261,Good amushing,0,1
2263,But whats wrong in giving suggestions; He has opened the websits bharat ke veer; and if he some nice positive suggestion whats wrong in that; And I dont think that he goes around saying that he he is a great deshbhakt or something?,1,1
2265,"Sir you are a great sir I have a request please watch geetha govindam telgu
movie and give your opinion please sir ",0,1
2270,Sharika Parmar Tanvi Barua Amaal Akhtar Avarna Ojha I like her. I really do. Hell with Priyankas and Parineetis.,2,1
2271,rt @MASK kohli hitting 4's no mauka for rohit! #indvsuae,0,1
2273,"They don't deserve celebs r they really?But indian tolly actors deserve there
prof.... ",0,1
2274,@MASK H has*,0,1
2276,"<https://youtu.be/Gup_LUHsmhI>  
  
Hey pratik If u wanna know how popular and how much indian anime fans loves u
then click that link.  
  
Ur not making anime content from last few years bt then to v still love u cuz
in the past u did something good for anime and cuz of that reason v will
support u. I know ur not going to listen my word bt still plz do anime reviews
atleast 1 in a month. ",0,1
2277,"#indvspak #cwc15 come on india roklo #pakistan ko or apni lead ko 6-0 banado #india come on india, india.... india.... india... ",0,1
2278,Give Mahajan a gun to shot all the so called palimentarians who do not listen to her,1,1
2280,Shakshi MahaRaja is much better than both.,1,1
2283,I love this movieeÃ°Å¸ËœÂÃ°Å¸ËœÂkabir SinghÃ°Å¸ËœÅ½,0,1
2285,"The person who was once banned in the nation, is being shown the utmost respect by the same lawmakers who once opposed him. Ram ke leela hai mere bhai ",1,1
2286,@MASK Pathan I love you ji,0,1
2287,Suggest some books brother .Ã¢ËœÂ¹Ã¯Â¸Â,0,1
2290,Bhavik Trivedi Indiya has great sons like this by the grace of god,0,1
2291,Fake degree to fake GDP by feku modi,1,1
2292,dictator is your gay gangsters saffron government who wear khaki panty,2,1
2294,So BAT men killed 'em,1,1
2295,Kabir Singh my favourite Ã°Å¸â€Â¼Ã°Å¸â€Â¼,0,1
2296,India is not to Raghu!!! Too much dependencies is bad..... The show must go On!!!,2,1
2303,Dailoguebaaz of the year wat a stupid reasoning for bhookamp ha even Einstein would be having shivers in his grave Ã°Å¸Ëœâ‚¬Ã°Å¸Ëœâ‚¬Ã°Å¸Ëœâ‚¬Ã°Å¸Ëœâ‚¬Ã°Å¸Ëœâ‚¬,0,1
2304,"New job Vacancy in BJP, they are Hiring ISI agents...Interested candidate please contact to Tadipaar Shah and Kailash Vijayvargiya, Fekendra.....
Candidate Ability-He must be BJP member...... Deshdrohi Party....BJP+ ISI+ ISIS alliance.... ",2,1
2305,@MASK rofl hahahahaha rt @MASK found this gem. #indvspak #wc2015 http://t.co/wuo5dpapwu suits him #pakvwi,0,1
2310,Those secular ppl who say wht abt loud speakerw in ganesh and nav ratri ....they just come once a year but this morning sounds come daily....,2,1
2313,@MASK bhagat These Gays And Lesbos are Basically Opposing the Laws Of Nature,0,1
2314,"This is a dedicated hardworking leader as our pm taken Ala
 indiA  to 21centuary and beyond ",1,1
2316,"[16:48](https://www.youtube.com/watch?v=N_ZMfQMZos0&t=16m48s) savage level
100%Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š ",0,1
2319,"For info, countries like United States and China have HDI scores of 0.92 & 0.738. Respectively. ",0,1
2320,Haha. What do they expect from her? To work in cycle aggarbatti ad!,1,1
2322,"He is escaping from his phycal punishments for drinking blood &, flesh of several human beings. However he  must stand before the god to explain before Allah his god. ",0,1
2324,Expect ????? Show the bike remoter baad mein start with changing the camera men,1,1
2325,Why pinned hope he never support kejri.,1,1
2326,he is great actor but not match as a bheema,2,1
2327,That moron who said **bevkoof hai Jo support kartay hai** screw you Ã°Å¸Â¤Â¯Ã°Å¸ËœÂ ,0,1
2328,Inko salo ko andr ghus k maro or rahem mt khao bc pr,2,1
2329,"All Indian army was watching 
Bahubali 2/ IPL during Pakistan army crossed the border and killed two Dogs and mutilated them Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š ",2,1
2335,After this I found Arjun Reddy is far better and realistic,0,1
2336,tt mobile in @MASK tt india 12:24 1.#ausvnz 2.#nzvaus 3.#superbudget 4.#indvsuae 5.#sabkabudget 6.star... http://t.co/9aseeiyxvu,0,1
2337,Muslim are much socially economically backward..they really deserve it..n moreover its the matter of state not the centre,2,1
2339,Janwar black fancy Dawood Aarushi Choudhary,0,1
2341,"During Uri attack reporter of NDTV very tacitly dropped d link abt loopholes at Uri base expressing possibilities for thr success... 
Btw we hv seen selective news on Kashmir ...
No discussion on exodus of peace loving Pundits ...
NDTV nvr asked a question ovr Kairana, Bangal & Malda..
Evn Award wapsi issue ws blown out of proportion... 
I wish if could ask face to face question to representative of the NDTV ",0,1
2342,Dont care about papu n party... carry on sir ji,1,1
2344,Indian Govt. Is total waste...//// Only giving speech.....//// They can't do anything.....//// Really its very sad news..,2,1
2346,Awsm actingÃ°Å¸â€˜Å’Ã°Å¸â€˜Å’nd movie,0,1
2347,"I saw the video. The speach looked like a comedy show of Russel peters. He names some congress men and the audience laughing. Does he full fill any charecters of a PM?. When the country is in a huge financial trouble and oppostion is accusing him of bribe, he should answer to the point with proof. These kind of sarcastic reply is unprofessional. ",2,1
2353,"Who gave this sutpid survey.

At band 40, I get max speef of 2.32 mbs.
At band 5, I get max speed of 1.17 mbs.

But yesterday when i was at jio service center the speed was 23 mbs at band 40 and 2.23 mbs at band 5.
These speed are tested at Rampur and delhi C.P. over oklah speed test.

To watch movie on youtube at i have use my BSNL 3g network because jio buffer a lot at 144 kbs size.

Now i have given money plz give us some proper speed. ",2,1
2354,"oh...i get it...he's saying 'screw you bajaj, for making me do this'! ",2,1
2363,#indvsuae big win by india. authority stamped. come wi come. we are champions,0,1
2368,"Hot
<https://youtu.be/RavH920LPIM> ",0,1
2369,Country's mp should be dumb like mammohan singh,2,1
2370,Nice vibeo,0,1
2371,Why this Arundhuti is allowed to come to India?,0,1
2372,COA is working overtime on behalf of traitor manohar and icc.if icc is not ready to listen to bcci let ghem go to hell.And These COA fools can go to home...leave bcci alone.you have already inflicted damages to indian cricket.who will pay COA or the supreme court ....,1,1
2379,Kasturi is another Arundati Roy. Both idiots,0,1
2380,Nise Video,0,1
2387,Intelligent people will never praise him. ..we are wasting your 5 year's. ...what he has promised & what he is doing. ....,1,1
2391,Please control your language sanu,2,1
2392,"What abt beef export bann ?
What abt goa,north east ? ",1,1
2394,Wonderful! I think he will change the perception about himself ;). I wish he emerges as a great leader!,0,1
2397,These are the best ruler in the indan histary ever ruled?,0,1
2398,"This lady is a total nutcase!!.....She can be best described with profane
phrases like a Cock womble or a Dingleberry!!....Mad lady!! ",0,1
2399,"Movie was Amazing.. Ã°Å¸â€˜Å’ Shahid's Acting was Excellent. Everythimg About the
movie is awesome.  
Those so called idiotic Feminists are retarded. That dumbass sucharita of film
companion kept barking stupid things about Kabir Singh but that motherfucker
liked nawazuddin's Raman raghav. What a fucking hypocrite she is.  
So called those idiotic Feminists liked Four more shots but hated Kabir singh.
Kamaal Ke chutiye log Hai. Bhaad mein Gaye aise Chutiye.. ",2,1
2400,Hahaha those who argue modi the coward man to do something are world foolish peoples. Modi can killed only unarmed innocent Muslims in india. He can't thing even in dream to face pakistan now.,1,1
2403,Ratish Menon atleast his father have never heard this much english that u spoke on himÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,1,1
2404,"Kabir Singh is to feminists what Modiji is to left-liberals. They hate him but
cannot do anything because the people of India love himÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š ",0,1
2405,I agree with your opinion pratik bhai,0,1
2408,Indian express did it again ...have some moral please,1,1
2410,Neta ko bhejo border me tb pta chlega jaan kya chij hoti h,1,1
2413,I am Waiting for this video Ã°Å¸Ëœâ€¡Ã°Å¸â„¢â€šÃ°Å¸Ëœâ€š,0,1
2418,Bhai top 10 web series list,0,1
2419,Anna hazare talk more and work less where is Lokpal Bill still we waiting. ....,2,1
2422,"See who is saying this , DId u have taken permission to speakÃ°Å¸Ëœâ€š ",1,1
2424,arun  kumar idiot  .......you  don't  worry  kerala,2,1
2425,You r so amazing guys...love u,0,1
2428,Thankyu so much,0,1
2432,Little knowledge in always dengarous..... it's really....,0,1
2434,"Mohamed Pasha 
Years (say before 100 years) loud speaker was not used before Azan. Why should it be used now ? ",1,1
2435,@MASK bisht good for u!,0,1
2439,@MASK Kranthi yes bro same feeling,0,1
2440,"For kashmiri pandits thy hv no answer, as thy can see only their problms only..like thy do remember proper dates n no. Of ppl got harmed bt thy dont remember their deeds behind that..unfortunatly ",1,1
