,Sentence,Label,codemixed
2309,All IT companies bubble will soon burst. They all are liars and conceive information,2,0
2311,"The culture we adopted under colonial rule & even after independence till now, very difficult to remove easily.  it will haunt on us for some more time, until they realize how think logically... ",1,0
2312,that was a guest who got molested when they switched the lights off,2,0
2315,"Is dominar a serious treat to Enfield? 
Complete different segment ",0,0
2317,I m gay,0,0
2318,Maya Patel loudspeaker not started at 4.30 am.,2,0
2321,"courageous or not , but how can a human be still annoyed with a dead. ",1,0
2323,Tamil Nadu farmer are telling they are suffering from money and other drama wasting milk on poster. Instead of this these people had given milk to need children in name of Bahu bali,1,0
2330,"Love him. But one thing is clear, Leftists and AAPTARDS want only their representatives to speak. EVERY ONE ELSE MUST KEEP pin drop silence ",1,0
2331,Modi is great. He does his homework very well and think for Indian common man.Keepit u we are not with you sir.,1,0
2332,M HAPPY,0,0
2333,Wtl I watched this movie just today!,0,0
2334,"Dear Maya, we are only using loudspeakersduring the time of festivals, it's not our daily practice to disturb others. And if anyone getting disturb due to this, they should keep in thought and mentality that that was only for 10 days not like daily 3 times in a day. ",2,0
2338,"I can so relate to this movie with my life Brudda..Thankyou for Awesome
Review..I have given so many addictions to be with my Ex again ",0,0
2340,"@MASK Kumar calling a particular character poorly written doesn't make one
FAR left . Her character is laughable regardless of gender ",0,0
2343,Look how the pimp of RSS is speaks.,2,0
2345,"If sectorial impact (referring to TCS results) would show up at the board level, TCS is the main culprit, for, they failed in value creationÃ°Å¸ËœÂ¡ ",0,0
2348,a honest review,0,0
2349,for this reason only Bollywood has turn into a garbage industry,0,0
2350,"You tell us, what is motive behind his statement, what is necessary to say against any , his personal choice, he respect himself, no one even Hindu, ",1,0
2351,"A crowd , mostly of women were protesting against opening of a liquor shop in residential locality. From social point of view protest was ok
But what the Police was supposed to do? Stand there and allow deterioration of situation ? Or dispers the crowd and open the road for traffic.
The legality of opening of the liquor shop lies under drugs and liquor dept. They must have called the police.
The IPS was working under what is permitted by law. 
Humiliating the officer, lady or any is to be condemned. ",1,0
2352,Don't insult lions by using them for shs they were lions when Balasaheb was alive. And Polls in different Mc are also going on and bjp is having clear majority in all those places,1,0
2355,Now we have to eat according to the dictates of the government.,1,0
2356,"Nothing new on it. Indians only gossip, take action instead of spreading failures ",1,0
2357,BETTER YOU MUST GO AND HAVE DIALOGUE WITH PAPU  AND YOU MIGHT GET SOME GOOD IDEA,2,0
2358,AR should be tried under sedation case.,0,0
2359,"U r jealous with other singer dat doesnt make u sleep Ã°Å¸ËœÂ´ 
Go beg for some work u will find peaceful sleep n try not to creates riots by ur words u r known celebrity it doesn't make u to speak about any religion n dat jst for publicity u creep mind go n consult to psychiatrists n get ur treatment done ",2,0
2360,"Decision is correct but execution is not so good, a proper planning with correct execution would have been good. ",1,0
2361,Where them Leftists at?,1,0
2362,Y u added that things dalit . U think those ppls doesn't have knowledge.1st u guys change ur attitude than u hav 2 analyse others,1,0
2364,Nice tips,0,0
2365,"Concerned authorities should bring arundathi Roy and other these type of
people before the law of the land.for giving anti national statements ",0,0
2366,People who question his degree should know that he thinks far better than lots of highly educated folks who either keeps mum or scare poor citizens.,1,0
2367,Nice good job,0,0
2373,Super!!,0,0
2374,"If entertainment will be fully logical and practical then it will be not more
defined as entertainment ! ",0,0
2375,So the cmo has no right to interfere as to why the ambulance is not being provided.,1,0
2376,Damn High? He is behaving normal,0,0
2377,Sir you disowned  kejriwal  long time ago. So why you are continuously criticising  only Kejriwal.,1,0
2378,you need to study law before saying anything to Indian express,1,0
2381,Where is the MLAS. Who will elect him. Knowing that he can't get elected he is playing drama,1,0
2382,"When u have responded, after few days everything OK, all Pakistan actors, singers, wl start coming back than all is well ",1,0
2383,This is exactly the problem. Overnight people have become all very aware and gives quick fix solutions to 70 year old problems without taking into consideration the brutality of their solutions on the civilians and the military alike! No wonder why Kashmir will remain a hotspot for years to come!!,1,0
2384,"Do you survey are not done on actual 
But data of convenience.
That is the reason your base fails 

Col lamba ",0,0
2385,"The point is any negative character must not be projected as a hero and Kabir
Singh is a character which is definitely showed doing bad activities but on
the other hand if we focus the intention of the movie is also to project that
whatever he is doing he remains a hero. ",0,0
2386,One community has started killing humanity in the name of Cow as one community was killing humanity in the name of Allha seems we Hindus too has started humiliating humanity,2,0
2388,"She is openly declaring that Indian parliament is unconstitutional , her place
is jail. ",0,0
2389,"And there is no human right violation?
No human right brigade will come out and cry for these soldiers ",1,0
2390,"Shivshankar Thakur They have nothing to show,these r low life scums with neither knowledge of history nor any capablity to see stark failures of communism, and dont even get me started on their economic insight a retard has more economic literacy then any commie commenting here. They love china, I think we shud disenfranchise them and send them to china or maybe tibet would be fun watching them die at hands of Peoples army eternal bliss. ",2,0
2393,Neil Khurana not believing in any court any justice system is part of ur thinking as from mao to naxal in india u always maintaining kill everyone who don't believe in communism.......,2,0
2395,Hate her re.,2,0
2396,That's the truth,0,0
2401,Dogs,0,0
2402,Atrocities,2,0
2406,Touch my picture,0,0
2407,"The moment GurMehar took her Martyred Army Father's name to publicize her support for separatism, it can no more be counted as just her personal opinion.

If she had made that statement without taking refuge in martyrdom of her father then only it could have been treated as a personal opinion.

As of now her statement implies that her Ex-Army father and even many in Indian Army too would have been in support of her statement. ",1,0
2409,He does so much homework before the speech unlike congress people who does only dictation of what is written,1,0
2411,You've got a lot of time to make a comeback to Pakistan because of what Pakistan has done.,1,0
2412,Is this ruling binding on Pakistan?,2,0
2414,What about super 30?,0,0
2415,Indian Express ur thought process is rusted.Instead of focusing on the achievement of the boy u people are concerned about him being a dalit.Achievements do not differentiate between dalit or general.,2,0
2416,"The whole Bollywood premise is showing a life people dream about and not
realism. It's a form of escapism from reality. ",0,0
2417,I don't think,0,0
2420,Don't politicize the issue.  Have some decency and dignity over the death of human.  Be human.  If you want to eat cow and if not available eat PIG you are a piggyboy.,2,0
2421,After ur speech I think black money holders also support u,1,0
2423,NYC,0,0
2426,Kudos Kangana taking a lone stand in an industry filled with cliques makes us realize just how strong you are anyways if anyone should leave the industry it should be Karan himself- you have more talent than he would have in ten lives,1,0
2427,Sounds interesting. Looking forward to the full interview on CNBC. Go Green!,0,0
2429,"Always a fan of you, working very hard to achieve something great ",0,0
2430,"leaders never avoid new ideas , they avoid only people do not allow new idea to flourish-john you are one among them ",0,0
2431,People struggled for over 200 years to get freedom from British. Can't we struggle 2months for th good of our country?,1,0
2433,"No Rafi RSS never supported British . Just think what Islam is all about , it is about Islam and Islammyat , everything else is fly in the milk so as to speak . RSS in a Hindu majority nation is about Hindu , Hinduism and Hindustan . 
About Gandhi assassination , yes it was justified considering the time it occurred. The nation is partition on both sides and massacred Hindus are arriving from the East and Wast . When Hindus and Sikhs retaliated , Gandhi went on his usual fast unto death . Did that stop Muslim mayhem ? ",1,0
2436,Why? Which country allows to speak against nation? These left and Congress breeded  rascals are sleeper cells of terrorists.,2,0
2437,"No, you should go to HELL ",2,0
2438,"Just because one of her books won a prize she considers herself important neta
does she wash her Face and mouth  
P ",0,0
2441,Why bcci not given anything. Even football federation of India given.,0,0
2445,OMG!,0,0
2448,"Ad hominem (Latin for ""to the person""),[1] short for argumentum ad hominem,
typically refers to a fallacious argumentative strategy whereby genuine
discussion of the topic at hand is avoided by instead attacking the character,
motive, or other attribute of the person making the argument ",0,0
2449,From he will fetch the votes to become MP.Making fools to all.,1,0
2453,"This lady is lost sanity need to b sent to mental asylum in Guatmao ,need to b
thrown out of the country v r better off minus such traitors ",0,0
2454,Bjp big win in UP and form govt and also uttarkhand,0,0
2458,He think without hard work its easy to get degree from harward u can expect any thing from this man,1,0
2463,It's true. I live in Netherlands and they have bigger mosques. Never have I heard azan anytime of the day. So why does it happen in India? Why does our government allow such ludicrous things?,2,0
2464,These ads talk about flavour also! Don't forget this side too. STD and flavour talks!!,1,0
2465,We dont disturb everyday.,2,0
2466,Good. Even Pakistan issued Fatwa against them.,1,0
2469,What's next target for reliance in the short term? What's a good time to enter,0,0
2471,1st Racemo will be delivered by the end of the year: Tata Motors MD,0,0
2473,Ana is a chameleon. And a RSS agent.,2,0
2474,"@MASK maurya u r taking me wrong  
I think I didn't put my reply rightly  
I mean look if multiple relations are wrong for girls then it same goes for
boys too  
If extra marital affairs wrong for boys then it is wrong for girls too  
If drinking alcohol ",0,0
2476,"Just clarifying, the data has been released by the government, right? ",1,0
2477,Finally I've got my type of people.,0,0
2478,Remove caste based reservation introduce economy based reservation automatically corruption I'll come down,1,0
2480,We want bike not this hair losser from side guy,1,0
2482,Dirty politics plays by Pakistan,2,0
2486,Add,0,0
2487,Snowman Logistics bought @MASK 50. Should I book profit now or hold? Kindly suggest.,0,0
2489,"What is this new wave of feminism? Man, these are the kind of useless people who make stupid ill - informed statements and give feminism a bad name. Also, I like being aggressive, since when is she authority on that. ",1,0
2493,"Simple, threat is a threat, whether it is by pamphlets or fatwa, miscreants have to be punished for trying to incite violence. ",2,0
2494,"I can understand that this budget is neither inspirational nor growth oriented nor encouraging for all of you - Congressmen! Happy Days are gone for you, right Mr. Sharma? ",1,0
2497,"Media is no more ,  media is Randia (prostitute) ",2,0
2498,If people get more money withdrawals then it is impossible to get more money to people who r stocking huge and crore of bundle,1,0
2499,U bloody Fuckstain just wait & watch u kill 2 our respected soldiers now time has to killed 200 ur gays soldiers,2,0
2500,Unite Muslims against fake Hindu religion,2,0
2501,"our railway minister is a CA, Delhi CM is an engineer. for the failures of railways you blame the minister (and not the CA) and for the failure of Delhi to prosper you blame the CM (not the engineer). similarly a CMO might be a doctor but he is on an administrative post. Hope it helps. sorry i wont come down to your level.
""When you fight with a pig you both get dirty, but the pig actually likes playing in the mud"" ",1,0
2502,Fabulous.Totally agree with you.100%truth.,0,0
2512,When is our PM going to Pakistan for the wedding or birthday bash?,1,0
2513,Such a good PM. These people don't want any development in the country.,1,0
2515,@MASK AVENGERS Joker was amazing. Endgame was shit.,0,0
2516,"Can be framed proper right to express, right to speech. ",0,0
2517,"I don't why Indian media always want Indians always barking on us 
So don't stop Indians keep barking on us ",2,0
2519,You talk like a child.,0,0
2520,"Hello. It's not the link that is the problem, it's the RBI site itself. Hopefully should be back soon. ",1,0
2522,great review sir . hoping more reviews like this.,0,0
2523,Kerala is one such state where the bhakts on the way to their anti beef protest venue and return eat beef and porotta just to feel full.,1,0
2524,Headline seems over exaggeration if you read through the last paragraph. This is again a paid news,2,0
2525,"The problem is that Indian woman know how to act as a good women/wife as long
as its serves her purpose then after her need are met she will show her true
colours. A real devil will come out. ",0,0
2530,"@MASK Positive What is your opinion about Muslims not allowing women to enter
Masjids ? Why are there no feminists protesting for that ? ",0,0
2534,Then why you are killing our own people there ?He took so many days to understand this simple thing,1,0
2536,How about govt helping farmers affected by the severe drought? Has the PM even met them agitations about their plight for the past one month in Delhi? He's short term easy solution obliterates the bigger problems  facing country,1,0
2537,Government should see that common man should not be in trouble,1,0
2538,This guy is the brand ambassador of MRF (Mentally retarded fellows).,2,0
2540,You protect cows more than the women and children in this country. Thats pathetic!!,2,0
2542,Locan Ironman ok,0,0
2546,We are sad for this unfortunate incidence and loosing our warriors. Govt. should and will fight back and give reply to this. May God give strength to the family members of the Martyrs.,2,0
2547,All set for a big move up Tomo I reckon,0,0
2548,"Congratulations. Now you're officially subscribed to the shakha. Please go
ahead and burn 2 bicycles outside Ninad STD PCO. Co incidentally, STD is
something you're never gonna get, coz you're never gonna get any S. ",2,0
2552,"Weddings are once in a way functions and the music generally stops by 11 pm or before. 
The loudspeakers are used round the year at worship places. ",1,0
2553,Deepak when black money was getting stashed in the Swiss bank what was Congress doing ? What has been done in past 15 years can't be undone immediately... Change has begun wait that black money will also come back...have some patience,1,0
2554,"Lol u don't know what's feminism either if u believe dictionary meaning, if u
believed in true equality then u would support egalitarianism instead if
feminism ",0,0
2555,"Courts ban jallikattu a sport by saying that it hurts animals but  says killing, eating those same animals as fundamental right.

These courts are full of duplicity and a part od Congress ecosystem. Courts interfere in Hindu matters directly but act cowardly when ut comes to Muslim matters. ",2,0
2556,But why ipl or Indian cricket board not donated any single rupee ? our money is with them too.,0,0
2558,Thanks Mr Obama for ur graceful support for our country India,0,0
2559,She must be declared a national shame.,2,0
2560,Some people have habit demoralise Indian army.It does not make any difference.Powers had not been delgated to indian army. Now Government has given the free hand to army. Now see the result.By the grace of god Indian army has never lost the war with Pakistan.It has always won war.,1,0
2561,"Why so, you need lakh of Rs to have descent dinner. Don't you people use cards or don't know how to use cards. Idiots! ",2,0
2563,Madam working women make more successful everything !!,1,0
2566,"Absolutely, regardless of religion. ",1,0
2567,"Ms.Roy should have been arrested immediately when she is enticing people in
the public. ",0,0
2568,"These rubbish opposition are just depriving poor people of money by opposing
this. They are shameful ",0,0
2570,"WHEN YOUR TIME IS OVER I MEAN DEATH,WHEN ANGEL ASK YOU ",1,0
2571,If you cannot do any good for your country   at least support those who are trying to do something better for country. Today whole world recognise India just because of Modi.,1,0
2572,"It's a failed philosophy and failed model.Latest example is Food  Riots and economic meltdown, 1000% inflation in Venezuela Country which has similar model. ",1,0
2577,"A big thanks for making this video. I was explaining the exact thing to my
friend 2 days ago and here you uploaded the video on this topic. ",0,0
2581,How the  Pakistani soldier mutilates an Indian BSF jawan? By entering in to loc? Don't make fool of your nation.,1,0
2582,After sometime he won't be getting a cycle rickshaw.,1,0
2584,So nice,0,0
2588,Judiciary system of India.........????????,1,0
2591,If only this money was utilised in building more athelete who can multiple the medal tally and bring nation to a respectful position on the table .,0,0
2592,"show us the proof ,that u have not did it . (A pakistani way of responding ) ",0,0
2593,"So, she means to say that the baby is like a puppy to the working parent. Who has to go to work. Isn't her husband a parent to her child too, or is she the only parent. Then according to her statement Shahid should also sit at home. Being a Homemaker is not an easy task. But, this is a very stupid statement. ",2,0
2594,"Not only Muslims, all religions should ban loud speakers. ",1,0
2595,Best dramebaz,2,0
2596,Be a human first..stop blaming  others on religion grounds stay in sound proof house,2,0
2597,very bed,0,0
2598,People who died standing in line must have been ill or old. How can it be blamed on him.,1,0
2600,"RIP. Salute to this brave soldiers of India. Who laid their life for the country, supreme sacrifice . ",0,0
2602,Just was waiting for your review.,0,0
2604,She said her daughter is not a puppy. Doesn't mean everyone else's kids are puppies!,1,0
2606,Ambitious Plan! Courageous Declaration! Enormous Challenge! Js 6 yrs - time flies fast!,1,0
2608,"How much did they give gopi, no news on that ",0,0
2610,Why do we have to be anti Semitic for stating facts. Those murderous Jews stole the land they're occupying today!,2,0
2615,"hello my self sumit from india. from kolkata. i just wanna say you are most
beautiful porimam. bangladesh is most beautiful country. and having a lots of
lovely people. so porimam you are looking very nice. i am your fan sumit. ",0,0
2616,"In Bhajans, while singing, Hindus  include Allah, Jisus...in stanzas. Guided by parents in our childhood itself. Now we realize, these Religions never found to have uttered Hindu Gods. who is tolerant? ",1,0
2618,Demontisation is completly failed   Lack of proper planning and Uncontrolled Bank Officials.  COMMON MAN HAS TO SUFFER.,1,0
2620,"Salute to you sir,great thinking ",0,0
2621,Love is blind,0,0
2626,i wish my bf could take this step and keep me and enjoy bed Ã°Å¸Â¥Â°,0,0
2627,".. this disgraceful shocking event of rape is the result of reactive administration and defense system, not proactive.. And the changes at root-societal level required.. To prevent such shameful events, need to create utmost fear for police, strict laws and society among such criminals.. but long way to go India.. ",0,0
2628,"These types of maulanas are not the maulanas in itself. People who spoke venom against any of the religion will never be right. 
And i am with our CM Yogi G. Ã°Å¸â€“â€™ ",1,0
2629,she telling to give the fake information it shows her misguiding the people's,0,0
2632,super video,0,0
2633,"Mr. Taroor! Can you explain, Sonia not even fully citizen of India, ruled our India with all powers but accountable to none.
Where were you Mr. Taroor?
You never questioned her? ",1,0
2635,"I dot approve of noise pollution. But then we have to stop so much honking all around. Early morning a school bus comes to pick the children in our neighborhood the driver keeps honking at 6 am. It's all disturbing. However, I thought Sonu Nigam was less stupid. ",2,0
2636,I was thinking why you haven't made a video on this topic,0,0
2638,Same bro,0,0
2639,Slogans of secularism means slogans of anti Hindu,1,0
2643,Since 10year BJP was in MCD. And 3 years under modi. Tell me plz single reason why u will still wish to vote BJP for mcd,0,0
2644,"Pak seems to deliberately invite Indian Army for a surgical strike to trap our SF . The recent incessant provocation is part of a preplanned trap, to let down us globally. Indian Army Chief must be cautious to undertake yet another  surgical strikes. Strikes r must ...but execute the way beyond their expectations..Of course we can..... ",1,0
2646,"good news, now we all can withdraw the useless 2k note which no one has change for, people used to avaid 1k notes due to change issue and now we have 2k notes introduced during a cash crunch . ",1,0
2651,"She is very emotional person, doesn't suit her in police uniform. ",2,0
2653,"What she has asked people is kinda non-cooperation movement in order to make
NRC unsuccessful. Nothing wrong in it. ",0,0
2655,"I truly agree with you brother.  
Btw intro was awesome. ",0,0
2656,Poor acting,0,0
2659,"A North Indian party that is unpatriotic, n spreading hate . Like the Muslims they also have a large base of illiterate Hindus who are being frightened that their religion is in danger ha ha ha ! ",2,0
2661,"2 min silence for porkies who were crawling on Indian media pages. 

Can't beat us in cricket
Can't beat us in war
Can't beat us in ICJ 

And they wan't kashmir  Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š ",2,0
2662,maybe you need to research more on why there are Maoists in that part of india in the first place. Understanding the problem will give you a wider perspective and maybe even how to better deal with them.,1,0
2665,The father has spoken bravely and now it is the country's turn to support him and other loyal Indians like him and actively garner their support to deradicalise the few who are unfortunately involved in anti-national activities.,1,0
2667,"Central government is spending crores of rupees in j&k for the last 70 years but this is nonsense, go-ahead and clean it. ",1,0
2668,Thanks friends,0,0
2677,Drop her plane without parachute. She would still make it safely. It will also be a visual treat,0,0
2679,time pass minister',1,0
2681,"Very true, who needs terrorists produced by Pakistan? :D :D ",1,0
2685,Get a sound proof hime if you can afford. Would be hard to live with a mediocre voice in this era,1,0
2687,Just when i was thinking wrong you just made my mind clear. Thank you.,0,0
2689,Awesome bro,0,0
2690,"Kabir singhs and feminists both group are results of a hypersexualised culture
created by liberals. ",2,0
2691,I am here. Call me friends.,0,0
2695,To Syria or Afghanistan,0,0
2698,"""Punjan"" polls? Really? Forget editors, even MS word would suffice. Browser dictionaries pick that up! ",0,0
2705,"Please somebody let him speak a full sentence. Even if he stammers or Say's nonsense we should promote ""tolerance"" We should not turn our back towards a ""differently able"" political leader he represents a number of people ",1,0
2707,Two times Oscar Tom Hanks can't play Jesus,1,0
2709,"We want to read your book sir, please make it available. ",0,0
2714,"Shame on Paytm ,Reliance Jio Money ,Visa and Master  for thriving on the misery heaped upon over a population of1.25 billion by this insensitive government  to make money.Is it Corporate Social Responsibility (CSR) which is a buzzword these days. ",2,0
2719,A woman like her should have 10 babies. Her daughter is lucky.,1,0
2720,Yes india needs time and favourable neighbour space bt why defence obssession of india is growing disproportionately all due to bjp govt need true leaders like mahatma gandhi to show the way,0,0
2721,Heavy,0,0
2723,First encounter the Roy,0,0
2724,WTF,2,0
2726,Nice video,0,0
2731,Our Hon'ble governor is Best  But Some one not ......,1,0
2732,good,0,0
2733,"This film is only about couple who passionate about love don't know what has
happened to society. ",0,0
2734,I won't support this sudden change why they need to do sudden change,1,0
2735,Remove Gandhis and remove appeasement of minorities and remove quotas!! Advocate Meritocracy and India will reach it's true potential.,2,0
2736,Our leaders are just drunken sots and beastly guttons do you agree?,2,0
2739,True fact.,0,0
2740,I cant see why our govt is not stopping the  entry of Chinese products into India which could be hazardous to health. Who is the dalal who is earning money in its import. Shameful.,2,0
2744,"Carry out autopsy first.
May be killed by cross border fires but Indians were afraid to fetch them in view of Paki fire and animals feasted their flesh.. ",1,0
2747,"People's can stand for darshan of God in q four hours, why can't we stand for our India, my country is charging... Plz cooperate. ",1,0
2750,"Does India lack educated, intelligent and honest people to run the government? ",1,0
2756,That's her pick up line that nobody listens,0,0
2759,Both are not even Indian companies with majority stake in foreign hands.,0,0
2761,Vomit,0,0
2767,Airtel is useless,1,0
2775,Superf,0,0
2776,Is it really a fight against Blackmoney? If it is then why exemption for political parties which are the big offenders.How much has been recovered from Swiss and other F.Banks? What action is being taken against those named in Panama papers?will trust you if a few of the offenders are punished.Will your party contest elections without accepting funds from Blackmoney holders ?,1,0
2779,"Oh sexy my darling, I love you ",0,0
2780,Like!,0,0
2784,"Reservation is not poverty alleviation scheme, it is there for only those social groups, historically who has been exploited, marginalized, rendered weaker. Muslims wanted window within OBCs, Supreme Court says, you can create subwindow within OBCs, without breaching 50% barrier, but not on the basis of religion. ",1,0
2786,"But @MASK Thomas we have many Hindus who believe fall into the North Indian illiterate category that really believe Hinduism is being attacked !!!  
Is there any country where Christians , Hindus, Muslims and any Religion is seen living in such harmony , understanding and peace. ?? 
Imagine these fools supporting them ? And they want others that they don't like Beef. What a Fraud of the first order ? ",2,0
2787,She's a waste of Kerala to the outside world as we don't want such shit here.,0,0
2789,chinese leaders are using Veto tp protect terrorist in pakistan ? liars.,1,0
2797,Some  organisation  or NGO  or influential person  should  file a writ on Supreme Court  against  this patently  illegal  and unreasonable  order.,1,0
2799,If solar power can be used in Calculators ? why not to use it for Street Lights in villages?,0,0
2800,"Not only black money will get affected 
Rupee gets better when it starts rotating in the economy 
Hawala business stopped now
And like this so many ",1,0
2801,"Ban loudspeakers at religious places like temple,mosques,gurudwaras etc, ban crackers during diwali or allow eco friendly crackers. Allow only skin friendly colour during holi. 
Religion and devotion should be limited to oneself. It's effects should not be imposed on others in the name of secularism. 
Actually Sonu Nigam raised a good issue. It is just that he told about only one community, so people are overreacting at what he said.
Please let the country run by common sense instead of religion. ",2,0
2802,"I personally believe movies are meant for entertainment only so don't take it
too seriously. ",0,0
2803,"The guy in yellow shirt needs to look at mirror and look at his disgusting pot
belly...no girl in her right mind would ever pick that sleazy fatso. ",0,0
2806,Everyone who opposes are the ones who cannot do anythn and comment just.,1,0
2808,"Incredible india !!! All poor humans of the country should wear the skin Nd horns of cattle to get safety, food and shelter in the incredible india!!! ",1,0
2810,Pakistan wants war they should get it nice n proper.Ã°Å¸ËœÅ½,0,0
2811,Who cares what feminists says!,0,0
2812,hes true i support him Azaan shud be banned so that peace remains in India,2,0
2815,"@MASK Singh I agree with you 1 -he loves turly so he kissed her infront of
family members in her home what is respectable man to love a women !  
2 - he accepted his ban Coz he knew if he will not so the drinking habbit will
continue so it was a cleve ",0,0
2818,Good to hear this. Over last few months people have advised to buy this share without any evidence. Do your own research. Don't go with the useless experts in market. Ã°Å¸Â¤â€,0,0
2822,All indian muslims should be honest like him so that terrorist will be discouraged,1,0
2823,His speeches show the situation is out of his control!! & he has no clue what move to make next!,1,0
2824,Maha Ghaznavi read this.,0,0
2826,100% Correct,2,0
2828,"It's not correct bro.
1- Not every IITians get hefty packaged offers from US or other big country. Those who get are very few. Really very few. So most of the IITians are in India.
2- In that few too there are few who have rejected those offers.
3- I don't know where these subsidies are going. I pay approx 3 lakhs per annum as fees but still don't find that level of facilities. ",1,0
2830,How long u keep on giving subsidy? The cost price has 2 b recovered.,1,0
2836,First finish doggy. Then attack Pakistan. Dogy is more dangerous than Pakistan,2,0
2838,Best way to talk with pak First kill you sent your body as a Messenger to them,2,0
2839,I like surprises would wait prepare urself n be happy,1,0
2841,she is so cute ! .. i might lose all my capital watching her !,0,0
2842,"Now we have our very own Taliban, all those TV channels must be gratified to create an atmosphere of terror. Police should be informed and this should be taken very seriously. ",2,0
2843,questions for people with common sense from nilesh - Why isnt Anna asking BJP to implement Lok pal bill ? Why isnt he doing any fast to force Bjp to get back black money from swiss banks ? Anna did all the drama to remove congress but not to change the system.,1,0
2846,bro you have great wisdom,0,0
2849,"if demonetization was implemented without being discussed in parliament ( which is the SOP for any reform, irrespective about corrupted politician ) which Modi thought was right, then why other reform like GST,  abolition of reservation, Janlokpal etc are being kept for discussion in parliament. Comeon see dream, wake-up and pass the bill on your own... ",1,0
2852,"Till the climax Arjun Reddy goes as if it was going to show the real
consiquences of toxic masculinity and forced love. Its has many real elements
of upper caste elitism, stalhome syndrome and self distructive tendencies. But
in end it goes on to dump the whole setup in dump and heads for a typical
bollywood style fairytail ending. ",0,0
2853,Homosexuality should be banned,0,0
2854,"Nation building is the duty of everyone in the nation.....each nd every
industry including film industry ",0,0
2856,"I think very less people know about it..so I would like to share regarding
this topic...  
actually homosexuality is a genetic (hormone receptor)related disorder which
is natural and in a population about 0.1 % people are homosexuals and there is
no point in opposing it based on culture or society... people should be broad
minded and they should have courage to accept the reality then only they can
view a right thing in right manner... ",0,0
2859,Love you dude,0,0
2860,Best review,0,0
2861,Check her interview to CNN about CAB and NRC,0,0
2862,CorrectÃ°Å¸Â¤â€”,0,0
2866,Cansel article 370 and give possession Kashmir to Indian army.,2,0
2867,"Atleast now, we get to expose them in pubhlic. Just a few years ago, we
couldn't even speak out about the lies, half truths, twisted facts and
injustices!! This is an improvement and we will keep getting better! ",0,0
2868,printing new notes cost money and those banned costed and was all waste .. why dosent he get forign bank details of his political party people,1,0
2869,Yess,0,0
2870,"Pakistan is a charity case anyways , but they only accept gift from there master . ",1,0
2871,Actually sir you are eye opener for our society,0,0
2873,"Buy gold/gold mining stocks that's the only way to financially benefit from this event. I have already put in my order Ã°Å¸â„¢ÂÃ°Å¸ÂÂ¼
I already bought MMTC.
Gold will rally to $1500 on back of Trump election ",0,0
2875,"Even if you want, where is the strength. Hypocrisy at its peek ",1,0
2876,U study in india and later ok abuses indiaa in kashmir.,1,0
2881,I like him,0,0
2882,"... and this way, you will never lose those things. 
They will be with you forever ! ",0,0
2884,"Simple & genuine explanation. As it should be...taken by everyone(male or
female).
My question here is : people in real life also do that sort of escapism .
.when responsibility or stress is onto them..like men do overdrinking, drugs.
Or kind of abuse you were telling about. Women run away with their choice, cut
their vein.. So..are these not the signs to say enough about the person...and
what should we do for them if we can't leave that relationship (like he/she be
my sibling with such behaviour) ",0,0
2885,You should agree or disagree not judge. And I don't agree with Feminists.,0,0
2888,"Why is she bothered, let her join Congress ",0,0
2891,Is it Leone or the  Ad company making the  advert that is at fault?,1,0
2893,Only single sensible person in india about bollywood.respect from Pakistan.,0,0
2894,"Economic stimulus of a small magnitude with heavy investments on infrastructure, education and health is most required. ",0,0
2895,Get lost man only he can do tat,2,0
2896,"Kuldeep Munshi saab with all respect, what the Bjp was doing when it was in power before 2014 for the Pandits and what is the present govt doing for their rehabilitation? They are least bothered about you guys and it is a fact! They intentionally don't want to resolve this issue same like Ram Mandir,  we have full sympathy with anyone who loses his/her home irrespective of religion , so go after the govt and ask for the deadline wasting ur energy on SM won't help muchÃ°Å¸ËœÅ  ",2,0
2899,Defame of National Flower by this loser,2,0
2902,RIP,1,0
2904,You really want to spoil such masterpieces?,0,0
2905,At the end the bike will fall from the sky!! oh god!! this is too much,1,0
2911,"Matt Ellis I would not believe a thing israel says, as israel lies like its sugar Daddy america. It too claims to be a country that cares but when you look behind the curtain there is nothing but lies, Hatred toward others and Death ",2,0
2913,It's all abt ur religion.. u think if BJP comes ur religion will stop getting appeased,1,0
2914,Almost all these so-called Secular Intellectuals are with a deep desire to clothe their level of scholarship with half-truths only,1,0
2916,My heart bleeds for the father and other family members of Saifullah- what wrong did they do to deserve such personal pain. The entire community it's leadership social and religious must introspect their acts of omission or commission that brought such sufferings to this honourable man.,2,0
2920,"You are a shame Mr. Mallya, did u forget you were a member of the same parliament. Also, not paying employees is a criminal ofense as you take away their basic wages making people starve in poverty and emotionally harasses their family. If morality were to previal you should be left in a dark cell with no light for the rest of your life. ",2,0
2925,"Of course she is afraid of showing documents that people will know that she is
Suzanne and not Arundhati. It's like story of cat who lost its tail and
preaching other cats to cut their tails. (People who bark that she is not
Suzanne ask her to show her documents Ã°Å¸Ëœâ€º) ",0,0
2927,This is the well known face of islam...and they also very expert in playing victim card,2,0
2928,^^ then? Soldiers killed themself and mutilated themself? Asking for proof b.c,1,0
2930,"""Love you haters"" ",2,0
2932,This is fabricated story even if it's true indian fellow should not celebrate it,1,0
