,Sentence,Label,codemixed
2745,This hazare is a mad person...,2,1
2746,Ohhhh.. Really... Mrs.  Shahid Kapoor ....Ã°Å¸ËœÂ ..no mother wants to leave her kids... It's just d circumstances.. that made her to do so... Hats off to all d working mothers.. who help to run d family.. And toil hard to give much better future to their kids....,1,1
2747,"People's can stand for darshan of God in q four hours, why can't we stand for our India, my country is charging... Plz cooperate. ",1,0
2748,..but govt want to take control over supreme court.. Will lokpal be effective if that happens..,1,1
2749,Akdam thik bolechen dada.,0,1
2750,"Does India lack educated, intelligent and honest people to run the government? ",1,0
2751,Vinod Gupta with respect when our parliament had agreed on army court then it shouldn't be strange.,1,1
2752,Idiot 10/11 bjp in majority.......,2,1
2753,Donkey bab,1,1
2754,Supreme Court aur journalist transgender see paida Hui hai lagta hai,0,1
2755,Time has come all leftist student should either banned or left our country......No tollence for these criminals..,2,1
2756,That's her pick up line that nobody listens,0,0
2757,Sad Ã°Å¸Ëœâ€¦Ã°Å¸ËœÂ¢Ã°Å¸ËœÂ­,0,1
2758,How is HP Electric power ipo ..Will it give good return,0,1
2759,Both are not even Indian companies with majority stake in foreign hands.,0,0
2760,Fatwa not issued ! Fake news,1,1
2761,Vomit,0,0
2762,"Ok...that witch boyfriend is creepy as hell. I think he put a spell on the
bearded guy. ",0,1
2763,I'm girl I'm lesbian I love zoonish,0,1
2764,"You can do analysis, be very happy about BJP winning 81 seats but WIN IS WIN!! ... ""Ask any racer. Any real racer. It doesn't matter if you win by an inch or a mile. WinningÃ¢â‚¬â„¢s winningÃ¢Å“Å’Ã¢Å“Å’Ã¢Å“Å’.""Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š ",2,1
2765,Perfectly said...,0,1
2766,The script writer had only imagined one and only one actor and he had only meet one actor to complete work that is our lalettan.... We dont want your opinion wether mohanlal want to play dhritrashtra or dronacharya......,1,1
2767,Airtel is useless,1,0
2768,Kumar Vishwas is going to join BJP by next month. In the video he has praised BJP leaders like Vajpayee and Murli Manohar Joshi. Shame that he is using the soldiers as a pretext to create distance from the AAP.,2,1
2769,<Anant Prakash Narayan at JNU Azadi Chowk> #StandWithJNU https://www. youtube.com/watch?v=uQb77B slRqQ Ã¢â‚¬Â¦ http:// fb.me/2EBW2RHW5,0,1
2770,Great Move Modi jee u have set another example  king nd its fraternity will always get cake.. Its the foolish 'subjects' who r sufferer. I did not dare to use wird 'citizens'.. Still i will wait for ur move for party money management.. Alasss once more..,1,1
2771,"@MASK Thouta anna pls read me fully....And then say some thing....  
Iam a north indian and all fingers not same ..So everywhere is good and harami
people.. ",0,1
2772,"All have gone crazy about rexit.But please remember 3r wasn't going to be the rbi Guv. forever.One  DAY he had to go.The institution existed,exists and will continue to exist  Rajan or no Rajan. ",2,1
2773,Agree totally with Sonu,1,1
2774,Tell me about Muhammmad....go seach about true face of your islam....MC,2,1
2775,Superf,0,0
2776,Is it really a fight against Blackmoney? If it is then why exemption for political parties which are the big offenders.How much has been recovered from Swiss and other F.Banks? What action is being taken against those named in Panama papers?will trust you if a few of the offenders are punished.Will your party contest elections without accepting funds from Blackmoney holders ?,1,0
2777,Now paki stray dog barks after failing in kangaroo court....happy to see paki left red faced.....wishing Kulbushan to be safe at pigs hands,2,1
2778,No need now to tell wht kejriwal is like.Now he stands exposed.Everyone knows him now.He is a big con. He will dye his polititical death very soon.A big dramabaz.Aap n kejriwal doesn't even a good funeral.,2,1
2779,"Oh sexy my darling, I love you ",0,0
2780,Like!,0,0
2781,india vs west indies - icc wc 2015 | #wontgiveitback | cwf: http://t.co/pwfwkhrphn #indvsuae,0,1
2782,Dog remark was for azam khan,2,1
2783,bravo.... India needs more sons like this...Great job..,0,1
2784,"Reservation is not poverty alleviation scheme, it is there for only those social groups, historically who has been exploited, marginalized, rendered weaker. Muslims wanted window within OBCs, Supreme Court says, you can create subwindow within OBCs, without breaching 50% barrier, but not on the basis of religion. ",1,0
2785,Do it Ajam Khan... lets see who would be shamed after that.,1,1
2786,"But @MASK Thomas we have many Hindus who believe fall into the North Indian illiterate category that really believe Hinduism is being attacked !!!  
Is there any country where Christians , Hindus, Muslims and any Religion is seen living in such harmony , understanding and peace. ?? 
Imagine these fools supporting them ? And they want others that they don't like Beef. What a Fraud of the first order ? ",2,0
2787,She's a waste of Kerala to the outside world as we don't want such shit here.,0,0
2788,Feminists Ã°Å¸â€˜Å½Ã°Å¸â€˜Å½,0,1
2789,chinese leaders are using Veto tp protect terrorist in pakistan ? liars.,1,0
2790,"Mentaly sick ,sonu...should sing in temple in the morning...and will not get disturbed by AZaan.,besides he can use cow dung in his ears..for the said purpose. ",2,1
2791,hlooo,0,1
2792,Or in a dalit gutter,2,1
2793,U r rock jo aapne kha everything is ryt,0,1
2794,B.F of your son Madam.,2,1
2795,"Detention camps in Assam were made by the former chief minister Gogoi under
the direction of the Supreme Court whose Chief Justice was another Gogoi who
appointed an worthless officer Pratik Hajela who refused to accept Refugee
certificates but put the Hindu refugees in those Detention Csmps. ",0,1
2796,"ibn,ishag992/Quran ,what they write on ,really u will shock ",1,1
2797,Some  organisation  or NGO  or influential person  should  file a writ on Supreme Court  against  this patently  illegal  and unreasonable  order.,1,0
2798,He is only RSS product,1,1
2799,If solar power can be used in Calculators ? why not to use it for Street Lights in villages?,0,0
2800,"Not only black money will get affected 
Rupee gets better when it starts rotating in the economy 
Hawala business stopped now
And like this so many ",1,0
2801,"Ban loudspeakers at religious places like temple,mosques,gurudwaras etc, ban crackers during diwali or allow eco friendly crackers. Allow only skin friendly colour during holi. 
Religion and devotion should be limited to oneself. It's effects should not be imposed on others in the name of secularism. 
Actually Sonu Nigam raised a good issue. It is just that he told about only one community, so people are overreacting at what he said.
Please let the country run by common sense instead of religion. ",2,0
2802,"I personally believe movies are meant for entertainment only so don't take it
too seriously. ",0,0
2803,"The guy in yellow shirt needs to look at mirror and look at his disgusting pot
belly...no girl in her right mind would ever pick that sleazy fatso. ",0,0
2804,"Farid Siddiqui, first atleast write corruption spelling correctly...secondly...Ur read ur comment urself..u saying corruption was at high...and things Wer smooth... Buddy it has to be smooth when everybody was a part of loot and getting the butter..! Anyways not ur fault. We understand the pain of its. ",1,1
2805,Where's is Modi and the cow supporters the bjp politician need some booting,1,1
2806,Everyone who opposes are the ones who cannot do anythn and comment just.,1,0
2807,I think you are Rahul Gandhi supporter,1,1
2808,"Incredible india !!! All poor humans of the country should wear the skin Nd horns of cattle to get safety, food and shelter in the incredible india!!! ",1,0
2809,We like to buy Indian product... But don't compromise with the product quality.... Bajaj product are not good quality like RE...,0,1
2810,Pakistan wants war they should get it nice n proper.Ã°Å¸ËœÅ½,0,0
2811,Who cares what feminists says!,0,0
2812,hes true i support him Azaan shud be banned so that peace remains in India,2,0
2813,"In a 43.5 min length program arnab consumed 27 mins including interruptions,
starting point and short briefing on the matter. He invited 9 guest so the
rest didn't got even 1 min to speak. He invited them to listen him. ",0,1
2814,"In bengal streets are full of bangladeshi muslim they r in majority.... this
then adhir ranjan choudhary and mamta banerjee  
... i think bengal will be next kashmir ",0,1
2815,"@MASK Singh I agree with you 1 -he loves turly so he kissed her infront of
family members in her home what is respectable man to love a women !  
2 - he accepted his ban Coz he knew if he will not so the drinking habbit will
continue so it was a cleve ",0,0
2816,"over step with adidas ...first never follows -adidas advt--> from james bond ""world is not enough "" ",1,1
2817,It was bound to happen . ... what chances did pak have in intellect with India . .... a country who compares Indian mars mission with their low quality missile test ... how can one think that they can even compete with India who is not just a super power in technology but also has a  soft power skills .......,1,1
2818,Good to hear this. Over last few months people have advised to buy this share without any evidence. Do your own research. Don't go with the useless experts in market. Ã°Å¸Â¤â€,0,0
2819,Greedy b*tch,2,1
2820,Excellent job...if law can't give you Justice....take it by yourself,0,1
2821,"Underworld COWARD Dawood  bache ya mare Hume kya , agar India aaya to jarur marega ye Coward PIG ",2,1
2822,All indian muslims should be honest like him so that terrorist will be discouraged,1,0
2823,His speeches show the situation is out of his control!! & he has no clue what move to make next!,1,0
2824,Maha Ghaznavi read this.,0,0
2825,Crap Sonu..Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡Ã°Å¸ËœÂ¡,2,1
2826,100% Correct,2,0
2827,"No such report from Shiela Dixit ,naturally ! The report must be from the useful idiot ! ",2,1
2828,"It's not correct bro.
1- Not every IITians get hefty packaged offers from US or other big country. Those who get are very few. Really very few. So most of the IITians are in India.
2- In that few too there are few who have rejected those offers.
3- I don't know where these subsidies are going. I pay approx 3 lakhs per annum as fees but still don't find that level of facilities. ",1,0
2829,"This is really a subject of stupidity , aam Aadmi is the sufferrer , y was 1000 ,100,500, not been launched first n y was it tht 2000 a first launch.,.simple all the black huge some would be saved safeguarded...chai wala thinks he is really brilliant n he is the God for the nation...no one has did nothing in this previous decades. Y Is attacking only Karnataka govt y not other states....... ",1,1
2830,How long u keep on giving subsidy? The cost price has 2 b recovered.,1,0
2831,@MASK best of modi to team india. modi ~ luck #indvspak,0,1
2832,Jai Sri ram.. Har har modi.. Har har mahadev... Modi ji is a greatest prime minister in the world.... Modi modi modi,0,1
2833,"Keep your Maan ki Baat with you, not required, but take necessary action to save lives of our soldiers who are killed on every other day. ",1,1
2834,"Guys just watch this movies its aswom.. Don't listn to those feminist... Just
watch movie nd feel the pain.. ",0,1
2835,Modi or yogi. He is terrorist attacked 3 talaq. Cow mother. He doing religion politics.,1,1
2836,First finish doggy. Then attack Pakistan. Dogy is more dangerous than Pakistan,2,0
2837,can you give their name and date place?can you give fir copy pistmartum report we will fight for those hindus killed.,0,1
2838,Best way to talk with pak First kill you sent your body as a Messenger to them,2,0
2839,I like surprises would wait prepare urself n be happy,1,0
2840,"It is the culture of Pakisthan to destroy temples of other religion, hence, all Hindusthanis will hate Pakisthan. No religion says to destroy temples. ",2,1
2841,she is so cute ! .. i might lose all my capital watching her !,0,0
2842,"Now we have our very own Taliban, all those TV channels must be gratified to create an atmosphere of terror. Police should be informed and this should be taken very seriously. ",2,0
2843,questions for people with common sense from nilesh - Why isnt Anna asking BJP to implement Lok pal bill ? Why isnt he doing any fast to force Bjp to get back black money from swiss banks ? Anna did all the drama to remove congress but not to change the system.,1,0
2844,Hahaha..awe that people like u still exist.. MCPs.. no need to make an argument wid u..u got no brain for that!,1,1
2845,Awesome.... Sirjii,0,1
2846,bro you have great wisdom,0,0
2847,"I'm a feminist but I totally agree with everything you said. Kabir Singh is a
masterpiece Ã¢ÂÂ¤Ã¯Â¸ÂÃ°Å¸â€™Â¯ ",0,1
2848,Haha are you the chairman of the upsc civil service examination board???  How do you say that she is not fit to be the ips?,1,1
2849,"if demonetization was implemented without being discussed in parliament ( which is the SOP for any reform, irrespective about corrupted politician ) which Modi thought was right, then why other reform like GST,  abolition of reservation, Janlokpal etc are being kept for discussion in parliament. Comeon see dream, wake-up and pass the bill on your own... ",1,0
2850,He was a loser like khujli who after cheating for his scholarship indulged in all kinds of  red and green type of nonsense and chose the way out after realizing that he could not cope.,2,1
2851,Manipur lady comming to Kerala why don't she welcomed by the politicians here,1,1
2852,"Till the climax Arjun Reddy goes as if it was going to show the real
consiquences of toxic masculinity and forced love. Its has many real elements
of upper caste elitism, stalhome syndrome and self distructive tendencies. But
in end it goes on to dump the whole setup in dump and heads for a typical
bollywood style fairytail ending. ",0,0
2853,Homosexuality should be banned,0,0
2854,"Nation building is the duty of everyone in the nation.....each nd every
industry including film industry ",0,0
2855,Pig and nothing else flop actress and sona is so boaring monkey,0,1
2856,"I think very less people know about it..so I would like to share regarding
this topic...  
actually homosexuality is a genetic (hormone receptor)related disorder which
is natural and in a population about 0.1 % people are homosexuals and there is
no point in opposing it based on culture or society... people should be broad
minded and they should have courage to accept the reality then only they can
view a right thing in right manner... ",0,0
2857,"He did the right thing... There is no option to help Men protest under law, so
crime is the only option which was left to him... Either Section 498a should
be revoked or such crimes will continue in society.. ",0,1
2858,Intro is back boyssss,0,1
2859,Love you dude,0,0
2860,Best review,0,0
2861,Check her interview to CNN about CAB and NRC,0,0
2862,CorrectÃ°Å¸Â¤â€”,0,0
2863,Kabir singh emotional Love movieÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜Å’Ã°Å¸â€˜Å’Ã°Å¸â€˜Å’Ã°Å¸â€˜Å’Ã°Å¸â€˜Å’,0,1
2864,Thanks for showing mensutra word in starting,0,1
2865,If anurag kasyab directed this film then it will be like crime petrol show.. Ã°Å¸Ëœâ€š,0,1
2866,Cansel article 370 and give possession Kashmir to Indian army.,2,0
2867,"Atleast now, we get to expose them in pubhlic. Just a few years ago, we
couldn't even speak out about the lies, half truths, twisted facts and
injustices!! This is an improvement and we will keep getting better! ",0,0
2868,printing new notes cost money and those banned costed and was all waste .. why dosent he get forign bank details of his political party people,1,0
2869,Yess,0,0
2870,"Pakistan is a charity case anyways , but they only accept gift from there master . ",1,0
2871,Actually sir you are eye opener for our society,0,0
2872,Its remote control nadu now Ã°Å¸Ëœâ‚¬Ã°Å¸Ëœâ‚¬Ã°Å¸Ëœâ‚¬Ã°Å¸Ëœâ‚¬,1,1
2873,"Buy gold/gold mining stocks that's the only way to financially benefit from this event. I have already put in my order Ã°Å¸â„¢ÂÃ°Å¸ÂÂ¼
I already bought MMTC.
Gold will rally to $1500 on back of Trump election ",0,0
2874,"Cool leftist saying so then it must be true..
Laal salam ",0,1
2875,"Even if you want, where is the strength. Hypocrisy at its peek ",1,0
2876,U study in india and later ok abuses indiaa in kashmir.,1,0
2877,"The biggest disservice to the nation by Anna Ji was promoting
 Kuljiwal. For his mistake he must observe one day fast at Jantarmantar and seek pardon from Delhites ",1,1
2878,"Ranga Billa..that means ..she is either not aware of the Ranga Billa episode
or faking it...Her psyche that means she also support them...Shockingly
shameful ",0,1
2879,"Gundaraj of Owaisi in Hyderabad. 
Gau rakshaks are kid in front of your islamic organizations like Isis, al Qaeda, lashkare ",2,1
2880,Where is Anna ji....hibernating or cursing arvind kejriwal,2,1
2881,I like him,0,0
2882,"... and this way, you will never lose those things. 
They will be with you forever ! ",0,0
2883,Ilove you mrinmoy da your video is so god,0,1
2884,"Simple & genuine explanation. As it should be...taken by everyone(male or
female).
My question here is : people in real life also do that sort of escapism .
.when responsibility or stress is onto them..like men do overdrinking, drugs.
Or kind of abuse you were telling about. Women run away with their choice, cut
their vein.. So..are these not the signs to say enough about the person...and
what should we do for them if we can't leave that relationship (like he/she be
my sibling with such behaviour) ",0,0
2885,You should agree or disagree not judge. And I don't agree with Feminists.,0,0
2886,Brother please watch Mission mangal it is gem of a movie,0,1
2887,Well.....if this is how u prefer to be in the limelight.....then face the twitterati trolls!!,1,1
2888,"Why is she bothered, let her join Congress ",0,0
2889,"Anuj, Can I get Reliance around 1260 in near future ",0,1
2890,Its the same with Hindu's as well. Dont take his tweet seriously. Insteas read comments of others and know not everyone is like him.,1,1
2891,Is it Leone or the  Ad company making the  advert that is at fault?,1,0
2892,Demonitization will b successful only wen we get rid of pollution.. Traffic.. Only wen we have good roads..transportation and infrastructure..real estate bubble shud burst...aftr payin so much tax..  A common man expects atleast this much..,1,1
2893,Only single sensible person in india about bollywood.respect from Pakistan.,0,0
2894,"Economic stimulus of a small magnitude with heavy investments on infrastructure, education and health is most required. ",0,0
2895,Get lost man only he can do tat,2,0
2896,"Kuldeep Munshi saab with all respect, what the Bjp was doing when it was in power before 2014 for the Pandits and what is the present govt doing for their rehabilitation? They are least bothered about you guys and it is a fact! They intentionally don't want to resolve this issue same like Ram Mandir,  we have full sympathy with anyone who loses his/her home irrespective of religion , so go after the govt and ask for the deadline wasting ur energy on SM won't help muchÃ°Å¸ËœÅ  ",2,0
2897,congrats kohli its 50 by chiku @MASK #indvspak #indwins,0,1
2898,RIP Kabir Singh....,0,1
2899,Defame of National Flower by this loser,2,0
2900,here it is mauka mauka #indvsuae,0,1
2901,I hate MI...,2,1
2902,RIP,1,0
2903,a big loveable slap on pakistan player.. #late post* *sachai ki jeet* #indvspak #bleedblue #wewontgiveitback,0,1
2904,You really want to spoil such masterpieces?,0,0
2905,At the end the bike will fall from the sky!! oh god!! this is too much,1,0
2906,Mr Modi pls SHUT DOWN JNU. We don'tÃ¢â‚¬â€¹ want our tax payer's money to be used for such terrorists.,2,1
2907,Right sir ...,0,1
2908,Your body language and expression is too superb wel all the bestÃ°Å¸Â¤â€”Ã°Å¸Â¤â€”Ã°Å¸Â¤â€”Ã°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜Â,0,1
2909,"olympics -already they have Brexit formula
MEDAL LIST
 ..its not new
75 crore population -europe , asia -450  crore ",0,1
2910,Amanmani  is a culprit. 4 political milage he is trying 2patch up with adiyanath. Let's c what he does.,1,1
2911,"Matt Ellis I would not believe a thing israel says, as israel lies like its sugar Daddy america. It too claims to be a country that cares but when you look behind the curtain there is nothing but lies, Hatred toward others and Death ",2,0
2912,Fuck off libtars and chutiyanists.,2,1
2913,It's all abt ur religion.. u think if BJP comes ur religion will stop getting appeased,1,0
2914,Almost all these so-called Secular Intellectuals are with a deep desire to clothe their level of scholarship with half-truths only,1,0
2915,"Sonu nigam, you are desperate. ",2,1
2916,My heart bleeds for the father and other family members of Saifullah- what wrong did they do to deserve such personal pain. The entire community it's leadership social and religious must introspect their acts of omission or commission that brought such sufferings to this honourable man.,2,0
2917,He admits it is their govt fault..as delhi police comes under centre,2,1
2918,"Public sector bank services is worse ..They(Banking workers cashier, manager) still thinking we don't care if you want to come or *** off ....Ask them when it gonna change?? ",0,1
2919,Nepotism exists... No wonder people vd no talent at all like #sonamkapoor continue to exist,1,1
2920,"You are a shame Mr. Mallya, did u forget you were a member of the same parliament. Also, not paying employees is a criminal ofense as you take away their basic wages making people starve in poverty and emotionally harasses their family. If morality were to previal you should be left in a dark cell with no light for the rest of your life. ",2,0
2921,You're right Ã¢ÂÂ¤,0,1
2922,"Ppl within the border are afraid of gau Rakshaks, send them to the border ",0,1
2923,Chhichhore review,0,1
2924,"Kasturi is making a fool of herself....Roy not exhibiting freedom of speech ,
but asking people to lie .. like that ...duty free accent ",0,1
2925,"Of course she is afraid of showing documents that people will know that she is
Suzanne and not Arundhati. It's like story of cat who lost its tail and
preaching other cats to cut their tails. (People who bark that she is not
Suzanne ask her to show her documents Ã°Å¸Ëœâ€º) ",0,0
2926,Nothing great to talk about it... mixed breed of FZ & NS & KTM,0,1
2927,This is the well known face of islam...and they also very expert in playing victim card,2,0
2928,^^ then? Soldiers killed themself and mutilated themself? Asking for proof b.c,1,0
2929,"For My Muslim Friends....Plz do not vote for SP....If U vote SP then UR vote will be divided between SP and BSP....So, better U vote for BSP...... Otherwise, BJP in Power......Now choice is URs.... BJP + MIM Internal alliance...... ",1,1
2930,"""Love you haters"" ",2,0
2931,"@MASK Viswambharan intentional meaning of this comment was kabir singh is a
surgeon(Doctor) and he does strange things. Ã°Å¸Ëœâ€š ",0,1
2932,This is fabricated story even if it's true indian fellow should not celebrate it,1,0
2933,"They Are doing for food, nothing more ",0,0
2934,you #wontgiveitback &amp; #wewillbringitback :') so cheers bruh #teamindia #phordengey abki baar :3 #gogreen #indvspak #wc2015,0,1
2935,Indians are easily influenced by these movies,0,0
2936,Mensutra lover likes here.....Ã°Å¸â€˜â€¡Ã°Å¸â€˜â€¡,0,1
2937,First go and check the spelling of India Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š (ENDIA) Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,1,1
2938,Super Ã°Å¸Â¤Â Ã°Å¸Â¤Â Ã°Å¸Â¤Â ,0,1
2939,Sir plz like my comment,0,0
2940,Then why BjP opposed when congress proposed in 2014 same thing... All double standards,1,1
2941,Your Are Great sir,0,0
2942,Dog,0,0
2943,And you shared a bolach pic with pak terrorist... :P just look at the army cap.,0,1
2944,This selfish mad dog who married Farah Khan double his age only and only for money should first introspect himself before saying anything .,2,0
2945,Top Sameer punjabi hi,0,1
2946,Wow so refreshing and informative . It was fun. Both of you are Awesome Ã°Å¸â€˜Å’Ã°Å¸â€˜Å’Ã°Å¸â€˜ÂÃ°Å¸â€˜Â keep fighting & keep anchoring .,1,0
2947,getting married to guy ten years elder to u and while hes going places .. you stay home in the name of motherhood and homemaker is only something who got marid for chilling on someone elses hard money can do.. hard working independent gals have to work to fulfil dreams buy house gve good future and raise independent kids,1,0
2948,"You should also talk about his acting skill, we know the story was worse. ",0,0
2949,He said the truth.. he says against loud speaker thats it.. harsh cmnting and abusing him just proves the mean mentality of the individuals.. if one dont like his sayings just they can ignore other than insulting him this way..,1,0
2950,"@MASK WTF are you doing boss!  
  
You are commenting that someone will deal with your shit in a video of channel
which says YOU ARE THE ULTIMATE BOSS.  
  
The YouTuber is trying to make these boys as ALPHA MALEs. And you are trying
to ma ",0,0
2951,Shouldn't the same apply to weddings?,1,0
2952,"Asif Khan, R u born controversial or madrasa made controversial ? ",2,1
2953,"We are forced to listen to your music in public places
Can u stop singing ? ",2,0
2954,Jahangir Rocks...!!!Ã°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜ÂÃ°Å¸â€˜Â,0,1
2955,@MASK Biswas hi,0,1
2956,"Sonu nigam goes mad respect other religions too, is f u not interested to keep cotton inside its ears . ",2,1
2957,Truth among Muslims died when Arab Cult was invented by Mohammed.,2,0
2958,Please guys... stay patience.... we will see... we waited these many years... why can't we wait for few more months,1,1
2959,Bajaj is an Indian company and I believe this launch is here in India itself otherwise it won't make any sense. Now when in India why in the world should they put these songs we don't understand!,1,0
2960,This fellow is nauseating. He should be kicked on his back for his day to day drama. He is a fool wasting every bodies time.,2,0
2961,Wrong statement made by #Indianexpress Ã°Å¸â€˜Å½,1,1
2962,"People of india enjoy haterism , communalism.......leave world internally we have become stupid economy...... ",1,1
2963,mera internet slow ha . #gonawazgo #indvspak,0,1
2964,what abt my right as a general,1,0
2965,May be China is also involve in terrorism,1,0
2966,He said right if a goon rioter became CM .Davod can become head of mumbia police,1,1
2967,"Modi ji,  all the Pain & nÃƒÂ¶ Real Gain. ",1,1
2968,you can buy mobile to download APP from this link http://fkrt.it/VeXHcuuuuN,0,1
2969,If every body who want to buy Royal Enfield apply same logic then its share will cost you penny :P,0,0
2970,It may be bad for some Indians but great for all India,1,0
2971,"Indian Army trying to divert attention from Kashmir unrest... where they stop internet access,social media bane, violation of human rights , killing of innocent Kashmiries on daily basis....thats why every Kashmiri stands against Indian aggression , but remember the struggle of self determination of Kashmirs people will continue until their freedom.... ",2,1
2972,"I am your one of the oldest subscriber...and according to my judgement...You
are clearly damn High...  
If not...thn probably extremely sleep deprived. ",0,1
2973,Oh god why can't people do whatever is convenient for them without dragging some -ism into it,1,0
2974,Umnn...he should have used the term noise pollution n should not mentioned about particular religious practice.,2,1
2975,Go MP go..... proud of u NaMo and Shivraj sir,0,1
2976,LGBT Ã°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂÃ°Å¸ËœÂ,0,1
2977,"shoaib akhtar is hitting puberty at hindi commentary box, get him out #indvspak ",0,1
2978,still this false fatwa news u #Indianexpress spreading?,2,1
2979,"hahahahah ""@im_atchu: #indvsuae #waca http://t.co/foll2m06bd oh my god ",0,1
2980,"Physical fitness, is not the prerogative of army, alone. ",1,0
2981,"We will not going to show any documents to govt.. We will see what they can
do.. The motherf**ker BJP ? ",0,1
2982,Sad but nothing compared to Hindus getting killed in Bengal kerala,1,1
2983,If not...will you ask modi to step down? ..like you did to MMS..,0,1
2984,@MASK #pumatimeout #indvsuae no oneeeee to take selfie todayyyyyyy oops,0,1
2985,It is quite natural to the politicians because people are responsible for ensuring them that they are not going to change. How many politicians are kept away from contesting. Unless people are changed the system will like this only,1,0
2986,Manjee.. Chakshu ji.. Nd.. Akhil ji... Ã°Å¸ËœÂ Ã°Å¸Ëœâ€š Ã°Å¸Â¤Â£ Ã°Å¸Â¤Â£ Ã°Å¸Â¤Â£ fab.. Ã°Å¸ËœÂ Ã°Å¸Ëœâ€š Ã°Å¸Â¤Â£,0,1
2987,Wat the hell is this... Dnt use abusive language to him... Shame on u people,2,1
2988,It's better that you should apply for Citizenship of your Favourite Country PAK & TALK WITH INDIA AS AN AMBASSADOR TO FULL FILL GOLDEN DREAM,1,0
2989,"i think, team india playing 11 against pakistan: dhawan,rohit,kohli,rahane,raina, msd,jadeja,ashwin,mohit,shami,yadav. #indvspak #worldcup ",0,1
2990,Your subscriber are stuck at 180k,0,0
2991,It's superb Bhai,0,1
2992,Killing people be it Sanghi or Red can't be an affair of a particular state. The Left must be made accountable for the killings.,1,0
2993,Totally agree......bro..Specially for Army and for country security...,0,1
2994,"Consuming alcohol is cool  
Ã°Å¸Ëœâ€˜ ",0,1
2995,Paul Manish ask ur mom who's ur father he's a Muslim only hahahahaha Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€šÃ°Å¸Ëœâ€š,2,1
2996,finish it off ya sir jadeja! #indvsuae,0,1
2997,Ya that's the point .. no point in wasting time arguing with headstrong and egoistic ladies like you mam.god bless your husband,1,0
2998,Right...Misti,0,1
2999,Well done bro...,0,1
3000,Nice video Ã¢â„¢Â¥Ã¯Â¸Â,0,1
3001,There so much MILITARY spending everywhere why INDIAN Military stocks not moving?,1,0
3002,"Haha,  now this is gross ",1,0
3003,It is permission of consented sex between two homosexual.,0,0
3004,The realm Of homosexual group can benefit all the regiment...,0,1
3005,both,0,0
3006,@MASK Sony hyyyyyyy,0,1
3007,"If you think  the Romeos are  only Muslim, then they should be checked. Otherwise it is for all. Why a negative approach. Why the girls are harrassed? On one hand, if one's sister is harrassed, the brother may take extream measures, but doesn't mind harrassing other's sisters. ",2,1
3008,"What a start of the video! Jokes apart please make a video on how to not get
influenced by movies. And also make a review on Sanju movie ( I know it's too
late but please). By the way nice facts ",0,0
3009,"Present day politics has  auctioned it's sovereignty to caate, creed, religion and ofcourse money. No political philosophy can withstand the pressure of corruption and that has been proved in many places in the modern history. Why elsewhere take examp: of China, Russia, West Bengal,and Kerla  dol you find Marxs ideology achieved the goal? Can you explain why Mnisters were caught for disproportianate assests and charges of bribes in CHINA,RUSSIA and every where under left rules.? It was. Not is. ",1,1
3010,"Bollywood Female Actor Kajol Enjoying Beef with her friends.
Is she anti national now?
http://dnai.in/erk3
Watch this Video.
NDTV ",2,1
3011,""" state is the biggest criminal""
Anonymous ",2,0
3012,"Fake news, no need to react Ã°Å¸â€˜Å½ ",2,1
3013,Army guys can not do anything wrong and Feku gives this certificate daily.. shame on Feku,2,0
3014,This is fantastic review Ã°Å¸â€˜ÂÃ°Å¸â€˜Â,0,1
3015,"I agree, that there is no point of making a goon a CM, who will decide whether he is a goon or not? ",1,0
