,Unnamed: 0,id,tweet,aggression,codemixed
2395,2395,1.583542446532665e+18,@MASK please don’t back the man who lied to the people and then to the house. For covid-19 bereaved families for justice.,1,0
4745,4745,1.55908246101479e+18,@MASK What a load of rubbish.If you are going after Golwalkar for what he wrote in a book then you better start lecturing monotheist religions like Christianity and islam which even hate the very existence of polytheists. The permanent damages done by these two cults are irreversible.,2,0
2379,2379,1.5835433479346583e+18,@MASK Will COVID-19 leave its pandemic status by any further action other than just waiting for it to solve itself,0,0
71,71,1.5812860324815872e+18,"@MASK @MASK Just like cases relating to Election Bonds, Art 370, Demonetisation etc were kept on the back burner to suit the powers to be. Indian #Kangaroo_Courts take selective decisions as to listing cases on priority. ",1,0
4716,4716,1.5607209511084603e+18,"@MASK Manusmriti Chapter 8, Shloka 380 deems that Brahmins should not be hanged or jail for heinous crimes like 'others.' They should instead be asked to pick up their belongings and leave the village.  Golwalkar wished that Constitution should be based upon Manusmriti.",2,0
981,981,1.5689643000514478e+18,@MASK @MASK @MASK @MASK @MASK #MarriageStrike is also trending.  Seriously if they criminalize Marital rape most of us would prefer to stay single.,1,0
5112,5112,1.580069300253393e+18,Divan: One thing I might just point out- As far as 77 78 demonetisation is concerned that decision eventually came in 1996 by constitution bench which examined the statute and thereafter went into individuals grievances.   #SupremeCourt #Demonetisation,0,0
3109,3109,1.583590960964911e+18,"A Marxist who is not pragmatic is nothing more than an idealist, someone with ideas and no compulsion to enact them. If your Marxism is not, before anything else, responsive to the material conditions of the working class, you are no better than a liberal. ",1,0
2800,2800,1.5831979609509107e+18,@MASK @MASK Republican women need to rip off their hijabs,1,0
5200,5200,1.5793154050842952e+18,@MASK @MASK @MASK @MASK @MASK Every Stupid Idea starts with these same lines. We’ve seen it during demonetisation as well.,2,0
3510,3510,1.5858610060432837e+18,@MASK @MASK @MASK What a great leap forward for Indian cricket,0,0
1755,1755,1.576102407012225e+18,@MASK @MASK @MASK Didn't Fadnavis already declare Mumbai open defecation free some 5 years back? This is the same.,0,0
2422,2422,1.5835398107900396e+18,"@MASK @MASK @MASK I know it sounds harsh, but self accountability must come into play at some point. How much is enough ""to survive""?? Of course it's getting much more difficult in today's economy. But to expect small businesses to ensure a comfy life isn't the way it works. ",0,0
4090,4090,1.548292810184749e+18,"In our criminal justice system, the process is the punishment. From hasty indiscriminate arrests, to difficulty in obtaining bail, the process leading to the prolonged incarceration of undertrials needs urgent attention: CJI NV Ramana",0,0
2102,2102,1.583415291610288e+18,#gdny @MASK @MASK will be here at 7:30 ! We will be discussing #crime #nyc #subways #migrants #casino … what’s on your mind?,0,0
86,86,1.5811810282151608e+18,"@MASK Come out with a report on #demonetisation, it's lingering effect on the economy till today. ",0,0
5072,5072,1.5800841746772337e+18,Court seeks a sequence of events.   #SupremeCourt #Demonetisation,0,0
2766,2766,1.5832114668065546e+18,"@MASK @MASK @MASK No but they do beat women bc they wear a hijab. It’s the exact same thing. Open your eyes, hypocrite. ",1,0
147,147,1.5820202815178056e+18,@MASK @MASK As long as there is inflation home price correction will be limited.,0,0
1407,1407,1.6007793004580987e+18,"@MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK Seriously, are you really a doctor? Major in cow dung?🤣🤣🤣 ",2,0
2447,2447,1.5837051896005427e+18,"Mr Prasad declared that he'll not contest Polls coz of the age factor.  In 2017, Srinivas was dropped from cabinet post by Siddu during cabinet reshuffle.  Dropping him frm Cabinet had angered the Dalit communities in 2018 Polls resulting a dent to the Cong in old Mysuru region. ",0,0
3903,3903,1.5856767884283372e+18,@MASK Also they have umpires and Ipl contracts to blame😂😂,1,0
4851,4851,1.5804763566974195e+18,"@MASK This digitisation is one of the biggest gains of demonetisation. Almost every outlet big to smallest is linked through UPI. Hope our SC see’s it so, in its review of the issue taken up since 2016. ",0,0
4093,4093,1.548274676413399e+18,"@MASK very rightly said by  hon chief justice of india, the undertrials are dumped in the jail and unless they have chance to be heard by hon judge they may be released or put back into the jail when they are found to be accussed in one or the other crime, but it take lot of lifetime.",1,0
3746,3746,1.5858368270296105e+18,@MASK Instead of focussing on their substandard systems and management… PCB keeps pointing fingers on IPL …how will things improve,0,0
3539,3539,1.5858569679980708e+18,"@MASK @MASK @MASK My humble request to eradicate another discrimination regarding tax payments..we are paying tax on our income, but bcci isn’t. It’s only you who can take a decision, when you will be not at the top , nobody will think about it.",0,0
3112,3112,1.583590790361543e+18,@MASK She’s a Marxist. Did you expect less? 😆,1,0
616,616,1.5820025929973105e+18,@MASK Guys in halo would attack me both teams to “murder the girl and rape her corpse” so I started either not talking or getting a voice adapter. I’ve been a gamer my whole life and still get skeptical looks from those types.,2,0
362,362,1.5820000228452805e+18,"@MASK So corporations taking advantage of..the inflation, caused… the inflation? ",0,0
2874,2874,1.53903499575851e+18,"@MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK There are no equal rights for women in Islam. They can't divorce; they are asked to live in a black tent; the husband can beat their wife to discipline them; the halala process after triple talaq, man can have four wives but women can't  etc etc.. ",1,0
534,534,1.5820053260515615e+18,@MASK @MASK And what about the rape survivors? Don't they matter?,0,0
4275,4275,1.1210668343447836e+18,@MASK @MASK  It's a mockery of the system! An undertrials facing grave charges of terrorism out on bail on health grounds fit enough to file her nomination papers and ready for the hurly burly of electioneering! Didn't lose a moment in claiming her hand in Babri masjid demolition.,2,0
2242,2242,1.583572578039255e+18,@MASK Shit I might have to make one as well it’s hard out here being a lockdown 😂,1,0
770,770,1.5813804109440243e+18,@MASK one is a victim of marital rape condemning & disowning her son over raping this poor maid and one was condemning & disowning his son for having a disability... be serious??,2,0
313,313,1.5820003810678088e+18,@MASK @MASK “America’s problem is Black people keep backing the Democrat Party” Good God Liberalism is sick,1,0
85,85,1.581183117704188e+18,"@MASK Hearing on Saturday. But, can't hear cases pending for years together of National importance, EB's, Demonetisation etc. And still people say have faith in justice. 🤦‍♂️ ",1,0
1052,1052,1.5688655717978767e+18,Men in India really just want to go forward with their actions without ever being questioned. That's the only reason why they're against #MaritalRape laws. Obstructing your future plans much?,1,0
3939,3939,1.559528966318223e+18,My thinking on the problems faced by Indian judiciary. The problem may be described as - a) large number of pending cases b) large number of undertrials languishing in jails for years c) large number of false cases. Contd..,0,0
1139,1139,1.580625300022362e+18,@MASK You didn't think of when will men cover themselves in....... So much for secularism that focus is only on one religion and not others..,1,0
386,386,1.5819998051273318e+18,My grocery bill has gone up 20% within the past 2 months. That trillion dollar inflation reduction act is really WORKING!!!!!,1,0
2935,2935,1.5771426361204e+18,"@MASK Dont misrepresent the issue. You know what is all this conversation is about, eve teasing and love jihad etc.  And there is nothing wrong in showing id, hindus too have to show id in their own festival. Dont you want hindu girls to be safe from predators ? ",1,0
2429,2429,1.5837199621870182e+18,@MASK A beggar got a housemaid,0,0
2525,2525,1.582080977744302e+18,"A person who has been elected a record 10 consecutive times, has been President of the Karnataka Congress, Cabinet Minister of India, & leader of the Opposition in Rajya Sabha, is being ridiculed by upper caste Indian media as a Gandhi proxy. The reason is that Kharge is a Dalit. ",0,0
2287,2287,1.5835489408884613e+18,@MASK please don’t back the man who lied to the people and then the house. For Covid-19 bereaved families for  justice,1,0
3621,3621,1.5858450663960453e+18,@MASK @MASK @MASK And look at @MASK where Pakistan is not allowed. Mic drop.,2,0
868,868,1.5754469119388836e+18,"#MaritalRape  Cant understand, Either Supreme court is Not aware About the reality or They are treating  the men like a Animal.. Example of This much of biased Decision Will unBalance the society ",2,0
826,826,1.58071742503671e+18,"And one thing I really want to bring home for people, cis people in particular  Sexology and psychology as a whole still suffers from a 'back catalogue' of work that was made when marital rape wasn't considered to be illegal ",0,0
3653,3653,1.5856827164982351e+18,@MASK Can you also allow associate nations to participate in the IPL beyond the foreign  player limit. It would give more fair opportunity to those unsung superstars.,0,0
47,47,1.581566790223614e+18,e rupee/ Digital Currency set to change all in Indian printed currency. Bigger and long lasting Demonetisation is set to hit firmly in India. Beware of keeping cash.,0,0
4172,4172,1.1751151477879153e+18,@MASK Exactly think about the millions of undertrials who are in the jail because they can't afford an advocate to come out on bail.,1,0
3183,3183,1.5835827569234125e+18,@MASK @MASK Violent revolution is the Marxist creed. History much?,2,0
5166,5166,1.579686951376257e+18,"We might not agree, but sanghis sincerely believe demonetisation was a masterstroke, crony capitalism will lead to development, bigotry is a birth right and hate is a great equalizer. ",2,0
1028,1028,1.5688884946381414e+18,"#MaritalRape Normal people : Marital rape should be recognised as crime. Traditional heterosexual men of India : what you banning sex? That's the only reason we marry, to own a woman andd be entitled to sex. Ok. We ban marriage. ",1,0
4417,4417,1.5859071308459745e+18,"@MASK I suggest that a special red flashing tweet button should be included so people can ask for assistance in life threatening situations it should include the Gps co ordinate nature of emergency, imagine the potential of millions of EPIRBS..in Saving lives.🙏🏻",0,0
4528,4528,1.5850973044782203e+18,"@MASK @MASK oh wait !! then why did Godse tatooed his fore arm with ""ismail"" so that communal violence will be instigated with an assumption that a muslim killed Gandhi 😂😂",2,0
4086,4086,1.5483094118984868e+18,@MASK Post two judges in every jail to review the cases of all undertrials and give them bail if applicable. Why should undertrials run to courts for every hearing? Lack of spare police in transporting them to courts and back results in them being in jail for ages.,0,0
556,556,1.582004733069271e+18,@MASK @MASK @MASK Imagine he didn’t beat and try to rape his ‘finished’ girl. Young lad won’t be going through a lot,2,0
5406,5406,1.5835755536001477e+18,"@MASK i read this as ""paper cut accident"" at first and i was like was it paper for giants?? 😖 ",1,0
1438,1438,1.5986885903679816e+18,"@MASK @MASK @MASK @MASK @MASK @MASK @MASK You mean to say, they’re changing gender of girls/women.   Seems LGTV illness as some influence on NDA. ",1,0
3171,3171,1.5835842609001308e+18,@MASK @MASK It's a parable mate not a law. Best you stick to your Marxist dogma?,2,0
742,742,1.5815947444083548e+18,@MASK Well you can give big thanks to marital rape judgements due to which paid sex is getting extremely valued even more then an iPhone these days.😎,0,0
1174,1174,1.5806096603939103e+18,"The promoters of liberal secularism are fine with democracy as long as people vote for liberal secular values. If people vote against liberal secular values, the liberal authority blocks the democratic process and imposes the liberal position on the populace. ",0,0
2221,2221,1.5835738527008276e+18,"""...And here comes James fucking Rolfe who decided to snap his fingers during lockdown and suddenly he's starts getting big time shows at packed bloody conventions, and they're crap!""  Honestly kinda feels like a slap in the face to a lot of us performers that've put in the grind ",2,0
4030,4030,1.5514359074795151e+18,@MASK CJI should think of the lacs of undertrials who loose a lifetime because of delays.,0,0
3627,3627,1.5858443429836595e+18,@MASK @MASK @MASK I would appreciate if the sports is treated equally as well. Why only cricket? U need to encourage  other sports too! That's the actual discrimination not this?!,0,0
1618,1618,1.5820413458161377e+18,@MASK @MASK I am pointing out the Chinese embassy lynching in front of the Royal police force on the soil of the U.K. You can imagine how they execute the Rule of Law in China.,0,0
5124,5124,1.5800656404501176e+18,Other counsel weigh in. There is no unanimity as to whether this issue must be answered by this #Constitution Bench.   #Demonetisation #SupremeCourtofIndia,0,0
1879,1879,1.5753509562751754e+18,"@MASK One might expect the dst, dbt, isro, dae, earth sciences and csir secretaries to be such an empowered group given that were academics/scientists, many of them high achieving which got them those jobs. But either they don't have a real say or don't want to take a stand. ",0,0
542,542,1.5820051415822868e+18,"@MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK As a Minister for Law, what's your opinion about release of convicted criminals of rape and murder. ",0,0
1740,1740,1.5766093794820751e+18,"@MASK @MASK @MASK @MASK @MASK This Dudula chasing Zimbabweans from praying in open spaces in Zimbabwe is wrong. As Zimbabwe we have a right to do as we please in our country.If we want open defecation while holding bibles how do South Africans get involved bakithi.Zim is our country,they must worry about SA🤣 ",2,0
1464,1464,1.5986665513175654e+18,"@MASK @MASK When the time of war comes, the American army will flee first, and the Indian army will then be ready to negotiate peace.  So don't be so happy.  😄 ",1,0
5086,5086,1.5800797887729009e+18,"AG talks about tagging of the petitions.  Justice Nazeer: They were tagged at your instance, because you did not want to face the music throughout the country.  SG: Because contradictory orders were coming out from diff parts of country  #Demonetisation #SupremeCourtofIndia ",0,0
2894,2894,1.5772326615499612e+18,@MASK @MASK what to do about this  Genocide . We should not allow Hindus to be converted and killed in the name of love Jihad ---which is nothing but suitcase marriages,1,0
3134,3134,1.5835887220080353e+18,@MASK The Beat goes on.   Marxist are in full control and they will destroy anyone.  Kanye is finished!,1,0
126,126,1.582020352863277e+18,"@MASK Umm... conservatives are doing something about the socialist attack on our democracy,  and on the desire by some to dismember babies for the convenience of the mom.  The libs are causing inflation and high prices by their inaction ",1,0
4852,4852,1.580461331701936e+18,We know that honourable SC is listening writ petitions on demonetisation had done by honourable PM on 8th nov 2016. We welcome decision of honourable SC. We are living in democratic Republic welfare country and no body above law. Thunder majority never permit arbitrarily working,0,0
1203,1203,1.546827208567558e+18,@MASK Flash floods effect mountain areas not urban cities. Urban cities are meant to have infrastructure that inhibits flooding.,0,0
1608,1608,1.58205093740057e+18,@MASK @MASK Like an old-time lynching. Fun for the whole family.,2,0
606,606,1.582002946065113e+18,"@MASK @MASK A son for a son, or else rape of the daughter. Let’s not forget Daemon’s tendency for child sexual abuse. ",2,0
1908,1908,1.5752268825720627e+18,@MASK @MASK @MASK kids make better than it🤣🤣,1,0
2360,2360,1.5835446484461486e+18,@MASK Oh my I don't know which one I'd want more,0,0
585,585,1.5820037011824476e+18,"South Africa is the place where woman rape boys, kidnapping females for marriage and actually marrying your female daughters off to reduce the poverty level in the home is a thing. ",2,0
2726,2726,1.5832336966136422e+18,"@MASK Should women go out naked as a form of expression too? We all have dress codes everywhere, schools, mosques, churches, public decency. A hijab should not hinder expression. This is just a foolish notion that you need to flaunt your physical attributes/tastes to be seen and heard. ",1,0
1519,1519,1.5986176790945792e+18,"@MASK It would appear, prima facie, that the British Indian Army being the more proximate answer, it could have been the only recourse for Hindus. INA would have been the ideal recourse. ",0,0
2410,2410,1.5835410257918444e+18,@MASK If you actually cared about COVID-19 you wouldnt sit on Twitter making graphs that a small group of people use.  You would go out and do something constructive.  Shame on you.,1,0
3631,3631,1.5858437699239444e+18,@MASK @MASK @MASK First good thing in your presence Well done !!,0,0
4447,4447,1.5848158591090688e+18,@MASK @MASK It's look u r a BJP minded. Let me know why ? Why not Mrs. Indira Gandhi. Do u know about her? Only female PM of India who dared to come out from White House and told American President we r not ur papet and u will control me from here. She boycott the meeting. Modiji never .,2,0
3802,3802,1.5857156166645883e+18,"@MASK @MASK To top it off, he expressed interest in captaining an IPL team 😂",0,0
4308,4308,1.5859132964731617e+18,"@MASK @MASK Our wish is to tame on this opaque rare lights vehicles, bana they can make you have an emergency only to be hit back which after that they speed of swiftly... this issues happens mostly at roundabouts & during jam leaving you behind sorting st you could avoided.",0,0
4622,4622,1.5851124037670953e+18,@MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK 🙏🙏🙏🙏🙏,0,0
1231,1231,1.5464454818694597e+18,@MASK @MASK Your tweet wasn't worded properly sha. It insinuated that the construction company won't do proper urban and flood mitigation,0,0
3277,3277,1.3747908266607534e+18,"@MASK My full support to you but before that tell me where are those files which you were always saying against Robert Vadra infront of cameras,why you not allowing permission to case against kanhaiya kumar,why you took U turn on farmer's bill ?? ",1,0
1572,1572,1.582082100911489e+18,"@MASK I'd like her to cite one instance of a lynching of a white person in the last 100 years and then justify that it's actually race-based.  Oh wait, she can't. Because it's either nonexistent or not a trend of specifically motivated behavior. ",2,0
324,324,1.5820002598943703e+18,@MASK The Inflation Reduction Act is going to make inflation worse. Your handlers know this.,1,0
578,578,1.582004024538456e+18,@MASK @MASK So many rape apologists and misogynists have been shown this sooooo many times. They know. They don't care. Not while the trope benefits them. But thanks for posting it. I shall persist in sharing it.,2,0
3749,3749,1.585834501032145e+18,I hope @MASK frenchisee will look forward to took @MASK into their side and other associate nation players. It's Highly demanding time develop and expand cricket in entire world. Bilateral series only could help in achieving this goal.,0,0
3797,3797,1.5857205785517425e+18,"@MASK @MASK They are being provided with greater opportunities, including a women IPL next year. Also, important to understand that the announcement has specified new salary structure, basically parity in terms of match fees for different formats, and not necessarily in annual contracts.",0,0
1444,1444,1.5986846695074363e+18,@MASK @MASK Indian Army has to decide if the Tricolour patch in 'colour' is more important than the lives of its jawaan.,1,0
3230,3230,1.583578107680002e+18,"@MASK @MASK @MASK @MASK Oh colleges teach it? Weird. I went to college and never heard of it. Or are you one of those people who doesn’t understand how college works and thinks we’re all being indoctrinated? Post modernism and Marxism are 2 different things, hence “post modern Marxist” is not real. ",1,0
2027,2027,1.5834242895458058e+18,"@MASK When you allow millions and millions of migrants from less developed nations into industrialized nations, the adopt the wasteful resource habits of people in those industrialized nations, further increasing pollution. ",0,0
2450,2450,1.5837018382764974e+18,"@MASK Even if this is true, does this allow gov to exclude Dalit Christians and Dalit Muslims from seeking reservation? ",0,0
2810,2810,1.583194163624878e+18,"@MASK @MASK @MASK I don't think *those* certain issues are US funded, just a reality check for you.  Please try harder.  You've seen the news the same as I have.  Hijabs, for one.  *cough* ",0,0
2347,2347,1.5835457298505605e+18,@MASK @MASK @MASK @MASK @MASK @MASK Many doctors in Canada who flaunted their unsupported claims that HCQ worked to treat COVID-19 no longer can work here! Lisa Bildy has never won a case involving vaccines or lockdowns.,0,0
305,305,1.582013814534713e+18,"@MASK @MASK Many games released and releasing everyday. But Other NFT games are currently having difficulties managing the number of NFTs that are inflated in the market, causing their value to be influenced and damaged. So, what is ""TechTrees"" plan to deal with NFT inflation? ",0,0
3650,3650,1.585695949837435e+18,"I hope this paves way for the Women's IPL, that will develop younger talent from smaller cities. The change in approach towards Women's cricket won't yield dividends overnight but @MASK is at a place where they can afford to take such long term steps. A good step @MASK (4/4)",0,0
5403,5403,1.5835757294005903e+18,"Scuse me, Tory party, but, if Johnson resigned because he flouted lockdown rules, among other things, how can he be brought back as if he did no wrong? ",1,0
4798,4798,1.5806249189870387e+18,@MASK @MASK The demonetisation that was needed.,0,0
3969,3969,1.5559300817798597e+18,@MASK Courts take minimum 10 years to close a simple case.many undertrials are jailed beyond punishment period,0,0
4710,4710,1.5613175782615283e+18,@MASK @MASK @MASK @MASK @MASK I hope I don't need to remind you how Golwalkar and Savarkar urged everyone to take inspiration from the Nazis. That is your ideology.,2,0
2060,2060,1.5834202739816527e+18,"@MASK @MASK @MASK As a migrant myself, spent almost 25k on education, work my butt off & pay taxes. Life would be easier to just enter Ireland illegally !! ",1,0
2577,2577,1.5820017767560684e+18,@MASK don't you worry our govt will only wake up when couple of indians gets roughed up in Nigeria,1,0
4063,4063,1.549761106255614e+18,@MASK @MASK Don't question people celebrating. Question people holding those undertrials in custody simply because they can't afford lawyers.,2,0
3442,3442,1.5808582459249418e+18,@MASK All UAPA accused are getting acquitted after several years of illegal incarceration. Who will give them their time back?  The govt should be HEAVILY FINED in all such cases,1,0
96,96,1.581110467740971e+18,"@MASK Forget jokes and slander on Modi and Kejriwal.   If they were truly neutral they should've done critical analyses on demonetisation, legalized corruption in finance act 2017, AAP's Delhi model. But they won't. Punching down on RG and Congress is in vogue and easy too. ",1,0
4748,4748,1.5588717656396063e+18,M.S. Golwalkar said in his 1966 book Bunch of Thoughts that Tricolour was ‘not inspired by any national vision’. He never respected Tiranga. Tiranga Virodhi RSS,2,0
2085,2085,1.5834168604477683e+18,"@MASK Sure look at the cringe fest when the queen died, ffs. Mcaleese, your man the fish monger, even Higgins. Biggest story coming down the tracks is the fact that they have let thousands of economic migrants in with zero accommodation planned. That is the crisis, not bojo ",2,0
2967,2967,1.577015804314366e+18,@MASK Murder - playing games with name - another attempt of love-Jihad.,1,0
2356,2356,1.5835450704430612e+18,"@MASK @MASK What about LGBT, what about blacks, what about Covid 19, what about Andrew Tate, what about Alex Jones? All these topics were WAY more deplatformed than anyone mentioning jews. It’s not “the jews” dude. ",1,0
1020,1020,1.5688945317305508e+18,#MaritalRape. I have not married to save myself from women.  #BoycottMarriage  untill marital rape laws are made gender neutral.,0,0
1730,1730,1.5768677159939932e+18,"@MASK One of the better things to have come up in Karnataka in the last few years, kudos for the work done, Mr. Simha.  We have people complaining about ease of open defecation when govt built toilets in rural areas, the above cynicism isn't new. Keep up the good work ",0,0
2380,2380,1.5835433104041e+18,@MASK No it's not.   Biden had 81 million people vote for him.   We out number you.   You will see it on Election Day.  Especially after all those Trump supporters DIED because Trump called COVID-19 a HOAX.  Poor Herman Cain.,0,0
2148,2148,1.5835779935362335e+18,@MASK Same clown that used his speaking time in the seanad to push for a special exemption to be made during covid for Clongowes college to be allowed play a rugby game when the country was in lockdown.,1,0
1191,1191,1.5469581010934415e+18,"@MASK We all should stop making excuses for bad governance. They in the US get hurricane level weathers and then this happens and still bounce back better than ours who refuse to fix basic sewage work, flood run offs, urban planning and so on. ",0,0
4076,4076,1.5486203538611036e+18,"@MASK ji. It's a matter of concern that over 5 cr cases are pending in courts & over 3.5 Lakh undertrials are languishing in prison & out of this,the poor have been in for more than 5 years in false cases.Many due to poverty & lack of  awareness of procedures to get bail.",1,0
805,805,1.5809454571191337e+18,"@MASK Yup now after the verdict of SC about ""Criminalisation of marital rape"" this date after marriage started making sense ",0,0
2923,2923,1.5771762454730056e+18,"@MASK @MASK @MASK Also there are many stories of hindus attacking and killing women, children, rival hindus, dalits, minority faiths and especially Muslims.  You have love jihad laws for crying out loud. The list goes on. Please stop being ignorant and lying. ",2,0
645,645,1.5820017842554348e+18,@MASK Horse race journalists equating normal with evil got us here.  Now tell us what to do to steel ourselves ... e.g. once their periods start every woman should have an abortion plan in case of rape or an ectopic pregnancy.,2,0
3307,3307,1.36555239767049e+18,@MASK Sir we students are suffering form problem of unemployment. The Farmers are suffering from the black farmer's bill. Small businessmans are suffering from GST tax problem and rest are suffering from hike in the petrol prices.Then who is here to take your wishes for magh poornima😔,1,0
965,965,1.5689922755768525e+18,"@MASK You had a valid point, but that doesn’t eliminate the existence of marital rape though! Having said that all, there’s still no reason to deny visitation unless they are really dealing with a psychic pedophile partner! ",1,0
3222,3222,1.58357940128308e+18,@MASK You mean indoctrination .CRT gender fluidity Marxist communism everything but the important stuff. 😂 🤡 Every other country is teaching real education while American schools are like do you think your a 🦄 or what of the 75 genders and drag shows 😂 🤡,0,0
3156,3156,1.583585822020096e+18,@MASK Elon never said he wouldn’t replace them.. just wants to fire Marxist,1,0
2877,2877,1.5389319664727695e+18,"@MASK Uff. These hinduphobics. So blind in the hatred of a community, that they refuse to accept a fundamental right of a Hindu women to practice her religion. And then these ignorant hinduphobic feminist would cry bucket for triple talaq abolishing or choice to wear hijab. ",1,0
4728,4728,1.559451138868613e+18,"@MASK @MASK @MASK True fangs are out after 2019 win. Many within the Bjp & the RSS too are uncomfortable.  To calm them, visit to Gandhi samadhi-lauding him are done. Most members of the RSS too do not know the real intent of the Organization.  They disown him publicly but Golwalkar is their icon.",2,0
2961,2961,1.577038463127675e+18,@MASK hindu girls can join love jihad scheme to avail these benefits,0,0
3608,3608,1.5858467803897815e+18,"@MASK @MASK What have Bollywood to do with BCCI anyways, they are the worst community in entire country, totally low life people",0,0
4893,4893,1.5803933199094292e+18,How the time is wasted in Supreme Court of India is clear from the case filed in SC relating to demonetisation of currency notes in 2016. The case will be heard by five judges bench. The net result will be big zero.,0,0
977,977,1.56896846824201e+18,@MASK raped in a live in relation to just move out & break up and forget about the rape?  Rape is a criminal act which needs punishment. Do you understand that?  India is bound to enact marital rape laws as per international laws like ICCPR and ICSCER signed and ratified by India. 2/2,2,0
1943,1943,1.583623733700604e+18,"Migrant deaths at the U.S.-Mexico border hit a record high, in part due to drownings ",0,0
1509,1509,1.5986327744577864e+18,@MASK So you are saying our Indian Border n Army is not capable n home minister is also not working and these people will intrude in India 🇮🇳,1,0
2290,2290,1.583548821501784e+18,"@MASK Yeah, air purification is the key element to truly deal with #COVID19 & other present & future diseases & microbes! Federal government can mandate it via the National Building Code of #Canada & Crown Corporations while BC mandates it via the BC Building Code & Crown Corporations. ",0,0
228,228,1.5820197657991168e+18,"@MASK @MASK Bingo. That's our inflation in a nutshell. We have been dependent on the petro dollar for too long. We need to end the Fed and go back to gold backed currency. And, we need to put members of Congress back on per diem with no staff, pensions, or healthcare benefits. ",1,0
3319,3319,1.3633832917730345e+18,@MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK How do you know the background of each & every person  in the zoom meeting? What is important is what were they discussing in the zoom meeting - where they discussing Khalistan or farmer's bill ? And is that person a criminal on the run ? If not then talking to him is not a crime,2,0
209,209,1.5820198793721733e+18,@MASK Blocking legislation in Congress = reducing inflation.,1,0
5042,5042,1.5800929120961413e+18,Finally it’s all about whether any is all or not   #DEMONetisation debate,0,0
1593,1593,1.5820660075561083e+18,@MASK @MASK @MASK The courts want to ignore it. No judge is brave enough to stand up to what would become a public lynching. The press and the entire left establishment would explode and the republicans are too scare to stand up for it.,2,0
2758,2758,1.583214830172795e+18,@MASK I see here and there (in LinkedIn for example) the black Muslims try to twist the truth of Iran. They try to normalize ‘headscarf’ instead of ‘hijab’ and repeatedly share such the posts.,1,0
4278,4278,1.1199279103983412e+18,@MASK @MASK @MASK @MASK It is for every party to avoid fielding of undertrials in elections.,0,0
4774,4774,1.580785014341763e+18,"demonetisation or will they write the history of demonetisation ?  Now so many people are in jail without trial, chargesheet, bail without bail, they will be given a trial date and 6 years later, when some of them will be free like Stan Swamy himself. ",2,0
830,830,1.5806563620479547e+18,"@MASK this is marital rape, you’re damn right an ex husband ",1,0
1544,1544,1.582122084553044e+18,White American thinking is so depressing. This is so clearly revealed in the issue of the FBI and 1/6 and its questionable reaction to it. They totally neglect the well known fact that the FBI tortured MLK till his death while murder& lynching of black people remain unsolved.,2,0
4772,4772,1.580797228507353e+18,"@MASK The government should have known that when they forced overnight demonetisation for their foolhardy purposes, which are yet to be defined and demonstrated. ",2,0
4739,4739,1.5591371340652298e+18,"@MASK Honestly,I get mad when people ask,which Hindutva,Savarkar or Golwalkar?What does that even mean? Hindutva is much more than any specific person.Both of them practiced as per their understanding, & we practice it as per our understanding. Simply its my way of life and respect it.",1,0
332,332,1.5820002187650212e+18,@MASK the Trump tax cuts for the 1% achieved nothing for the working class except inflation,1,0
2546,2546,1.5820486843633705e+18,@MASK NDTV is anti dalit. Not my view but of the so called liberals bein fed in India only to spit venom and divide it,1,0
850,850,1.5754525506392105e+18,@MASK @MASK @MASK And the marital rape PIL is filed precisely to remove this exception. A simple reading for martial rape petition will clarify.,0,0
1088,1088,1.5806897526756024e+18,"@MASK @MASK @MASK @MASK @MASK Secularism is literally the opposite of religion. In fact, secularism protects religions, including their tax exempt status. So if you want to go this route, churches can start paying taxes. ",0,0
747,747,1.5815744957559808e+18,"@MASK @MASK I can tell you from what prists in sermon say. Yes, you are promoting marital rape, and jesus would have disagreed with it. ",1,0
3825,3825,1.585701304789512e+18,@MASK We will include Zimbabwe 🇿🇼 @MASK @MASK cricketers in IPL but not a single Pakistani cricketers in it 🇵🇰. Except @MASK ask everyone to play Street cricket first.,0,0
871,871,1.5754452470431744e+18,"@MASK In march Delhi HC, AG was dead against the marital rape laws ",0,0
34,34,1.5816408972380447e+18,@MASK Biggest failure of Modi govt is passing laws without talking to stakeholders.  Demonetisation :never spoke to banks.  Farm laws: Never spoke to farmers.  CAA : Never spoke to Indian Muslims about NRC.  370: Never spoke to KPs or grassroot workers.  Hence the failure of all,1,0
4730,4730,1.5592341220985528e+18,"Pakistan is an uncertain state. As far as possible, we must continue our efforts to unite  these two divided states…Nobody is happy with Partition. - M.S.Golwalkar  #ಸ್ವಾತಂತ್ರ್ಯ75",0,0
