,Unnamed: 0,id,tweet,offense,codemixed
44,44,1.5815838949982863e+18,@MASK Yes. The amount of money laundered by top private banks during demonetisation is staggering. Hardly any action taken.,0,0
867,867,1.575447578040496e+18,"@MASK Since marital rape is now here, I think hinduism is done ",0,0
3517,3517,1.5858599989485937e+18,"@MASK @MASK @MASK dear Pakistan,, never do cheating,, otherwise I will tell @MASK to fix more matches and make you lose more matches by power of Money,,",0,0
3819,3819,1.5857044547156746e+18,@MASK Please ask ipl teams to give ipl contract to the Zimbabwe players . They deserve it @MASK,0,0
2235,2235,1.583572983313928e+18,"@MASK @MASK What about Batman: Arkham City Lockdown? 👀👀👀  By the way, are you playing Gotham Knights? I started it today!! ",0,0
2544,2544,1.5820501403569807e+18,@MASK RSS news channel finds it hard to name a tall Dalit politician! Why are we surprised?,0,0
2851,2851,1.5403074736800645e+18,@MASK How is this possible after abandonment of triple Talaq ?,1,0
2673,2673,1.5837334829534863e+18,"@MASK @MASK No it's Conervatives discussing what they *think* liberal Christians believe - they're often wrong. Peterson's Canadian so didn't get involved in this, but a significant number in the US still think Obama is Muslim! They definitely don't have great knowledge of liberal Christians ",0,0
3103,3103,1.583591218126422e+18,@MASK no but it was right after the scene with the gold cloaks,0,0
3635,3635,1.5858416718071972e+18,@MASK At least one mandatory associate nation cricketer in every IPL team? They aren't getting enough chances in international cricket consistently @MASK,0,0
639,639,1.5820019816104305e+18,@MASK @MASK kissing someone who is sleeping without their knowledge is called rape. stop it,0,0
868,868,1.5754469119388836e+18,"#MaritalRape  Cant understand, Either Supreme court is Not aware About the reality or They are treating  the men like a Animal.. Example of This much of biased Decision Will unBalance the society ",1,0
882,882,1.575441882943226e+18,"@MASK @MASK Due to evidence act 114A, every marital rape will result in conviction. No chance of proving it's false. Unless husband has video recording of entire act and woman has confessed false case on video. ",0,0
3028,3028,1.5805099575352074e+18,He continuously sought to safeguard and promote the rights of the marginalized within the framework of the Constitution.   The activist wanted to continue working with the Adivasi population in the state after the completion of his fellowship. 2/3,0,0
356,356,1.58200004795657e+18,"Inflation is not increasing, people’s capacity to purchase is decreasing. ",0,0
2591,2591,1.5837364112071352e+18,@MASK @MASK @MASK It's a court case as more and more non muslims are denied business as more companies follow the rules,0,0
4707,4707,1.5626750184670044e+18,"@MASK @MASK Golwalkar ന് മുന്നിൽ കുനിഞ്ഞ് നിക്കുന്ന സതീശൻ, പറവൂരിൽ ചില വീടുകളിൽ രാത്രി കാലം കയറി ഇറങ്ങുന്ന പറവൂർ സതീശൻ.,  അങ്ങനെ എത്ര എത്ര ജീവിതങ്ങൾ ആടി തീർത്താൽ അണ്  ഒരു പ്രതിപക്ഷ നേതാവിന്",1,0
2659,2659,1.5837339326796268e+18,"@MASK So, you're keen to protect Jews, blacks and muslims?  Where does that leave the rest of us? ",0,0
80,80,1.5812090029184123e+18,"@MASK @MASK @MASK @MASK Why we contracted this much, why we grow at just 3+% in 2019 before COVID, cause of demonetisation, 5 level gst, in 2008 economic crisis us contracted but we were 3+% ",0,0
4978,4978,1.580177366844072e+18,"Supreme Court's Constitution Bench seeks Centre, RBI response on demonetisation ",0,0
4115,4115,1.547124148991717e+18,"@MASK @MASK Tonight at 9: as the Supreme Court bats for a new law to ensure bail for undertrials , why is the judiciary unable to uphold those rights even now? @MASK    faces multiple cases and no bail as the process becomes the punishment 22 FIRs, 34 days in jail for 1 post",1,0
5181,5181,1.5794355874673582e+18,@MASK Since demonetisation I rarely used cash,0,0
2560,2560,1.5820309439338575e+18,@MASK @MASK These are number i am quoting as per govt. And u r yet to provide ny number u dalit hater,0,0
2104,2104,1.5834149373547889e+18,"@MASK @MASK @MASK @MASK So what? Would have made a difference if it was a Brit? Mate, most likely you're a migrant too, but from some old generations. You probably don't even own a piece of land or any asset in the UK and you straight away jump to the conclusion... ",1,0
2948,2948,1.5771017044617052e+18,Tunes of the day Pale Waves - Jealousy Slayer - Disciple / Jihad Madonna - Borderline Billy Ocean - Love Really Hurts Without You Hellogoodbye - Here (In Your Arms) Angels & Airwaves - The Adventure,1,0
2955,2955,1.5770779922953787e+18,@MASK Only Males who wants to Participate in Love Jihad Sir,1,0
2184,2184,1.5835757881586156e+18,@MASK i too like to string a bunch of random words together,0,0
1836,1836,1.5756730482123284e+18,"@MASK The fate of LUPEX in part is dependant upon CY-3's outcome so yes, those two landers will share some of the heritage. That doesn't mean ISRO can't begin working with test models.  Remember, the above timeline is for the integration of their engineering models not flight hardware. ",0,0
1783,1783,1.574448909119738e+18,@MASK @MASK Andy Ji likes to poop on Business Newspapers in spite of having a toilet at home...   We need to have a scheme to end this kind of open defecation as well,1,0
1566,1566,1.582089207610499e+18,"If M killed any H, not communal, just a street fight, no media, a side line news  But, if H killed any M, it is communal, mob Lynching, lynchistan, Bhagwa Terror, fascist India, National media, mass Activism on SM, bollywoodia’s campaign, WaPo, NYT, PM comment  Hindu Rashtra 🙏😞 ",1,0
1650,1650,1.5820024281611633e+18,"He belongs to the breed of Atiku, a silent thief. Obasanjo said in his book that Atiku has a ""propensity to corruption.""  Remember how he deleted a tweet that condemned the lynching of Deborah because his northern kinsmen were enraged he did. They can play docile very well. ",0,0
5030,5030,1.580097763760812e+18,"@MASK If anyone ever asks what #Demonetisation by @MASK govt achieved,reply is this👇  #UPI launched in 2016  In Oct 2019,India crossed Billion UPI Transactions  In Oct 2020,we crossed 2 Billion   In Sep2021,we crossed 3 Billion&in Oct 2021,we crossed 4 Billion UPI Transactions ",0,0
2291,2291,1.5835487679992545e+18,"Meanwhile, outlays for fiscal 2022 fell by a record $550 billion, or 8% to $6.272 trillion as Covid-19-related spending declined. Still, in Sep only, the budget deficit widened to $430 billion from $65 billion in the corresponding month of the previous year, well above market exp ",0,0
2326,2326,1.5835471111107625e+18,@MASK False. Florida led the nation. Gov. Lee permitted my county mayor to impose a needless mask mandate on us with a punishment of up to a year in a jail for a single violation. You can’t do that and say we led the nation in COVID-19 protections from government mandates.,0,0
823,823,1.5807313729136271e+18,"cold shoulder gf, marital rape bf ",0,0
4829,4829,1.580550215966212e+18,Whether or not govt thought abt consequences of demonetisation is being made a constitutional issue. Next SC can question major budgetary decisions or economic policy making & ask if objectives achieved. Encroaching into executive domain?,0,0
3038,3038,1.5801278846681252e+18,"3. Given that 90 per cent of our coal, more than 50 per cent of most minerals and many of the prospective dam sites are in Adivasi regions, there is likely to be continuing contention over issues of land acquisition in these areas, inhabited by some of our most deprived people. ",0,0
1403,1403,1.6007798824387215e+18,"@MASK @MASK @MASK @MASK @MASK @MASK @MASK what on earth is stopping you to return baby Ariha to India,Republic of India was one of the first nations to end War with Germany after World War II & did not claim war reparations, although 24,000 soldiers killed serving in the British indian army . ",0,0
1240,1240,1.5463683177530982e+18,"Karachities: Be save, be alert & be at home. Urban flood warning is given by govt for Karachi, condition is worst. Do take care of your own self and keep eye on other to help. #Karachi #rain ",0,0
101,101,1.581076136070906e+18,People so easily bring up the poor whenever they defend Modi . If he really cared about the poor .. why are they still poor ? 🤔 #DEMONetisation 18% GST,0,0
2315,2315,1.583547767565484e+18,"And yet, #Switzerland refused to support and actually actively blocked a #WTO proposal that would temporarily waive patents for #COVID-19 vaccines and treatments—an essential step to achieve global vaccine equity and end this pandemic once and for all, not only for the rich. ",0,0
2077,2077,1.583417969501434e+18,"@MASK ""far right""? Sensible people who see the problems migrants bring to the country are drawn to outrage. You pathetic trash Democrat media are absolutely sickening ",1,0
1905,1905,1.575236350017622e+18,@MASK Old one was good..,0,0
1222,1222,1.546505499478147e+18,"@MASK @MASK @MASK @MASK @MASK I live in a floodplain, love living in a floodplain, my house was built above the highest recorded flood, and flooded, in part due to poor floodplain management and highway levee bank ",0,0
4841,4841,1.5805120242281472e+18,The biggest corruption scam in our history:  Who had prior information about #demonetisation???  How much black money was actually recovered?   Who are the fraudsters arrested?   There must be a serious criminal investigation of this daylight fraud ( 140 innocents died).,0,0
4832,4832,1.5805431915513935e+18,"@MASK Why are you making fool of yourself by criticising Modiji. If you have think that demonetisation was a biggest scam then approach the court, show the proofs & prove it. Babbling on twitter & TV channels isn't going to prove it. Why only opposition has problem with demonetisation? ",1,0
2969,2969,1.576999343692796e+18,@MASK @MASK Have you even heard Muslim condemn his own people even if wrong ? Foolish Hindus will condemn their own even if they try to stop love jihad activities 😡,1,0
1623,1623,1.58203362848136e+18,"@MASK @MASK @MASK @MASK No one lynched & this is not lynching, students don't have the audacity to do that & it's India not pakistan ! No one will do for a small incident like cricket football ! Laws & Police system is too much strict in India & no student want to stain their future ! ",0,0
2385,2385,1.5835429584432207e+18,@MASK I'd say if you have one of the FA apps you'd be fine as long as you set the preferences on load. Mine is setup just to load stories only. Otherwise avoid the site. It's not worth the risk,0,0
1281,1281,1.5455338541229097e+18,"Flood don come, you say “na FG bad urban planning cause flood foryour area” The mathematics is not mathematicing   The earlier we start taking responsibility for a lot of things that happen under our noses without looking to point accusing fingers, the better ",0,0
3138,3138,1.583588327546311e+18,"@MASK Don’t the Dems believe that, to defeat “evil” anything is morally ok? Asking for a friend. Just getting the rules straight! Vote anti Marxist! Vote Republican! ",0,0
1804,1804,1.5725175325690757e+18,"Unplanned urbanisation, obsolete sewerage system and lack of public toilets have turned Kathmandu into an open defecation zone, the paradise for mosquitoes and diseases. Everyone wants to live here but nobody cares about its problems. ",0,0
4836,4836,1.580536947654525e+18,@MASK Otherwise they wouldn't have died! No one died after demonetisation so far! @MASK,0,0
4598,4598,1.585869580983218e+18,"@MASK Inspite of wrong narratives since long, Nehru is now remembered for his misdeeds , manipulations ,anti national  actions that has weakened the foundation of the nation.  Nation will continue to bleed and suffer for long.",0,0
2381,2381,1.5835432861529784e+18,"@MASK @MASK We must remember that Ramaphosa went to Saudi Arabia during Covid19 and they gave him billions and now it's pay back time. Actually, those billions never helped SAns and I guess it was about his self enrichment. This is not new, planned long ago when he took their billions. ",0,0
2379,2379,1.5835433479346583e+18,@MASK Will COVID-19 leave its pandemic status by any further action other than just waiting for it to solve itself,0,0
4326,4326,1.5859123523311616e+18,Canada testing 1-2-3… the Emergency Act was not necessary  …men can’t have babies …the vaccine is responsible for the massive increase in sudden deaths… testing/testing/testing,0,0
156,156,1.582020191592272e+18,@MASK @MASK As evident when the Trump administration (and in fairness it continued under Biden) printed $15 trillion dollars to prop up the bond market. What this essentially did was allow the wealthiest to buy back stock and left the poor and middle class suffering from inflation.,0,0
687,687,1.5819793270378537e+18,@MASK @MASK Yet they think marital rape in Gone With the Wind is A-OK.  These fascists are disgusting.,1,0
3709,3709,1.58585442697096e+18,"@MASK @MASK Happy you mentioned the IPL where the big boys play. Remind me please, which IPL team does Bavuma play for? Oh wait I'm confusing the IPL with our local T20 tournament. Which franchise bought your hero?  That's right, he is so useless that NOBODY wants him, not here or abroad🍻",0,0
183,183,1.5820199984110346e+18,3/ The DKI Takeaway: More Fed rate hikes coming. DKI inflation and interest rate hedging plan to protect your portfolio available to subscribers on the “Current Recommendations” page.,0,0
1499,1499,1.5986396940651397e+18,"INDIAN ARMY CARRIES OUT LARGE FIELD TRAINING EXERCISE INVOLVING ALL ENTITIES OF WARFIGHTING Friday, December 02, 2022 by Indian Defence News ",0,0
2042,2042,1.5834228941889536e+18,@MASK All I see is him doing his job and saving the children. How many migrants do you want for Florida?,0,0
4732,4732,1.559231617167954e+18,"@MASK @MASK @MASK Sir, honestly u r confused.u tried to divert the discussion with question of Hindu,hinduism & hindu sangathan. simple & short answer to u is, people were ready to listen to u patiently and answer u logically,thats Hindu. Now if thats Savarkar or Golwalkar for u,its ok for us",0,0
679,679,1.5820137674449388e+18,@MASK Aside from the marital rape she endured. You would think her station as queen would allow her to be able to reject these advances!,0,0
586,586,1.5820036072387707e+18,"@MASK Exceptions that they'll never grant, because they believe all allegations of rape are lies and that you can't get pregnant if you didn't want the sex ",0,0
2570,2570,1.5820187507985162e+18,"@MASK @MASK @MASK @MASK Yes Muslims girls too marry hindu boys but in 99% of cases they aren't forced but there are many cases where muslim boys harassed dalit, hindu and even cristian girls into love jihad also tell fake names and after sex or marriage they reveal their real identity. ",0,0
93,93,1.5811361184139223e+18,@MASK What else.. to keep public distracted from basic ground issues increased by the same demonetisation itself.,0,0
2534,2534,1.5820647424030474e+18,"@MASK Well it's all over the news, that too commision is appointed under Ex Justice Balakrishnan (Xtian but Dalit on paper & severely Anti-Hindu) . Infact Church is very happy. All Anti Hindu laws are done through courts. Earlier BJP didn't accept it but denied reservation validity. ",0,0
4430,4430,1.5848787383820247e+18,"There is a striking lack of common sense in such ideological debates. History has made it crystal clear that having a woman as head of government, such as Indira Gandhi, Golda Meir and Margaret Thatcher, always brings about positive change.",0,0
492,492,1.5820066051297403e+18,@MASK @MASK Trump has been supeoned in NY for a case of rape. They want his DNA. This lady doesn’t need money. She saved her clothing so she has his DNA. He won’t provide a sample. His defense is she’s not his type.,1,0
2324,2324,1.583547176713474e+18,Don’t worry about a little mild myocarditis heart inflammation you should be concerned however with cold/flu like symptoms. - the covid19 experts,0,0
4280,4280,1.1198311744220692e+18,"@MASK @MASK Forbidden? Where?   Do you have a different copy of constitution where it says undertrials are guilty before judgement? By that yardstick, your Congress party is a den of criminals & no better than terrorists for letting off the 7 muslims for Samjhauta blasts & implicating Sadhvi",1,0
3446,3446,1.5808395327859917e+18,"Wow what a princely sum! Uapa for some, 800 for others. Well done again UP. ",0,0
2484,2484,1.5836884247619256e+18,"@MASK @MASK @MASK @MASK @MASK You have not shown there conviction data, secondly u have to show that UCs commit more crimes & r getting away with it. Also show that UCs r getting bail but others r not. Throwing random numbers is not the same. Plus, i am telling u my lived exp.... ",0,0
2384,2384,1.5835430246758769e+18,@MASK Bus drivers are known since winter 2020 to be at very high risk of infection with covid-19.  Apparently pretending there is no pandemic isn't working to protect them and have them productively at work  But let's engage a private consultancy to find out what is up 🤣,0,0
3922,3922,1.585673876905812e+18,"@MASK Good news, but men are still underpaid with 6 billlion ipl deal and 3 billion icc plus 2.5 billions deal for Indian cricket in India, they are paid less than 10 percent of it, should be around 25-30 percent. 2-3 million Indian contracts and 5-6 million in Ipl should be there",0,0
3198,3198,1.5835814877937828e+18,@MASK @MASK plus a colon cleanse,0,0
3923,3923,1.585673844752515e+18,@MASK @MASK How? Each team will play everyone else once. It'll be like the IPL except teams will only okay each other once instead of twice. Now please don't tell me that the IPL is like a bilateral series,0,0
3365,3365,1.358809737106649e+18,"@MASK am sure u have no idea what farmer's bill is about.only one section of people demonstrating since last few months. A farmer can not leave farm even for a day!!!! Do u want us to point issues of ur country? Unlike u, am well read n aware!! #FactCheck #IndiaTogether ",0,0
3412,3412,1.5810065390534656e+18,UAPA is a draconian law & it is applied in India to jail Muslims & Dalits indefinitely as undertrials. UAPA is against basic principles of Indian constitution. If a person is charged with UAPA & jailed by police then it is duty of accused to prove that claims of police is wrong.,1,0
4542,4542,1.5848779762308628e+18,"@MASK Don’t trivialise it. It’s all other aspects which play it’s role. When you always try to crush dissent, call dissenting voices as Deshdrohi, oppose social justice, secularism, try to impose notion of Hindu Rashtra, eulogise Godse, you are ought to be called fascist.",1,0
1212,1212,1.546692600161116e+18,"@MASK Where urban or environmental planners are not respected in the decision making process, floods are common. We have a choice to play politics on it.😉 ",0,0
3357,3357,1.3595491915260518e+18,"@MASK @MASK This is the Govt. of India for which people have Voted. Time to Rethink ?  This only  @MASK   can do.   Suspend internet, Block twitter, Put Journalist in jail.   Rafel Price :- No Question PM Care Fund :- No Question Farmer's Bill :- No Discussion in Parliament ",0,0
733,733,1.5816537785743688e+18,"@MASK @MASK That's a seperate issue.  Sex outside marriage is legal for both. Its gender neutral  However, rape on promise of marriage nd marital rape, applicable only against men ",0,0
2607,2607,1.5837358475929436e+18,@MASK Banning crackers in delhi should be a bipartisan agreement.And u made a Hindu muslim out of this?wahh!BJP never fails to amaze me,0,0
195,195,1.5820199358823137e+18,"@MASK Well evidence backs up there’s reasons to be concerned when Democrats are running things (into the ground) war, inflation, debt, tax & spend policies. We’ve literally given BILLIONS to Ukraine. BILLIONS ",0,0
3315,3315,1.363723321683116e+18,"@MASK What is the fact, either opposing the farmer bill or got sufficient money from other sources. If destroying the crops for opposing the farmer's bill then he has not understand the bill. I think he is biased and due to this mistake he may commit suicide. ",0,0
2131,2131,1.5835786847362253e+18,@MASK Just after they killed 10s of 1000s after delaying lockdown for weeks (because Sunak brought the Great Barrington declaration nutjobs into no. 10 to persuade Johnson not to do it)?,1,0
3883,3883,1.5856827730708111e+18,@MASK Fair point. Is your chief of cricket coming back to IPL commentary. We miss his kind words for Indian players.,0,0
3637,3637,1.5858355405946675e+18,@MASK @MASK BCCI is certainly now going to do marketing for women IPL. There is immense potential to generate revenue there.,0,0
1484,1484,1.598647404773114e+18,@MASK Thankful to the Indian Army for working in this regard & making people awared.,0,0
813,813,1.5808458335407596e+18,@MASK @MASK @MASK @MASK Cultural groups that are strictly against homosexuality have been harming their society with the justification of child brides and marital rape. Now they react violently to people who don’t adhere to heterosexuality. Our society has been harmed by straight people just as much.,1,0
4071,4071,1.548976448668455e+18,"@MASK @MASK I think higher judiciary should to conside such issue under an adequate manners to resolve that which is hasty indiscriminate arrests, incarceration of undertrials or the any technicality/  Error the peoples are suffering in.  They should to get immideate relief in such concern.",0,0
3864,3864,1.5856892871854408e+18,@MASK They will try in IPL,0,0
1097,1097,1.5806645662240686e+18,@MASK The obsession with Secularism as the ultimate good has literally caused the worst refugee crisis in Turkey.,0,0
3113,3113,1.583590768182448e+18,@MASK ratio + mojitos outsold + only men drink beer,1,0
2695,2695,1.583732765480358e+18,@MASK @MASK I've never in my entire life heard of an atheist Christian or Muslim - most Jews are atheist   Quit your lawyering,0,0
5052,5052,1.580090416686596e+18,Chidambaram: this power is not available in S 26. That is the second submission. The third main submission will be that the objectives were false objectives. These could never be achieved by this notification.   #SupremeCourt #Demonetisation,0,0
3140,3140,1.5835881004243558e+18,Love how almost every John D’Emilio book has essentially the same subtitle,0,0
4159,4159,1.1795963654265487e+18,"@MASK @MASK One such claim is about psychology, that veg calms your mind, that it purges your mind of evil thoughts. Now, to examine this claim, I suggest a simple survey study -- classify the convicts (not undertrials) of Tihar Jail for their food habit prior to the crime.  @MASK",0,0
1137,1137,1.5806265177676513e+18,"@MASK @MASK @MASK You can go into the public under secularism. You can have churches and Tempels what ever you want. Under christian law, could I open a temple of Satan an praise him etc? Nope. ",0,0
5,5,1.582016145317847e+18,"@MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK @MASK This is how the money made after demonetisation, pm care funds & undisclosed donations used to win elections or the candidates. ",0,0
410,410,1.581999616974721e+18,"@MASK @MASK @MASK As we ALL know, inflation isn’t caused by the president ever. No matter who it is. In this case, it’s caused by post-pandemic supply chain issues and the Russian’s war in Ukraine. The ENTIRE world is suffering high inflation. Explain how Biden is responsible for that! (He’s not). ",0,0
2479,2479,1.5836897968784998e+18,"@MASK @MASK @MASK @MASK I am aware of my social privilege. Generations of educated parents, who owned land, were always upwardly mobile due to social capital of extended educated family, first to reach foreign shores.  You need to ask yourself some basic questions about why you lack empathy. ",0,0
1432,1432,1.5986926252464906e+18,@MASK @MASK @MASK @MASK  @MASK @MASK @MASK @MASK @MASK  @MASK @MASK @MASK @MASK sir made a thread on indian army camouflage I would like to know your perspective too. Do have a read !,0,0
2091,2091,1.58341644749303e+18,@MASK there were some migrants tho middle eastern I think,0,0
290,290,1.582019448684544e+18,"@MASK Yes i can understand it what you mean. But when you do it 1 or 2 times a Month there would nothing Happen. When you do it every day there May come some Problems But so you also can get out your Body all the crap from your Body.    Or Maybe try air Inflation, That is really Good ",0,0
3371,3371,1.5811832967632364e+18,"@MASK @MASK The case isn't dismissed because evidence is weak but because he was prosecuted under UAPA without prior legislative sanction to do so.  The case was deemed null and void. If there wasn't this legislative lapse, the sentence would be upheld.  Not discussing merits of evidence. ",0,0
76,76,1.5812197782783508e+18,"@MASK Or, would the powers be have believed that British will quietly suffer, just like people impacted by demonetisation and help them rise on popularity chart without marketing expertise? ",0,0
147,147,1.5820202815178056e+18,@MASK @MASK As long as there is inflation home price correction will be limited.,0,0
5404,5404,1.5835756983413883e+18,"@MASK All about you as always. People died who shouldn't have because lockdown was late. Hovt pushed hospital discharges which killed care home patients. The lockdowns didn't kill your business, incompetence, Brexit and chaos under Johnson and his acolytes did. ",1,0
3788,3788,1.5857883414167675e+18,@MASK Alright!!…let’s start the IPL vs PSL discussion again!,0,0
5444,5444,1.5835734901661573e+18,"@MASK Nevermind there's a global problem with inflation and democrats are really not too blame.  It's Putin's war, draconian covid lockdown policies in China, corporate greed using the pandemic supply chain shortages as cover, but we don't want to tell the truth, do we Kevin ",1,0
4940,4940,1.5802257882589225e+18,#Demonetisation it has helped many understand black money holders were horrified and includes big politicians including Mr P C now arguing in supreme court  that is politics  live and let live,1,0
2684,2684,1.583733240611115e+18,"@MASK @MASK Kindly help address this situation..it's now getting out of hand: I trust you are well.  Sometimes back I mentioned the issue of absentee Somali/Muslim father's.  Here where we stay, Rangers Court,South C,Nairobi, over 50% of the homes are owned by ",0,0
1956,1956,1.5834325890038825e+18,"@MASK @MASK Democrats have failed leadership across the board. Been that way since I can remember.  How long have we heard about the Socialist monster? Migrant caravans?  Et al.    They do nothing to educate the electorate or change stereotypes, just wring their hands and collect donations. ",1,0
564,564,1.5820045549081843e+18,@MASK @MASK @MASK For rape and murder? I hardly think so….,0,0
1789,1789,1.5737174919390003e+18,"@MASK @MASK @MASK The fact remains, Nigeria is the capital of open defecation. ",1,0
5153,5153,1.5797636906642596e+18,"@MASK @MASK Rafale scam, Demonetisation scam, Oracle pay offs to Indian Railways, ",0,0
3728,3728,1.5858458338402673e+18,@MASK It also apply to ipl . It's accuracy of mumbai indians that is making them champion .,0,0
661,661,1.5819720073143337e+18,"@MASK It's your right to get paid for your labour, even if it's things like doing the dishes.   What's happening 'here'  is the central problem. People think what's happening in sunni pakistan (marital rape, no penalty for forced polygamy, absent fathers etc) is all there is to shariah ",0,0
100,100,1.5810855266729697e+18,"@MASK @MASK Even if demonetisation was proved wrong, how the wrong will be rectified? ",0,0
2977,2977,1.5769739343977715e+18,@MASK I need to share something about Love Jihad with you. How do I do it?,1,0
3040,3040,1.580020638726885e+18,"@MASK They are silent on all crimes that happens in india due to religion and caste. caste crime is 100 times worse then the crime against minorities, the people who are attacking minorities are also attacking dalits and adivasi in India. ",0,0
3748,3748,1.585834884999676e+18,"@MASK @MASK It's so simple more country participant in football wc so it's obvious they will earn more money. More matches=more money likewise in ipl there are more matches so from there it will earn more  money then t20 wc,leaving sponshor aside.",0,0
3724,3724,1.5858477573316567e+18,@MASK You even get women IPL ! Now from here make sure you and unit put centuries to centuries on board 👍,0,0
4166,4166,1.1767391369227796e+18,"@MASK @MASK lakhs are held in prisons awaiting trial, without been convicted of a crime. Many await trial for years, for longer period than maximum sentence. These prisoners who are known as ‘undertrials’ account for two out of three prisoners in India’s prisons – SO HOW ARE YOU SPECIAL CHI?",1,0
2820,2820,1.583190609615278e+18,@MASK Where he has the 2024 hat on,1,0
4735,4735,1.5591637237548485e+18,"@MASK Tragic.RSS men culpable too.Patel wrote to Golwalkar that his men ‘burning with revenge,began attacking Mussalmans.Organising Hindus and helping them is one thing but going in for revenge for its sufferings on innocent and helpless men, women and children is quite another thing’",1,0
2486,2486,1.583688028064985e+18,@MASK Wow this is more fake than the crowd funding campaign,0,0
4562,4562,1.5858841119774597e+18,@MASK It may be possible strategy Almost 90% trues of Indian History & Historical incidents have been overshadowed by leftist historians by flashing Mughals & later Nehru-Gandhi legacies,0,0
427,427,1.5819995197297132e+18,"@MASK Maybe ""we"" should stop believing that inflation is a result of low rates and not historically high corporate profiteering. Maybe ""we"" should recognize a capital strike when it's happening in real time. ",0,0
4696,4696,1.5658031263088148e+18,@MASK And in India upper_caste is targeted & skin irritation induced Ethnic minority supported by the establishment is depicted as fair skinned ! Golwalkar ji & Upadhyaya ji didn't predict such gruesome attack on the upper_caste bjp defeats its own ideology & purpose of nation building,1,0
3831,3831,1.585700655049871e+18,@MASK Thinking the same since yesterday ..  It's like that IPL con with Russians,0,0
4108,4108,1.5473248825007432e+18,@MASK @MASK Howard professor selectively discusses justice for undertrials. Lol. Hypocrite.,0,0
4869,4869,1.5804221956918026e+18,@MASK @MASK It is true. Modi Govt should have given ample time to all the corrupt folks to salvage their black money and especially to the terrorist friends of lungi who had tons of counterfeit money   #Demonetisation,0,0
606,606,1.582002946065113e+18,"@MASK @MASK A son for a son, or else rape of the daughter. Let’s not forget Daemon’s tendency for child sexual abuse. ",1,0
4264,4264,1.1275785083461222e+18,"@MASK @MASK @MASK @MASK You mean the murderers were traded for evidence? You want to stick to your stand or do you want to change it?Accepting that can land anybody in very serious trouble. You cannot trade murder undertrials, whatever be the reciprocation.Tomorrow 20 crores for setting undertrial free?",1,0
4023,4023,1.5518697956576911e+18,"@MASK @MASK 2. The top court said, noting that 853 undertrials have been in the state's jails for over 10 years.   The court has now directed the Uttar Pradesh government to submit details of these undertrials in two weeks. The matter will be heard next on on August 17.",0,0
1555,1555,1.5821048709200077e+18,"@MASK George Floyd's death was a public lynching by the Police, there's a line you don't cross ",0,0
1788,1788,1.5738603451223777e+18,#Pakistanfloods2022  #Reminder  7% of the households (2.3 million people) in affected districts don’t access their water facilities (damaged or not accessible)  & Open defecation in affected districts increased by 13% (4.3 Million people)  #RNA,0,0
1175,1175,1.58060927367945e+18,"@MASK Indian education system is adopted by British, true Indian education system needs to be revived again but secularism is the real barrier ",0,0
2594,2594,1.5837362828907643e+18,"@MASK @MASK Also all majority Muslim nations rank POOR on Islamicicity Index sbb tak adopt or tak practice pun the essence ofIslamic values of integrity, amanah (honesty), good governance, justice & fairness, compassion, dsb.   Instead, we're HIGH ON CORRUPTION INDEX!  Look that up! ",0,0
4762,4762,1.5808664396068618e+18,"In the same vein the @MASK Shri @MASK government feels SC intervention in demonetisation PILs, frivolous, but who will compensate for the loss of precious lives lost in queues across the nation over a futile exercise. It is necessary to examine in lieu of a lokpal. ",0,0
3555,3555,1.5858536138757407e+18,@MASK @MASK @MASK @MASK @MASK Now explain this in English 🥲,0,0
446,446,1.58199938459383e+18,@MASK @MASK @MASK Nobody said wages would keep up with inflation. That’s why we were making a fuss about the socialist stimulus package stuff because we know wages won’t keep up with 14% inflation.  And wealth inequality doesn’t matter in the slightest so long as the base is elevated too,0,0
2156,2156,1.5835775962765353e+18,Screw up after mess after screw up while people desperately try to travel around #London - they learn nothing from their mistakes and make same mistakes - was happier during lockdown! #tfl,0,0
444,444,1.581999398967353e+18,"@MASK Democrats don't want people to pay increased taxes, they'll just rob you of $8000 a year simply by inflation caused by their policies of anti-fossil fuel & poor fiscal management ",0,0
5003,5003,1.580124078903419e+18,"Justice Nazeer, on a lighter note: It seems that the Attorney-General has to open a separate counter - ""Demonetisation Counter"".  Everyone laughs.  #Demonetisation #SupremeCourtofIndia ",0,0
3346,3346,1.3602040812104008e+18,@MASK Farmer's bill has been made to uplift farmers. Opposition is hell bent to prove it otherwise.,0,0
2505,2505,1.583680168513921e+18,"@MASK @MASK @MASK Sadly Silicon valley doesn't have reservation. They hire on the basis of ""Skills"" and ""Talent"" ",0,0
3758,3758,1.5858267728344635e+18,@MASK @MASK @MASK how about IPL for girls??😊,0,0
5262,5262,1.578778133167149e+18,@MASK Who made you finance minister? This is the story since demonetisation…. And it is good… atleast formalisation of economy leads to tax buoyancy… else we have large scale of tax evasion despite growth,0,0
1034,1034,1.5688824946862612e+18,I strongly agree on the marital rape being both against wife and husband A wife raping her husband should be as severe as the other way around. Fight for laws to be free from gender bias  Don't try to stop legalising laws that protect human rights,0,0
